#class tools::wcsv::ntuple
#title Hits
#separator 44
#vector_separator 59
#column int event_id
#column int track_id
#column int type
#column double delta_x
#column double delta_y
#column double delta_z
#column double delta_E
#column int process
0,1,0,0,0,1000,0,0
0,1,0,0,0,1000,0,0
0,1,0,0,0,1000,0,0
0,1,0,0,0,1036.79,-1.49068,0
0,1,0,0.139944,-0.132638,1037.42,-3.09507,0
0,1,0,-12.2108,-16.5005,1035.75,-0.236776,0
0,1,0,-15.7077,-0.675223,1029.79,-0.0694308,0
0,1,0,-14.5947,-2.57852,1031.06,-0.108047,0
0,6,1,-14.595,-2.5806,1031.06,-0.0040883,0
0,6,1,-14.596,-2.58528,1031.06,-0.050367,0
0,6,1,-14.5969,-2.58612,1031.06,-0.0452542,0
0,6,1,-14.5969,-2.58612,1031.06,0,0
0,5,1,-15.7077,-0.674267,1029.79,-0.00144604,0
0,5,1,-15.7073,-0.671888,1029.79,-0.0537174,0
0,5,1,-15.7073,-0.671975,1029.79,-0.0134243,0
0,5,1,-15.7073,-0.671975,1029.79,0,0
0,4,1,-12.2141,-16.508,1035.75,-0.00787106,0
0,4,1,-12.226,-16.5213,1035.75,-0.0585447,0
0,4,1,-12.2339,-16.5282,1035.75,-0.035669,0
0,4,1,-12.2344,-16.5337,1035.74,-0.0403102,0
0,4,1,-12.2299,-16.5323,1035.74,-0.0551268,0
0,4,1,-12.2297,-16.5314,1035.74,-0.0391858,0
0,4,1,-12.2297,-16.5314,1035.74,0,0
0,3,1,0.256029,-0.142907,1037.6,-0.204143,0
0,3,1,0.3836,-0.0291857,1037.92,-0.418963,0
0,3,1,0.456415,0.0619953,1038.05,-0.370615,0
0,3,1,0.512505,0.272329,1038.24,-1.32124,0
0,3,1,0.4646,0.273981,1038.27,-0.179902,0
0,3,1,0.502718,0.323241,1038.27,-0.137989,0
0,3,1,0.480082,0.361687,1038.28,-0.0799915,0
0,3,1,0.484027,0.376535,1038.31,-0.0462651,0
0,3,1,0.473502,0.350972,1038.32,-0.0467857,0
0,3,1,0.458123,0.332217,1038.32,-0.0689079,0
0,3,1,0.465621,0.339865,1038.33,-0.0517789,0
0,3,1,0.47589,0.341924,1038.34,-0.0398143,0
0,3,1,0.47015,0.346436,1038.34,-0.0645518,0
0,3,1,0.471417,0.344409,1038.34,-0.064108,0
0,3,1,0.471417,0.344409,1038.34,0,0
0,9,0,-5.62095,-10.4599,1039.75,-0.00146361,0
