# TBinMid=0.095 ssec TBinWidth=0.01 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   6.66094808E-21   3.48175012E-21   3.48175012E-21   5.76793424E-21   1.51897523E-20   1.51897523E-20
   2.00000000E-04   3.77620607E+05   3.71080592E+05   3.71080592E+05   1.28576003E+05   3.14278060E+05   3.14278060E+05
   4.00000000E-04   2.55108296E+06   3.13983676E+06   3.13983676E+06   9.27264985E+05   2.05898286E+06   2.05898286E+06
   6.00000000E-04   7.64237782E+06   1.08575755E+07   1.08575755E+07   3.01811482E+06   6.08718479E+06   6.08718479E+06
   8.00000000E-04   1.64018067E+07   2.58364836E+07   2.58364836E+07   7.05618550E+06   1.29937369E+07   1.29937369E+07
   1.00000000E-03   2.93132157E+07   4.99635734E+07   4.99635734E+07   1.37057339E+07   2.32016424E+07   2.32016424E+07
   1.20000000E-03   4.66528912E+07   8.46400308E+07   8.46400308E+07   2.36081619E+07   3.70009666E+07   3.70009666E+07
   1.40000000E-03   6.85318434E+07   1.30780741E+08   1.30780741E+08   3.73542849E+07   5.45728353E+07   5.45728353E+07
   1.60000000E-03   9.49289650E+07   1.88845636E+08   1.88845636E+08   5.54630497E+07   7.60066528E+07   7.60066528E+07
   1.80000000E-03   1.25718101E+08   2.58887653E+08   2.58887653E+08   7.83666624E+07   1.01313670E+08   1.01313670E+08
   2.00000000E-03   1.60690595E+08   3.40608369E+08   3.40608369E+08   1.06401436E+08   1.30438342E+08   1.30438342E+08
   2.20000000E-03   1.99574238E+08   4.33415827E+08   4.33415827E+08   1.39803482E+08   1.63268216E+08   1.63268216E+08
   2.40000000E-03   2.42049275E+08   5.36481144E+08   5.36481144E+08   1.78708370E+08   1.99642734E+08   1.99642734E+08
   2.60000000E-03   2.87761909E+08   6.48791831E+08   6.48791831E+08   2.23153921E+08   2.39361188E+08   2.39361188E+08
   2.80000000E-03   3.36335687E+08   7.69200620E+08   7.69200620E+08   2.73085419E+08   2.82189951E+08   2.82189951E+08
   3.00000000E-03   3.87381049E+08   8.96469182E+08   8.96469182E+08   3.28362587E+08   3.27869059E+08   3.27869059E+08
   3.20000000E-03   4.40503293E+08   1.02930650E+09   1.02930650E+09   3.88767799E+08   3.76118210E+08   3.76118210E+08
   3.40000000E-03   4.95309162E+08   1.16640196E+09   1.16640196E+09   4.54015075E+08   4.26642202E+08   4.26642202E+08
   3.60000000E-03   5.51412242E+08   1.30645332E+09   1.30645332E+09   5.23759476E+08   4.79135843E+08   4.79135843E+08
   3.80000000E-03   6.08437319E+08   1.44818993E+09   1.44818993E+09   5.97606604E+08   5.33288360E+08   5.33288360E+08
   4.00000000E-03   6.66023845E+08   1.59039159E+09   1.59039159E+09   6.75121970E+08   5.88787326E+08   5.88787326E+08
   4.20000000E-03   7.23828630E+08   1.73190339E+09   1.73190339E+09   7.55840029E+08   6.45322131E+08   6.45322131E+08
   4.40000000E-03   7.81527862E+08   1.87164703E+09   1.87164703E+09   8.39272762E+08   7.02587022E+08   7.02587022E+08
   4.60000000E-03   8.38818568E+08   2.00862903E+09   2.00862903E+09   9.24917679E+08   7.60283731E+08   7.60283731E+08
   4.80000000E-03   8.95419577E+08   2.14194621E+09   2.14194621E+09   1.01226519E+09   8.18123723E+08   8.18123723E+08
   5.00000000E-03   9.51072078E+08   2.27078882E+09   2.27078882E+09   1.10080531E+09   8.75830090E+08   8.75830090E+08
   5.20000000E-03   1.00553983E+09   2.39444172E+09   2.39444172E+09   1.19003360E+09   9.33139102E+08   9.33139102E+08
   5.40000000E-03   1.05860908E+09   2.51228384E+09   2.51228384E+09   1.27945653E+09   9.89801470E+08   9.89801470E+08
   5.60000000E-03   1.11008824E+09   2.62378634E+09   2.62378634E+09   1.36859597E+09   1.04558332E+09   1.04558332E+09
   5.80000000E-03   1.15980737E+09   2.72850963E+09   2.72850963E+09   1.45699320E+09   1.10026690E+09   1.10026690E+09
   6.00000000E-03   1.20761751E+09   2.82609947E+09   2.82609947E+09   1.54421210E+09   1.15365109E+09   1.15365109E+09
   6.20000000E-03   1.25338985E+09   2.91628251E+09   2.91628251E+09   1.62984188E+09   1.20555169E+09   1.20555169E+09
   6.40000000E-03   1.29701490E+09   2.99886123E+09   2.99886123E+09   1.71349914E+09   1.25580151E+09   1.25580151E+09
   6.60000000E-03   1.33840146E+09   3.07370860E+09   3.07370860E+09   1.79482947E+09   1.30425030E+09   1.30425030E+09
   6.80000000E-03   1.37747561E+09   3.14076254E+09   3.14076254E+09   1.87350856E+09   1.35076457E+09   1.35076457E+09
   7.00000000E-03   1.41417973E+09   3.20002023E+09   3.20002023E+09   1.94924285E+09   1.39522729E+09   1.39522729E+09
   7.20000000E-03   1.44847135E+09   3.25153254E+09   3.25153254E+09   2.02176982E+09   1.43753740E+09   1.43753740E+09
