# TBinMid=0.55 ssec TBinWidth=0.1 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   4.13719740E-11   2.24569516E-11   2.24569516E-11   3.24819170E-11   8.55405339E-11   8.55405339E-11
   2.00000000E-04   1.65689774E+07   2.00005126E+07   2.00005126E+07   7.07140309E+06   1.43344424E+07   1.43344424E+07
   4.00000000E-04   6.49754381E+07   8.21133085E+07   8.21133085E+07   3.05985921E+07   5.51287297E+07   5.51287297E+07
   6.00000000E-04   1.42558808E+08   1.84785302E+08   1.84785302E+08   7.25705962E+07   1.20125258E+08   1.20125258E+08
   8.00000000E-04   2.46364152E+08   3.24803542E+08   3.24803542E+08   1.33807665E+08   2.07153170E+08   2.07153170E+08
   1.00000000E-03   3.73432849E+08   4.98468955E+08   4.98468955E+08   2.14435528E+08   3.14077727E+08   3.14077727E+08
   1.20000000E-03   5.20900168E+08   7.01955476E+08   7.01955476E+08   3.14108610E+08   4.38821391E+08   4.38821391E+08
   1.40000000E-03   6.86038299E+08   9.31474991E+08   9.31474991E+08   4.32146135E+08   5.79380685E+08   5.79380685E+08
   1.60000000E-03   8.66276400E+08   1.18336428E+09   1.18336428E+09   5.67625421E+08   7.33837461E+08   7.33837461E+08
   1.80000000E-03   1.05920905E+09   1.45413326E+09   1.45413326E+09   7.19450095E+08   9.00365973E+08   9.00365973E+08
   2.00000000E-03   1.26259819E+09   1.74049162E+09   1.74049162E+09   8.86401951E+08   1.07723696E+09   1.07723696E+09
   2.20000000E-03   1.47437122E+09   2.03936230E+09   2.03936230E+09   1.06718136E+09   1.26281958E+09   1.26281958E+09
   2.40000000E-03   1.69261677E+09   2.34788672E+09   2.34788672E+09   1.26043922E+09   1.45558174E+09   1.45558174E+09
   2.60000000E-03   1.91557890E+09   2.66342454E+09   2.66342454E+09   1.46480252E+09   1.65408935E+09   1.65408935E+09
   2.80000000E-03   2.14165052E+09   2.98354977E+09   2.98354977E+09   1.67889476E+09   1.85700459E+09   1.85700459E+09
   3.00000000E-03   2.36936626E+09   3.30604454E+09   3.30604454E+09   1.90135242E+09   2.06308369E+09   2.06308369E+09
   3.20000000E-03   2.59739503E+09   3.62889108E+09   3.62889108E+09   2.13083808E+09   2.27117412E+09   2.27117412E+09
   3.40000000E-03   2.82453256E+09   3.95026286E+09   3.95026286E+09   2.36605089E+09   2.48021152E+09   2.48021152E+09
   3.60000000E-03   3.04969398E+09   4.26851497E+09   4.26851497E+09   2.60573474E+09   2.68921634E+09   2.68921634E+09
   3.80000000E-03   3.27190644E+09   4.58217419E+09   4.58217419E+09   2.84868466E+09   2.89729034E+09   2.89729034E+09
   4.00000000E-03   3.49030207E+09   4.88992901E+09   4.88992901E+09   3.09375157E+09   3.10361300E+09   3.10361300E+09
   4.20000000E-03   3.70411100E+09   5.19061959E+09   5.19061959E+09   3.33984580E+09   3.30743786E+09   3.30743786E+09
   4.40000000E-03   3.91265476E+09   5.48322792E+09   5.48322792E+09   3.58593947E+09   3.50808883E+09   3.50808883E+09
   4.60000000E-03   4.11533988E+09   5.76686827E+09   5.76686827E+09   3.83106795E+09   3.70495659E+09   3.70495659E+09
   4.80000000E-03   4.31165184E+09   6.04077786E+09   6.04077786E+09   4.07433053E+09   3.89749496E+09   3.89749496E+09
   5.00000000E-03   4.50114926E+09   6.30430792E+09   6.30430792E+09   4.31489053E+09   4.08521735E+09   4.08521735E+09
   5.20000000E-03   4.68345838E+09   6.55691507E+09   6.55691507E+09   4.55197475E+09   4.26769335E+09   4.26769335E+09
   5.40000000E-03   4.85826786E+09   6.79815320E+09   6.79815320E+09   4.78487254E+09   4.44454529E+09   4.44454529E+09
   5.60000000E-03   5.02532383E+09   7.02766560E+09   7.02766560E+09   5.01293452E+09   4.61544507E+09   4.61544507E+09
   5.80000000E-03   5.18442526E+09   7.24517761E+09   7.24517761E+09   5.23557095E+09   4.78011090E+09   4.78011090E+09
   6.00000000E-03   5.33541956E+09   7.45048962E+09   7.45048962E+09   5.45224991E+09   4.93830436E+09   4.93830436E+09
   6.20000000E-03   5.47819840E+09   7.64347047E+09   7.64347047E+09   5.66249522E+09   5.08982738E+09   5.08982738E+09
   6.40000000E-03   5.61269391E+09   7.82405121E+09   7.82405121E+09   5.86588431E+09   5.23451951E+09   5.23451951E+09
   6.60000000E-03   5.73887500E+09   7.99221933E+09   7.99221933E+09   6.06204592E+09   5.37225518E+09   5.37225518E+09
   6.80000000E-03   5.85674392E+09   8.14801321E+09   8.14801321E+09   6.25065771E+09   5.50294116E+09   5.50294116E+09
   7.00000000E-03   5.96633312E+09   8.29151706E+09   8.29151706E+09   6.43144391E+09   5.62651410E+09   5.62651410E+09
   7.20000000E-03   6.06770225E+09   8.42285612E+09   8.42285612E+09   6.60417280E+09   5.74293820E+09   5.74293820E+09
