# TBinMid=-0.025 ssec TBinWidth=0.01 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   1.75764375E-62   3.86966101E-61   3.86966101E-61   0.00000000E+00   0.00000000E+00   0.00000000E+00
   2.00000000E-04   1.44469519E+00   3.18066767E+01   3.18066767E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00
   4.00000000E-04   1.34154496E+02   2.95357020E+03   2.95357020E+03   0.00000000E+00   0.00000000E+00   0.00000000E+00
   6.00000000E-04   1.75832305E+03   3.87115657E+04   3.87115657E+04   0.00000000E+00   0.00000000E+00   0.00000000E+00
   8.00000000E-04   1.03146071E+04   2.27088299E+05   2.27088299E+05   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.00000000E-03   3.89056418E+04   8.56553808E+05   8.56553808E+05   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.20000000E-03   1.10911479E+05   2.44184765E+06   2.44184765E+06   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.40000000E-03   2.60523655E+05   5.73573700E+06   5.73573700E+06   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.60000000E-03   5.30936961E+05   1.16892064E+07   1.16892064E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.80000000E-03   9.70609343E+05   2.13691149E+07   2.13691149E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   2.00000000E-03   1.62836698E+06   3.58504288E+07   3.58504288E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   2.20000000E-03   2.54822242E+06   5.61021362E+07   5.61021362E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   2.40000000E-03   3.76467144E+06   8.28837030E+07   8.28837030E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   2.60000000E-03   5.29902754E+06   1.16664371E+08   1.16664371E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   2.80000000E-03   7.15711214E+06   1.57572305E+08   1.57572305E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   3.00000000E-03   9.32839435E+06   2.05375656E+08   2.05375656E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   3.20000000E-03   1.17864929E+07   2.59493608E+08   2.59493608E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   3.40000000E-03   1.44908261E+07   3.19032709E+08   3.19032709E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   3.60000000E-03   1.73891250E+07   3.82842194E+08   3.82842194E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   3.80000000E-03   2.04204966E+07   4.49581431E+08   4.49581431E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   4.00000000E-03   2.35187394E+07   5.17792918E+08   5.17792918E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   4.20000000E-03   2.66156454E+07   5.85974974E+08   5.85974974E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   4.40000000E-03   2.96440767E+07   6.52649478E+08   6.52649478E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   4.60000000E-03   3.25406586E+07   7.16421161E+08   7.16421161E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   4.80000000E-03   3.52479896E+07   7.76026260E+08   7.76026260E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   5.00000000E-03   3.77163175E+07   8.30369424E+08   8.30369424E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   5.20000000E-03   3.99046751E+07   8.78548711E+08   8.78548711E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   5.40000000E-03   4.17815013E+07   9.19869263E+08   9.19869263E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   5.60000000E-03   4.33247985E+07   9.53846781E+08   9.53846781E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   5.80000000E-03   4.45218946E+07   9.80202270E+08   9.80202270E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   6.00000000E-03   4.53688817E+07   9.98849695E+08   9.98849695E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   6.20000000E-03   4.58698115E+07   1.00987826E+09   1.00987826E+09   0.00000000E+00   0.00000000E+00   0.00000000E+00
   6.40000000E-03   4.60357190E+07   1.01353091E+09   1.01353091E+09   0.00000000E+00   0.00000000E+00   0.00000000E+00
   6.60000000E-03   4.58835453E+07   1.01018062E+09   1.01018062E+09   0.00000000E+00   0.00000000E+00   0.00000000E+00
   6.80000000E-03   4.54350157E+07   1.00030571E+09   1.00030571E+09   0.00000000E+00   0.00000000E+00   0.00000000E+00
   7.00000000E-03   4.47155267E+07   9.84465310E+08   9.84465310E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   7.20000000E-03   4.37530792E+07   9.63275888E+08   9.63275888E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   7.40000000E-03   4.25772898E+07   9.37389490E+08   9.37389490E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   7.60000000E-03   4.12185005E+07   9.07474133E+08   9.07474133E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   7.80000000E-03   3.97070011E+07   8.74196684E+08   8.74196684E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   8.00000000E-03   3.80723696E+07   8.38208334E+08   8.38208334E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   8.20000000E-03   3.63429316E+07   8.00132707E+08   8.00132707E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   8.40000000E-03   3.45453354E+07   7.60556495E+08   7.60556495E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   8.60000000E-03   3.27042350E+07   7.20022490E+08   7.20022490E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   8.80000000E-03   3.08420722E+07   6.79024768E+08   6.79024768E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   9.00000000E-03   2.89789455E+07   6.38005827E+08   6.38005827E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   9.20000000E-03   2.71325558E+07   5.97355370E+08   5.97355370E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   9.40000000E-03   2.53182156E+07   5.57410520E+08   5.57410520E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   9.60000000E-03   2.35489107E+07   5.18457175E+08   5.18457175E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   9.80000000E-03   2.18354032E+07   4.80732278E+08   4.80732278E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.00000000E-02   2.01863664E+07   4.44426777E+08   4.44426777E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.02000000E-02   1.86085411E+07   4.09689084E+08   4.09689084E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.04000000E-02   1.71069075E+07   3.76628840E+08   3.76628840E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.06000000E-02   1.56848637E+07   3.45320862E+08   3.45320862E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.08000000E-02   1.43444071E+07   3.15809121E+08   3.15809121E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.10000000E-02   1.30863125E+07   2.88110678E+08   2.88110678E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.12000000E-02   1.19103046E+07   2.62219471E+08   2.62219471E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.14000000E-02   1.08152212E+07   2.38109911E+08   2.38109911E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.16000000E-02   9.79916530E+06   2.15740236E+08   2.15740236E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.18000000E-02   8.85964568E+06   1.95055599E+08   1.95055599E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.20000000E-02   7.99370358E+06   1.75990857E+08   1.75990857E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.22000000E-02   7.19802663E+06   1.58473086E+08   1.58473086E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.24000000E-02   6.46904941E+06   1.42423789E+08   1.42423789E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.26000000E-02   5.80304125E+06   1.27760830E+08   1.27760830E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.28000000E-02   5.19618169E+06   1.14400098E+08   1.14400098E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.30000000E-02   4.64462468E+06   1.02256916E+08   1.02256916E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.32000000E-02   4.14455202E+06   9.12472241E+07   9.12472241E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.34000000E-02   3.69221727E+06   8.12885387E+07   8.12885387E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.36000000E-02   3.28398098E+06   7.23007330E+07   7.23007330E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.38000000E-02   2.91633811E+06   6.42066394E+07   6.42066394E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.40000000E-02   2.58593874E+06   5.69325059E+07   5.69325059E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.42000000E-02   2.28960289E+06   5.04083210E+07   5.04083210E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.44000000E-02   2.02433019E+06   4.45680280E+07   4.45680280E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.46000000E-02   1.78730532E+06   3.93496446E+07   3.93496446E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.48000000E-02   1.57589988E+06   3.46953034E+07   3.46953034E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.50000000E-02   1.38767126E+06   3.05512273E+07   3.05512273E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.52000000E-02   1.22035916E+06   2.68676531E+07   2.68676531E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.54000000E-02   1.07188021E+06   2.35987131E+07   2.35987131E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.56000000E-02   9.40321192E+05   2.07022853E+07   2.07022853E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.58000000E-02   8.23931129E+05   1.81398202E+07   1.81398202E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.60000000E-02   7.21112719E+05   1.58761511E+07   1.58761511E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.62000000E-02   6.30413232E+05   1.38792944E+07   1.38792944E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.64000000E-02   5.50515200E+05   1.21202445E+07   1.21202445E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.66000000E-02   4.80227051E+05   1.05727676E+07   1.05727676E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.68000000E-02   4.18473835E+05   9.21319738E+06   9.21319738E+06   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.70000000E-02   3.64288165E+05   8.02023564E+06   8.02023564E+06   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.72000000E-02   3.16801469E+05   6.97475977E+06   6.97475977E+06   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.74000000E-02   2.75235621E+05   6.05963836E+06   6.05963836E+06   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.76000000E-02   2.38894985E+05   5.25955620E+06   5.25955620E+06   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.78000000E-02   2.07158930E+05   4.56084934E+06   4.56084934E+06   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.80000000E-02   1.79474810E+05   3.95135062E+06   3.95135062E+06   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.82000000E-02   1.55351426E+05   3.42024575E+06   3.42024575E+06   0.00000000E+00   0.00000000E+00   0.00000000E+00
