# TBinMid=0.055 ssec TBinWidth=0.01 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   4.19136038E-24   2.19086946E-24   2.19086946E-24   3.20035166E-24   8.42806921E-24   8.42806921E-24
   2.00000000E-04   1.74416032E+05   2.00058955E+05   2.00058955E+05   5.96169274E+04   1.41452202E+05   1.41452202E+05
   4.00000000E-04   1.46847693E+06   2.18602660E+06   2.18602660E+06   5.49398976E+05   1.15581342E+06   1.15581342E+06
   6.00000000E-04   4.99502155E+06   8.71657567E+06   8.71657567E+06   2.06671351E+06   3.88355120E+06   3.88355120E+06
   8.00000000E-04   1.17122492E+07   2.28204438E+07   2.28204438E+07   5.34335113E+06   9.06754530E+06   9.06754530E+06
   1.00000000E-03   2.23873867E+07   4.73186695E+07   4.73186695E+07   1.11898476E+07   1.73391584E+07   1.73391584E+07
   1.20000000E-03   3.75934497E+07   8.45625748E+07   8.45625748E+07   2.04404895E+07   2.92152481E+07   2.92152481E+07
   1.40000000E-03   5.77192089E+07   1.36304245E+08   1.36304245E+08   3.39048525E+07   4.50995437E+07   4.50995437E+07
   1.60000000E-03   8.29854287E+07   2.03653509E+08   2.03653509E+08   5.23281764E+07   6.52866430E+07   6.52866430E+07
   1.80000000E-03   1.13463975E+08   2.87091368E+08   2.87091368E+08   7.63610566E+07   8.99678238E+07   8.99678238E+07
   2.00000000E-03   1.49097883E+08   3.86519094E+08   3.86519094E+08   1.06538007E+08   1.19238160E+08   1.19238160E+08
   2.20000000E-03   1.89721232E+08   5.01328312E+08   5.01328312E+08   1.43263993E+08   1.53104550E+08   1.53104550E+08
   2.40000000E-03   2.35078146E+08   6.30481709E+08   6.30481709E+08   1.86807845E+08   1.91494345E+08   1.91494345E+08
   2.60000000E-03   2.84840491E+08   7.72597056E+08   7.72597056E+08   2.37301405E+08   2.34264297E+08   2.34264297E+08
   2.80000000E-03   3.38624046E+08   9.26029580E+08   9.26029580E+08   2.94743304E+08   2.81209612E+08   2.81209612E+08
   3.00000000E-03   3.96003055E+08   1.08894936E+09   1.08894936E+09   3.59006346E+08   3.32072910E+08   3.32072910E+08
   3.20000000E-03   4.56523114E+08   1.25941172E+09   1.25941172E+09   4.29847587E+08   3.86552948E+08   3.86552948E+08
   3.40000000E-03   5.19712456E+08   1.43541943E+09   1.43541943E+09   5.06920294E+08   4.44312977E+08   4.44312977E+08
   3.60000000E-03   5.85091687E+08   1.61497632E+09   1.61497632E+09   5.89787114E+08   5.04988638E+08   5.04988638E+08
   3.80000000E-03   6.52182084E+08   1.79613223E+09   1.79613223E+09   6.77933862E+08   5.68195337E+08   5.68195337E+08
   4.00000000E-03   7.20512558E+08   1.97701972E+09   1.97701972E+09   7.70783477E+08   6.33535037E+08   6.33535037E+08
   4.20000000E-03   7.89625404E+08   2.15588293E+09   2.15588293E+09   8.67709735E+08   7.00602455E+08   7.00602455E+08
   4.40000000E-03   8.59080950E+08   2.33109949E+09   2.33109949E+09   9.68050454E+08   7.68990638E+08   7.68990638E+08
   4.60000000E-03   9.28461239E+08   2.50119603E+09   2.50119603E+09   1.07111994E+09   8.38295915E+08   8.38295915E+08
   4.80000000E-03   9.97372833E+08   2.66485818E+09   2.66485818E+09   1.17622054E+09   9.08122254E+08   9.08122254E+08
   5.00000000E-03   1.06544887E+09   2.82093572E+09   2.82093572E+09   1.28265314E+09   9.78085025E+08   9.78085025E+08
   5.20000000E-03   1.13235043E+09   2.96844383E+09   2.96844383E+09   1.38972660E+09   1.04781420E+09   1.04781420E+09
   5.40000000E-03   1.19776741E+09   3.10656080E+09   3.10656080E+09   1.49676607E+09   1.11695701E+09   1.11695701E+09
   5.60000000E-03   1.26141881E+09   3.23462318E+09   3.23462318E+09   1.60312021E+09   1.18518014E+09   1.18518014E+09
   5.80000000E-03   1.32305268E+09   3.35211866E+09   3.35211866E+09   1.70816723E+09   1.25217144E+09   1.25217144E+09
   6.00000000E-03   1.38244573E+09   3.45867743E+09   3.45867743E+09   1.81132001E+09   1.31764117E+09   1.31764117E+09
   6.20000000E-03   1.43940259E+09   3.55406217E+09   3.55406217E+09   1.91203008E+09   1.38132296E+09   1.38132296E+09
   6.40000000E-03   1.49375498E+09   3.63815747E+09   3.63815747E+09   2.00979082E+09   1.44297433E+09   1.44297433E+09
   6.60000000E-03   1.54536053E+09   3.71095853E+09   3.71095853E+09   2.10413965E+09   1.50237696E+09   1.50237696E+09
   6.80000000E-03   1.59410160E+09   3.77255989E+09   3.77255989E+09   2.19465956E+09   1.55933666E+09   1.55933666E+09
   7.00000000E-03   1.63988395E+09   3.82314404E+09   3.82314404E+09   2.28097984E+09   1.61368309E+09   1.61368309E+09
   7.20000000E-03   1.68263532E+09   3.86297030E+09   3.86297030E+09   2.36277630E+09   1.66526930E+09   1.66526930E+09
   7.40000000E-03   1.72230403E+09   3.89236414E+09   3.89236414E+09   2.43977079E+09   1.71397112E+09   1.71397112E+09
   7.60000000E-03   1.75885746E+09   3.91170690E+09   3.91170690E+09   2.51173034E+09   1.75968631E+09   1.75968631E+09
