# TBinMid=0.0365 ssec TBinWidth=0.01 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   5.75635305E+17   6.55029712E+17   6.55029712E+17   1.39839077E+17   8.49522229E+16   8.49522229E+16
   2.00000000E-04   1.02930891E+09   1.17127618E+09   1.17127618E+09   2.50050000E+08   1.51905346E+08   1.51905346E+08
   4.00000000E-04   5.25014246E+08   5.97426752E+08   5.97426752E+08   1.27541704E+08   7.74815702E+07   7.74815702E+07
   6.00000000E-04   3.54049557E+08   4.02881785E+08   4.02881785E+08   8.60092539E+07   5.22506118E+07   5.22506118E+07
   8.00000000E-04   2.67687018E+08   3.04607708E+08   3.04607708E+08   6.50292037E+07   3.95052337E+07   3.95052337E+07
   1.00000000E-03   2.15483658E+08   2.45204207E+08   2.45204207E+08   5.23474420E+07   3.18010650E+07   3.18010650E+07
   1.20000000E-03   1.80478042E+08   2.05370447E+08   2.05370447E+08   4.38435282E+07   2.66349383E+07   2.66349383E+07
   1.40000000E-03   2.53491878E+08   2.89506388E+08   2.89506388E+08   5.60169251E+07   3.54759726E+07   3.54759726E+07
   1.60000000E-03   3.31928625E+08   3.80882238E+08   3.80882238E+08   6.37607701E+07   4.11564518E+07   4.11564518E+07
   1.80000000E-03   3.83948639E+08   4.40939477E+08   4.40939477E+08   7.18596846E+07   4.77723372E+07   4.77723372E+07
   2.00000000E-03   4.32945909E+08   4.93862062E+08   4.93862062E+08   9.92944472E+07   7.21504839E+07   7.21504839E+07
   2.20000000E-03   8.97650368E+08   1.04016000E+09   1.04016000E+09   1.18738825E+08   8.95679398E+07   8.95679398E+07
   2.40000000E-03   1.33120179E+09   1.55061151E+09   1.55061151E+09   1.32670033E+08   1.02168781E+08   1.02168781E+08
   2.60000000E-03   1.66047104E+09   1.93838700E+09   1.93838700E+09   1.42696551E+08   1.11347669E+08   1.11347669E+08
   2.80000000E-03   1.93308681E+09   2.25440381E+09   2.25440381E+09   1.78303520E+08   1.42393659E+08   1.42393659E+08
   3.00000000E-03   2.14475378E+09   2.49956357E+09   2.49956357E+09   2.07064029E+08   1.67517755E+08   1.67517755E+08
   3.20000000E-03   2.30935044E+09   2.69014264E+09   2.69014264E+09   2.29769196E+08   1.87406064E+08   1.87406064E+08
   3.40000000E-03   2.86680449E+09   3.34645362E+09   3.34645362E+09   2.47768559E+08   2.03221817E+08   2.03221817E+08
   3.60000000E-03   3.57041562E+09   4.17639350E+09   4.17639350E+09   2.62066218E+08   2.15830963E+08   2.15830963E+08
   3.80000000E-03   4.15575305E+09   4.86692425E+09   4.86692425E+09   2.73421081E+08   2.25888358E+08   2.25888358E+08
   4.00000000E-03   4.65903775E+09   5.45710392E+09   5.45710392E+09   3.02242141E+08   2.46856216E+08   2.46856216E+08
