# TBinMid=0.2515 ssec TBinWidth=0.1 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   3.43219692E+18   3.57646787E+18   3.57646787E+18   2.62437765E+18   2.19263605E+18   2.19263605E+18
   2.00000000E-04   6.13720327E+09   6.39517802E+09   6.39517802E+09   4.69272000E+09   3.92071127E+09   3.92071127E+09
   4.00000000E-04   3.13037137E+09   3.26195521E+09   3.26195521E+09   2.39359130E+09   1.99981682E+09   1.99981682E+09
   6.00000000E-04   2.11100290E+09   2.19973802E+09   2.19973802E+09   1.61414656E+09   1.34860009E+09   1.34860009E+09
   8.00000000E-04   1.59607055E+09   1.66316071E+09   1.66316071E+09   1.22041130E+09   1.01963900E+09   1.01963900E+09
   1.00000000E-03   1.28481061E+09   1.33881708E+09   1.33881708E+09   9.82411072E+08   8.20792665E+08   8.20792665E+08
   1.20000000E-03   1.07609136E+09   1.12132441E+09   1.12132441E+09   8.22817045E+08   6.87453771E+08   6.87453771E+08
   1.40000000E-03   1.44663297E+09   1.52004151E+09   1.52004151E+09   1.03938781E+09   8.98826242E+08   8.98826242E+08
   1.60000000E-03   1.78929866E+09   1.90037650E+09   1.90037650E+09   1.17643801E+09   1.03385402E+09   1.03385402E+09
   1.80000000E-03   2.05182708E+09   2.18335089E+09   2.18335089E+09   1.32766159E+09   1.19020182E+09   1.19020182E+09
   2.00000000E-03   2.52914007E+09   2.64981538E+09   2.64981538E+09   1.86577010E+09   1.76184585E+09   1.76184585E+09
   2.20000000E-03   4.05058131E+09   4.38031254E+09   4.38031254E+09   2.24786369E+09   2.16966148E+09   2.16966148E+09
   2.40000000E-03   5.41471574E+09   5.94436460E+09   5.94436460E+09   2.52224004E+09   2.46417392E+09   2.46417392E+09
   2.60000000E-03   6.44318053E+09   7.12517947E+09   7.12517947E+09   2.72027200E+09   2.67823726E+09   2.67823726E+09
   2.80000000E-03   7.62273589E+09   8.39124059E+09   8.39124059E+09   3.45080379E+09   3.88731308E+09   3.88731308E+09
   3.00000000E-03   8.55060413E+09   9.38450031E+09   9.38450031E+09   4.04094949E+09   4.87473665E+09   4.87473665E+09
   3.20000000E-03   9.27556855E+09   1.01596233E+10   1.01596233E+10   4.50768251E+09   5.66328026E+09   5.66328026E+09
   3.40000000E-03   1.04883810E+10   1.15290805E+10   1.15290805E+10   4.87845067E+09   6.29665655E+09   6.29665655E+09
   3.60000000E-03   1.18368806E+10   1.30725266E+10   1.30725266E+10   5.17368329E+09   6.80746754E+09   6.80746754E+09
   3.80000000E-03   1.29444890E+10   1.43416105E+10   1.43416105E+10   5.40882671E+09   7.22041502E+09   7.22041502E+09
   4.00000000E-03   1.41521008E+10   1.56606539E+10   1.56606539E+10   6.04316699E+09   8.57829316E+09   8.57829316E+09
   4.20000000E-03   1.51980263E+10   1.67959114E+10   1.67959114E+10   6.63497985E+09   9.86413493E+09   9.86413493E+09
   4.40000000E-03   1.60724832E+10   1.77444210E+10   1.77444210E+10   7.13392586E+09   1.09578302E+10   1.09578302E+10
   4.60000000E-03   1.68043348E+10   1.85376480E+10   1.85376480E+10   7.55544135E+09   1.18908430E+10   1.18908430E+10
   4.80000000E-03   1.74168384E+10   1.92009434E+10   1.92009434E+10   7.91198307E+09   1.26886098E+10   1.26886098E+10
   5.00000000E-03   1.79288913E+10   1.97549033E+10   1.97549033E+10   8.21368796E+09   1.33718679E+10   1.33718679E+10
   5.20000000E-03   1.83559657E+10   2.02163888E+10   2.02163888E+10   8.46886857E+09   1.39576538E+10   1.39576538E+10
   5.40000000E-03   1.86678071E+10   2.05484054E+10   2.05484054E+10   8.68438944E+09   1.44600633E+10   1.44600633E+10
   5.60000000E-03   1.89006130E+10   2.07927925E+10   2.07927925E+10   8.86595603E+09   1.48908345E+10   1.48908345E+10
   5.80000000E-03   1.92114320E+10   2.11020795E+10   2.11020795E+10   9.20726363E+09   1.56938002E+10   1.56938002E+10
   6.00000000E-03   1.94793182E+10   2.13657246E+10   2.13657246E+10   9.51877300E+09   1.64326167E+10   1.64326167E+10
   6.20000000E-03   1.97010976E+10   2.15816711E+10   2.15816711E+10   9.79055948E+09   1.70837198E+10   1.70837198E+10
   6.40000000E-03   1.98828660E+10   2.17562788E+10   2.17562788E+10   1.00275545E+10   1.76577966E+10   1.76577966E+10
   6.60000000E-03   2.00298216E+10   2.18949676E+10   2.18949676E+10   1.02339837E+10   1.81640180E+10   1.81640180E+10
   6.80000000E-03   2.01464153E+10   2.20023754E+10   2.20023754E+10   1.04134832E+10   1.86102877E+10   1.86102877E+10
   7.00000000E-03   2.02364729E+10   2.20824857E+10   2.20824857E+10   1.05691940E+10   1.90034438E+10   1.90034438E+10
   7.20000000E-03   2.03032945E+10   2.21387327E+10   2.21387327E+10   1.07038399E+10   1.93494253E+10   1.93494253E+10
   7.40000000E-03   2.03497363E+10   2.21740864E+10   2.21740864E+10   1.08197908E+10   1.96534080E+10   1.96534080E+10
   7.60000000E-03   2.03782781E+10   2.21911234E+10   2.21911234E+10   1.09191157E+10   1.99199176E+10   1.99199176E+10
   7.80000000E-03   2.03910794E+10   2.21920859E+10   2.21920859E+10   1.10036262E+10   2.01529237E+10   2.01529237E+10
   8.00000000E-03   2.03900255E+10   2.21789299E+10   2.21789299E+10   1.10749133E+10   2.03559186E+10   2.03559186E+10
   8.20000000E-03   2.03767671E+10   2.21533666E+10   2.21533666E+10   1.11343782E+10   2.05319829E+10   2.05319829E+10
   8.40000000E-03   2.03289149E+10   2.20949047E+10   2.20949047E+10   1.11441869E+10   2.05371142E+10   2.05371142E+10
   8.60000000E-03   2.01477468E+10   2.18814442E+10   2.18814442E+10   1.11374557E+10   2.04939539E+10   2.04939539E+10
   8.80000000E-03   1.98959947E+10   2.15854245E+10   2.15854245E+10   1.11253588E+10   2.04429942E+10   2.04429942E+10
   9.00000000E-03   1.96509016E+10   2.12981381E+10   2.12981381E+10   1.11085031E+10   2.03851842E+10   2.03851842E+10
   9.20000000E-03   1.94122279E+10   2.10192056E+10   2.10192056E+10   1.10874267E+10   2.03213625E+10   2.03213625E+10
   9.40000000E-03   1.91797423E+10   2.07482680E+10   2.07482680E+10   1.10626077E+10   2.02522719E+10   2.02522719E+10
   9.60000000E-03   1.89532216E+10   2.04849854E+10   2.04849854E+10   1.10344711E+10   2.01785709E+10   2.01785709E+10
   9.80000000E-03   1.87324511E+10   2.02290359E+10   2.02290359E+10   1.10033960E+10   2.01008443E+10   2.01008443E+10
   1.00000000E-02   1.85172241E+10   1.99801147E+10   1.99801147E+10   1.09697205E+10   2.00196121E+10   2.00196121E+10
   1.02000000E-02   1.83073422E+10   1.97379329E+10   1.97379329E+10   1.09337468E+10   1.99353375E+10   1.99353375E+10
   1.04000000E-02   1.81026150E+10   1.95022170E+10   1.95022170E+10   1.08957453E+10   1.98484332E+10   1.98484332E+10
   1.06000000E-02   1.79028596E+10   1.92727073E+10   1.92727073E+10   1.08559583E+10   1.97592675E+10   1.97592675E+10
   1.08000000E-02   1.77079010E+10   1.90491578E+10   1.90491578E+10   1.08146033E+10   1.96681694E+10   1.96681694E+10
   1.10000000E-02   1.75175713E+10   1.88313349E+10   1.88313349E+10   1.07718752E+10   1.95754329E+10   1.95754329E+10
   1.12000000E-02   1.73317095E+10   1.86190169E+10   1.86190169E+10   1.07279495E+10   1.94813210E+10   1.94813210E+10
   1.14000000E-02   1.71501616E+10   1.84119930E+10   1.84119930E+10   1.06829839E+10   1.93860691E+10   1.93860691E+10
   1.16000000E-02   1.69727798E+10   1.82100633E+10   1.82100633E+10   1.06371205E+10   1.92898881E+10   1.92898881E+10
   1.18000000E-02   1.67994227E+10   1.80130373E+10   1.80130373E+10   1.05904872E+10   1.91929668E+10   1.91929668E+10
   1.20000000E-02   1.66299549E+10   1.78207341E+10   1.78207341E+10   1.05431993E+10   1.90954745E+10   1.90954745E+10
   1.22000000E-02   1.64281455E+10   1.75996764E+10   1.75996764E+10   1.04402847E+10   1.88648672E+10   1.88648672E+10
   1.24000000E-02   1.61989854E+10   1.73544193E+10   1.73544193E+10   1.02896383E+10   1.85200233E+10   1.85200233E+10
   1.26000000E-02   1.59765362E+10   1.71163401E+10   1.71163401E+10   1.01434948E+10   1.81867657E+10   1.81867657E+10
   1.28000000E-02   1.57605011E+10   1.68851213E+10   1.68851213E+10   1.00016519E+10   1.78645315E+10   1.78645315E+10
   1.30000000E-02   1.55506002E+10   1.66604639E+10   1.66604639E+10   9.86391929E+09   1.75527933E+10   1.75527933E+10
   1.32000000E-02   1.53465703E+10   1.64420864E+10   1.64420864E+10   9.73011769E+09   1.72510565E+10   1.72510565E+10
   1.34000000E-02   1.51481629E+10   1.62297231E+10   1.62297231E+10   9.60007830E+09   1.69588569E+10   1.69588569E+10
   1.36000000E-02   1.49551437E+10   1.60231234E+10   1.60231234E+10   9.47364192E+09   1.66757583E+10   1.66757583E+10
   1.38000000E-02   1.46444294E+10   1.56766697E+10   1.56766697E+10   9.35065827E+09   1.64013503E+10   1.64013503E+10
   1.40000000E-02   1.43180788E+10   1.53111507E+10   1.53111507E+10   9.23098540E+09   1.61352468E+10   1.61352468E+10
   1.42000000E-02   1.40025594E+10   1.49579079E+10   1.49579079E+10   9.11448909E+09   1.58770839E+10   1.58770839E+10
   1.44000000E-02   1.36973748E+10   1.46163750E+10   1.46163750E+10   9.00104235E+09   1.56265184E+10   1.56265184E+10
   1.46000000E-02   1.34020575E+10   1.42860193E+10   1.42860193E+10   8.89052494E+09   1.53832265E+10   1.53832265E+10
   1.48000000E-02   1.31161670E+10   1.39663387E+10   1.39663387E+10   8.78282288E+09   1.51469025E+10   1.51469025E+10
   1.50000000E-02   1.28392880E+10   1.36568601E+10   1.36568601E+10   8.67782812E+09   1.49172571E+10   1.49172571E+10
   1.52000000E-02   1.25710286E+10   1.33571367E+10   1.33571367E+10   8.57543809E+09   1.46940169E+10   1.46940169E+10
   1.54000000E-02   1.23110184E+10   1.30667471E+10   1.30667471E+10   8.47555540E+09   1.44769230E+10   1.44769230E+10
   1.56000000E-02   1.20589076E+10   1.27852927E+10   1.27852927E+10   8.37808749E+09   1.42657302E+10   1.42657302E+10
   1.58000000E-02   1.18143651E+10   1.25123967E+10   1.25123967E+10   8.28294633E+09   1.40602059E+10   1.40602059E+10
   1.60000000E-02   1.15770777E+10   1.22477027E+10   1.22477027E+10   8.19004817E+09   1.38601295E+10   1.38601295E+10
   1.62000000E-02   1.13467487E+10   1.19908729E+10   1.19908729E+10   8.09931327E+09   1.36652918E+10   1.36652918E+10
   1.64000000E-02   1.11230969E+10   1.17415875E+10   1.17415875E+10   8.01066564E+09   1.34754938E+10   1.34754938E+10
   1.66000000E-02   1.09058554E+10   1.14995431E+10   1.14995431E+10   7.92403285E+09   1.32905464E+10   1.32905464E+10
   1.68000000E-02   1.06947713E+10   1.12644519E+10   1.12644519E+10   7.83934581E+09   1.31102698E+10   1.31102698E+10
   1.70000000E-02   1.04896042E+10   1.10360407E+10   1.10360407E+10   7.75653859E+09   1.29344931E+10   1.29344931E+10
   1.72000000E-02   1.02901256E+10   1.08140498E+10   1.08140498E+10   7.67554822E+09   1.27630531E+10   1.27630531E+10
   1.74000000E-02   1.00961185E+10   1.05982326E+10   1.05982326E+10   7.59631453E+09   1.25957948E+10   1.25957948E+10
   1.76000000E-02   9.90737636E+09   1.03883544E+10   1.03883544E+10   7.51878002E+09   1.24325700E+10   1.24325700E+10
   1.78000000E-02   9.71076141E+09   1.01722530E+10   1.01722530E+10   7.42387270E+09   1.22415457E+10   1.22415457E+10
   1.80000000E-02   9.47564803E+09   9.92163489E+09   9.92163489E+09   7.26681266E+09   1.19480913E+10   1.19480913E+10
   1.82000000E-02   9.24709226E+09   9.67802855E+09   9.67802855E+09   7.11401946E+09   1.16628070E+10   1.16628070E+10
   1.84000000E-02   9.02485021E+09   9.44117284E+09   9.44117284E+09   6.96533634E+09   1.13853891E+10   1.13853891E+10
   1.86000000E-02   8.80868943E+09   9.21081887E+09   9.21081887E+09   6.82061385E+09   1.11155484E+10   1.11155484E+10
   1.88000000E-02   8.59838829E+09   8.98672934E+09   8.98672934E+09   6.67970944E+09   1.08530089E+10   1.08530089E+10
   1.90000000E-02   8.39373536E+09   8.76867787E+09   8.76867787E+09   6.54248706E+09   1.05975073E+10   1.05975073E+10
   1.92000000E-02   8.19452881E+09   8.55644842E+09   8.55644842E+09   6.40881682E+09   1.03487925E+10   1.03487925E+10
   1.94000000E-02   8.00057596E+09   8.34983467E+09   8.34983467E+09   6.27857464E+09   1.01066245E+10   1.01066245E+10
   1.96000000E-02   7.81169270E+09   8.14863956E+09   8.14863956E+09   6.15164193E+09   9.87077407E+09   9.87077407E+09
   1.98000000E-02   7.62770305E+09   7.95267470E+09   7.95267470E+09   6.02790531E+09   9.64102213E+09   9.64102213E+09
   2.00000000E-02   7.44843877E+09   7.76176001E+09   7.76176001E+09   5.90725632E+09   9.41715919E+09   9.41715919E+09
   2.02000000E-02   7.27373891E+09   7.57572318E+09   7.57572318E+09   5.78959119E+09   9.19898482E+09   9.19898482E+09
   2.04000000E-02   7.10344940E+09   7.39439935E+09   7.39439935E+09   5.67481053E+09   8.98630723E+09   8.98630723E+09
   2.06000000E-02   6.93742277E+09   7.21763066E+09   7.21763066E+09   5.56281919E+09   8.77894275E+09   8.77894275E+09
   2.08000000E-02   6.77551774E+09   7.04526591E+09   7.04526591E+09   5.45352597E+09   8.57671548E+09   8.57671548E+09
   2.10000000E-02   6.61759895E+09   6.87716023E+09   6.87716023E+09   5.34684346E+09   8.37945684E+09   8.37945684E+09
   2.12000000E-02   6.46353664E+09   6.71317477E+09   6.71317477E+09   5.24268785E+09   8.18700526E+09   8.18700526E+09
   2.14000000E-02   6.31320636E+09   6.55317635E+09   6.55317635E+09   5.14097872E+09   7.99920575E+09   7.99920575E+09
   2.16000000E-02   6.16648875E+09   6.39703722E+09   6.39703722E+09   5.04163890E+09   7.81590965E+09   7.81590965E+09
   2.18000000E-02   6.02326922E+09   6.24463481E+09   6.24463481E+09   4.94459431E+09   7.63697429E+09   7.63697429E+09
   2.20000000E-02   5.88749436E+09   6.10065151E+09   6.10065151E+09   4.84977380E+09   7.46226267E+09   7.46226267E+09
   2.22000000E-02   5.76283627E+09   5.96944446E+09   5.96944446E+09   4.75710902E+09   7.29164324E+09   7.29164324E+09
   2.24000000E-02   5.64104081E+09   5.84125812E+09   5.84125812E+09   4.66653427E+09   7.12498960E+09   7.12498960E+09
   2.26000000E-02   5.52202074E+09   5.71600035E+09   5.71600035E+09   4.57798640E+09   6.96218027E+09   6.96218027E+09
   2.28000000E-02   5.40569223E+09   5.59358256E+09   5.59358256E+09   4.49140467E+09   6.80309846E+09   6.80309846E+09
   2.30000000E-02   5.29197459E+09   5.47391954E+09   5.47391954E+09   4.40673063E+09   6.64763184E+09   6.64763184E+09
   2.32000000E-02   5.18079022E+09   5.35692930E+09   5.35692930E+09   4.32390805E+09   6.49567234E+09   6.49567234E+09
   2.34000000E-02   5.07206441E+09   5.24253293E+09   5.24253293E+09   4.24288280E+09   6.34711598E+09   6.34711598E+09
   2.36000000E-02   4.96572525E+09   5.13065447E+09   5.13065447E+09   4.16360273E+09   6.20186263E+09   6.20186263E+09
   2.38000000E-02   4.86170346E+09   5.02122073E+09   5.02122073E+09   4.08601763E+09   6.05981588E+09   6.05981588E+09
   2.40000000E-02   4.75993230E+09   4.91416125E+09   4.91416125E+09   4.01007911E+09   5.92088288E+09   5.92088288E+09
   2.42000000E-02   4.66034748E+09   4.80940808E+09   4.80940808E+09   3.93574053E+09   5.78497412E+09   5.78497412E+09
   2.44000000E-02   4.56288699E+09   4.70689577E+09   4.70689577E+09   3.86295691E+09   5.65200337E+09   5.65200337E+09
   2.46000000E-02   4.46749106E+09   4.60656117E+09   4.60656117E+09   3.79168488E+09   5.52188747E+09   5.52188747E+09
   2.48000000E-02   4.37410203E+09   4.50834339E+09   4.50834339E+09   3.72188260E+09   5.39454622E+09   5.39454622E+09
   2.50000000E-02   4.28266428E+09   4.41218368E+09   4.41218368E+09   3.65350969E+09   5.26990225E+09   5.26990225E+09
   2.52000000E-02   4.19312411E+09   4.31802535E+09   4.31802535E+09   3.58652718E+09   5.14788091E+09   5.14788091E+09
   2.54000000E-02   4.10542971E+09   4.22581366E+09   4.22581366E+09   3.52089744E+09   5.02841016E+09   5.02841016E+09
   2.56000000E-02   4.01953103E+09   4.13549579E+09   4.13549579E+09   3.45658413E+09   4.91142041E+09   4.91142041E+09
   2.58000000E-02   3.93537974E+09   4.04702068E+09   4.04702068E+09   3.39355214E+09   4.79684448E+09   4.79684448E+09
   2.60000000E-02   3.85292915E+09   3.96033903E+09   3.96033903E+09   3.33176754E+09   4.68461748E+09   4.68461748E+09
   2.62000000E-02   3.76845411E+09   3.87200819E+09   3.87200819E+09   3.26648815E+09   4.58093218E+09   4.58093218E+09
   2.64000000E-02   3.68409252E+09   3.78399466E+09   3.78399466E+09   3.20047525E+09   4.48204712E+09   4.48204712E+09
   2.66000000E-02   3.60141759E+09   3.69774419E+09   3.69774419E+09   3.13576413E+09   4.38512979E+09   4.38512979E+09
   2.68000000E-02   3.52038535E+09   3.61321076E+09   3.61321076E+09   3.07232106E+09   4.29012900E+09   4.29012900E+09
   2.70000000E-02   3.44095324E+09   3.53034988E+09   3.53034988E+09   3.01011339E+09   4.19699522E+09   4.19699522E+09
   2.72000000E-02   3.36308013E+09   3.44911849E+09   3.44911849E+09   2.94910954E+09   4.10568054E+09   4.10568054E+09
   2.74000000E-02   3.28672619E+09   3.36947495E+09   3.36947495E+09   2.88927895E+09   4.01613858E+09   4.01613858E+09
   2.76000000E-02   3.21185287E+09   3.29137892E+09   3.29137892E+09   2.83059203E+09   3.92832445E+09   3.92832445E+09
   2.78000000E-02   3.13842286E+09   3.21479136E+09   3.21479136E+09   2.77302013E+09   3.84219470E+09   3.84219470E+09
   2.80000000E-02   3.06640001E+09   3.13967448E+09   3.13967448E+09   2.71653550E+09   3.75770725E+09   3.75770725E+09
   2.82000000E-02   2.99574932E+09   3.06599167E+09   3.06599167E+09   2.66111128E+09   3.67482132E+09   3.67482132E+09
