# TBinMid=-0.0135 ssec TBinWidth=0.01 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   4.15616586E+16   4.91495717E+16   4.91495717E+16   1.61682909E+14   1.33456204E+14   1.33456204E+14
   2.00000000E-04   7.43175154E+07   8.78856661E+07   8.78856661E+07   2.89109542E+05   2.38636614E+05   2.38636614E+05
   4.00000000E-04   3.79067488E+07   4.48273849E+07   4.48273849E+07   1.47464601E+05   1.21720137E+05   1.21720137E+05
   6.00000000E-04   2.55628637E+07   3.02298764E+07   3.02298764E+07   9.94444952E+04   8.20834120E+04   8.20834120E+04
   8.00000000E-04   1.93273699E+07   2.28559684E+07   2.28559684E+07   7.51872158E+04   6.20609838E+04   6.20609838E+04
   1.00000000E-03   1.55582157E+07   1.83986795E+07   1.83986795E+07   6.05244751E+04   4.99580737E+04   4.99580737E+04
   1.20000000E-03   1.30307622E+07   1.54097888E+07   1.54097888E+07   5.06921911E+04   4.18423161E+04   4.18423161E+04
   1.40000000E-03   1.80695975E+07   2.13715505E+07   2.13715505E+07   5.47123696E+04   5.72414278E+04   5.72414278E+04
   1.60000000E-03   2.38357331E+07   2.81942264E+07   2.81942264E+07   5.68801120E+04   6.71907285E+04   6.71907285E+04
   1.80000000E-03   2.74790705E+07   3.25053002E+07   3.25053002E+07   5.74815083E+04   7.49491906E+04   7.49491906E+04
   2.00000000E-03   2.97954893E+07   3.52466353E+07   3.52466353E+07   5.64336654E+04   9.09708386E+04   9.09708386E+04
   2.20000000E-03   4.25963076E+07   5.03940432E+07   5.03940432E+07   5.51687375E+04   1.02040146E+05   1.02040146E+05
   2.40000000E-03   5.43044666E+07   6.42485085E+07   6.42485085E+07   5.38061113E+04   1.09720986E+05   1.09720986E+05
   2.60000000E-03   6.30833809E+07   7.46368153E+07   7.46368153E+07   5.24139785E+04   1.15023686E+05   1.15023686E+05
   2.80000000E-03   6.97142311E+07   8.24838251E+07   8.24838251E+07   4.85788061E+04   1.21946278E+05   1.21946278E+05
   3.00000000E-03   7.47434674E+07   8.84355620E+07   8.84355620E+07   4.51857870E+04   1.27072359E+05   1.27072359E+05
   3.20000000E-03   7.85583353E+07   9.29502541E+07   9.29502541E+07   4.22262427E+04   1.30755340E+05   1.30755340E+05
   3.40000000E-03   9.81018789E+07   1.16076438E+08   1.16076438E+08   3.96226101E+04   1.33341508E+05   1.33341508E+05
   3.60000000E-03   1.23731334E+08   1.46403948E+08   1.46403948E+08   3.73147357E+04   1.35085345E+05   1.35085345E+05
