# TBinMid=1.6515 ssec TBinWidth=0.1 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   1.31899175E+18   1.34962211E+18   1.34962211E+18   1.14372068E+18   9.73582067E+17   9.73582067E+17
   2.00000000E-04   2.35852449E+09   2.41329546E+09   2.41329546E+09   2.04511759E+09   1.74088818E+09   1.74088818E+09
   4.00000000E-04   1.20300033E+09   1.23093707E+09   1.23093707E+09   1.04314250E+09   8.87965784E+08   8.87965784E+08
   6.00000000E-04   8.11257478E+08   8.30096950E+08   8.30096950E+08   7.03455461E+08   5.98810213E+08   5.98810213E+08
   8.00000000E-04   6.13369206E+08   6.27613206E+08   6.27613206E+08   5.31863101E+08   4.52743740E+08   4.52743740E+08
   1.00000000E-03   4.93752147E+08   5.05218334E+08   5.05218334E+08   4.28141070E+08   3.64451282E+08   3.64451282E+08
   1.20000000E-03   4.13541433E+08   4.23144922E+08   4.23144922E+08   3.58588965E+08   3.05245671E+08   3.05245671E+08
   1.40000000E-03   5.43784624E+08   5.64815784E+08   5.64815784E+08   4.25801327E+08   3.58210140E+08   3.58210140E+08
   1.60000000E-03   6.86107529E+08   7.24119000E+08   7.24119000E+08   4.74980378E+08   3.96925877E+08   3.96925877E+08
   1.80000000E-03   7.80158464E+08   8.28902816E+08   8.28902816E+08   5.10129537E+08   4.24885615E+08   4.24885615E+08
   2.00000000E-03   1.03971947E+09   1.08010313E+09   1.08010313E+09   8.13268091E+08   6.85527000E+08   6.85527000E+08
   2.20000000E-03   1.39326116E+09   1.45834777E+09   1.45834777E+09   1.03057918E+09   8.72492175E+08   8.72492175E+08
   2.40000000E-03   1.71592872E+09   1.81103242E+09   1.81103242E+09   1.18842591E+09   1.00839960E+09   1.00839960E+09
   2.60000000E-03   1.95651733E+09   2.07440000E+09   2.07440000E+09   1.30397006E+09   1.10797559E+09   1.10797559E+09
   2.80000000E-03   2.30653771E+09   2.42874925E+09   2.42874925E+09   1.63074967E+09   1.44261912E+09   1.44261912E+09
   3.00000000E-03   2.61122766E+09   2.73382225E+09   2.73382225E+09   1.93387714E+09   1.75674879E+09   1.75674879E+09
   3.20000000E-03   2.85008206E+09   2.97249550E+09   2.97249550E+09   2.17418586E+09   2.00677764E+09   2.00677764E+09
   3.40000000E-03   3.08728884E+09   3.21817012E+09   3.21817012E+09   2.36560809E+09   2.20685354E+09   2.20685354E+09
   3.60000000E-03   3.33542193E+09   3.48382461E+09   3.48382461E+09   2.51851862E+09   2.36752067E+09   2.36752067E+09
   3.80000000E-03   3.53593511E+09   3.69874460E+09   3.69874460E+09   2.64076555E+09   2.49676220E+09   2.49676220E+09
   4.00000000E-03   3.76741494E+09   3.93673680E+09   3.93673680E+09   2.83881156E+09   2.73854924E+09   2.73854924E+09
   4.20000000E-03   3.99126627E+09   4.16321306E+09   4.16321306E+09   3.05102103E+09   3.00665202E+09   3.00665202E+09
   4.40000000E-03   4.17685750E+09   4.35071589E+09   4.35071589E+09   3.22850976E+09   3.23268246E+09   3.23268246E+09
   4.60000000E-03   4.33070263E+09   4.50589274E+09   4.50589274E+09   3.37711904E+09   3.42363390E+09   3.42363390E+09
   4.80000000E-03   4.45804352E+09   4.63409168E+09   4.63409168E+09   3.50155597E+09   3.58514981E+09   3.58514981E+09
   5.00000000E-03   4.56313350E+09   4.73965133E+09   4.73965133E+09   3.60564543E+09   3.72182268E+09   3.72182268E+09
   5.20000000E-03   4.64945012E+09   4.82611818E+09   4.82611818E+09   3.69251928E+09   3.83741844E+09   3.83741844E+09
   5.40000000E-03   4.71782905E+09   4.89401238E+09   4.89401238E+09   3.76475987E+09   3.93504702E+09   3.93504702E+09
   5.60000000E-03   4.76937145E+09   4.94424802E+09   4.94424802E+09   3.82451018E+09   4.01729325E+09   4.01729325E+09
   5.80000000E-03   4.81805933E+09   4.99091865E+09   4.99091865E+09   3.88593422E+09   4.11481293E+09   4.11481293E+09
   6.00000000E-03   4.86144932E+09   5.03191223E+09   5.03191223E+09   3.94441419E+09   4.21533671E+09   4.21533671E+09
   6.20000000E-03   4.89556627E+09   5.06368057E+09   5.06368057E+09   3.99315473E+09   4.30183217E+09   4.30183217E+09
   6.40000000E-03   4.92167781E+09   5.08749338E+09   5.08749338E+09   4.03343598E+09   4.37607853E+09   4.37607853E+09
   6.60000000E-03   4.94086226E+09   5.10443025E+09   5.10443025E+09   4.06635007E+09   4.43959781E+09   4.43959781E+09
   6.80000000E-03   4.95404060E+09   5.11541274E+09   5.11541274E+09   4.09283254E+09   4.49369744E+09   4.49369744E+09
   7.00000000E-03   4.96200238E+09   5.12123051E+09   5.12123051E+09   4.11368788E+09   4.53950493E+09   4.53950493E+09
   7.20000000E-03   4.96542684E+09   5.12256251E+09   5.12256251E+09   4.12961040E+09   4.57799622E+09   4.57799622E+09
   7.40000000E-03   4.96490023E+09   5.11999442E+09   5.11999442E+09   4.14120132E+09   4.61001894E+09   4.61001894E+09
   7.60000000E-03   4.96093009E+09   5.11403297E+09   5.11403297E+09   4.14898287E+09   4.63631167E+09   4.63631167E+09
   7.80000000E-03   4.95395703E+09   5.10511781E+09   5.10511781E+09   4.15341005E+09   4.65751993E+09   4.65751993E+09
   8.00000000E-03   4.94436459E+09   5.09363141E+09   5.09363141E+09   4.15488036E+09   4.67420954E+09   4.67420954E+09
   8.20000000E-03   4.93248745E+09   5.07990729E+09   5.07990729E+09   4.15374197E+09   4.68687776E+09   4.68687776E+09
   8.40000000E-03   4.91185999E+09   5.05800203E+09   5.05800203E+09   4.14063274E+09   4.68517334E+09   4.68517334E+09
   8.60000000E-03   4.87287831E+09   5.01806326E+09   5.01806326E+09   4.10726281E+09   4.65993867E+09   4.65993867E+09
   8.80000000E-03   4.81058883E+09   4.95051838E+09   4.95051838E+09   4.07399591E+09   4.63396995E+09   4.63396995E+09
   9.00000000E-03   4.75000293E+09   4.88495364E+09   4.88495364E+09   4.04088732E+09   4.60739878E+09   4.60739878E+09
   9.20000000E-03   4.69105532E+09   4.82128385E+09   4.82128385E+09   4.00798348E+09   4.58034000E+09   4.58034000E+09
   9.40000000E-03   4.63368335E+09   4.75942828E+09   4.75942828E+09   3.97532333E+09   4.55289390E+09   4.55289390E+09
   9.60000000E-03   4.57782700E+09   4.69931047E+09   4.69931047E+09   3.94293930E+09   4.52514814E+09   4.52514814E+09
   9.80000000E-03   4.52342882E+09   4.64085792E+09   4.64085792E+09   3.91085831E+09   4.49717936E+09   4.49717936E+09
   1.00000000E-02   4.47043386E+09   4.58400196E+09   4.58400196E+09   3.87910253E+09   4.46905462E+09   4.46905462E+09
   1.02000000E-02   4.41878959E+09   4.52867746E+09   4.52867746E+09   3.84769003E+09   4.44083261E+09   4.44083261E+09
   1.04000000E-02   4.36844579E+09   4.47482265E+09   4.47482265E+09   3.81663537E+09   4.41256464E+09   4.41256464E+09
   1.06000000E-02   4.31935449E+09   4.42237896E+09   4.42237896E+09   3.78595006E+09   4.38429562E+09   4.38429562E+09
   1.08000000E-02   4.27146985E+09   4.37129078E+09   4.37129078E+09   3.75564305E+09   4.35606478E+09   4.35606478E+09
   1.10000000E-02   4.22474810E+09   4.32150532E+09   4.32150532E+09   3.72572102E+09   4.32790639E+09   4.32790639E+09
   1.12000000E-02   4.17914740E+09   4.27297244E+09   4.27297244E+09   3.69618872E+09   4.29985034E+09   4.29985034E+09
   1.14000000E-02   4.13462781E+09   4.22564448E+09   4.22564448E+09   3.66704926E+09   4.27192266E+09   4.27192266E+09
   1.16000000E-02   4.09115113E+09   4.17947615E+09   4.17947615E+09   3.63830431E+09   4.24414597E+09   4.24414597E+09
   1.18000000E-02   4.04868089E+09   4.13442436E+09   4.13442436E+09   3.60995432E+09   4.21653990E+09   4.21653990E+09
   1.20000000E-02   4.00718222E+09   4.09044811E+09   4.09044811E+09   3.58199871E+09   4.18912140E+09   4.18912140E+09
   1.22000000E-02   3.96662176E+09   4.04750836E+09   4.04750836E+09   3.55443597E+09   4.16190506E+09   4.16190506E+09
   1.24000000E-02   3.90951943E+09   3.98947106E+09   3.98947106E+09   3.50208717E+09   4.10230612E+09   4.10230612E+09
   1.26000000E-02   3.85081336E+09   3.93011009E+09   3.93011009E+09   3.44654819E+09   4.03830007E+09   4.03830007E+09
   1.28000000E-02   3.79388992E+09   3.87254271E+09   3.87254271E+09   3.39274403E+09   3.97627700E+09   3.97627700E+09
   1.30000000E-02   3.73866842E+09   3.81668799E+09   3.81668799E+09   3.34059465E+09   3.91614592E+09   3.91614592E+09
   1.32000000E-02   3.68507299E+09   3.76246987E+09   3.76246987E+09   3.29002485E+09   3.85782132E+09   3.85782132E+09
   1.34000000E-02   3.63303224E+09   3.70981671E+09   3.70981671E+09   3.24096393E+09   3.80122277E+09   3.80122277E+09
   1.36000000E-02   3.58247887E+09   3.65866104E+09   3.65866104E+09   3.19334534E+09   3.74627457E+09   3.74627457E+09
   1.38000000E-02   3.53247382E+09   3.60790305E+09   3.60790305E+09   3.14710638E+09   3.69290537E+09   3.69290537E+09
   1.40000000E-02   3.46920099E+09   3.54120509E+09   3.54120509E+09   3.10218795E+09   3.64104789E+09   3.64104789E+09
   1.42000000E-02   3.40788963E+09   3.47659792E+09   3.47659792E+09   3.05853426E+09   3.59063863E+09   3.59063863E+09
   1.44000000E-02   3.34845308E+09   3.41398857E+09   3.41398857E+09   3.01609264E+09   3.54161757E+09   3.54161757E+09
   1.46000000E-02   3.29080959E+09   3.35328940E+09   3.35328940E+09   2.97481328E+09   3.49392802E+09   3.49392802E+09
   1.48000000E-02   3.23488208E+09   3.29441775E+09   3.29441775E+09   2.93464908E+09   3.44751628E+09   3.44751628E+09
   1.50000000E-02   3.18059771E+09   3.23729556E+09   3.23729556E+09   2.89555546E+09   3.40233155E+09   3.40233155E+09
   1.52000000E-02   3.12788765E+09   3.18184908E+09   3.18184908E+09   2.85749015E+09   3.35832567E+09   3.35832567E+09
   1.54000000E-02   3.07668680E+09   3.12800857E+09   3.12800857E+09   2.82041311E+09   3.31545297E+09   3.31545297E+09
   1.56000000E-02   3.02693356E+09   3.07570805E+09   3.07570805E+09   2.78428635E+09   3.27367012E+09   3.27367012E+09
   1.58000000E-02   2.97856954E+09   3.02488501E+09   3.02488501E+09   2.74907378E+09   3.23293597E+09   3.23293597E+09
   1.60000000E-02   2.93153945E+09   2.97548024E+09   2.97548024E+09   2.71474113E+09   3.19321142E+09   3.19321142E+09
   1.62000000E-02   2.88579081E+09   2.92743758E+09   2.92743758E+09   2.68125582E+09   3.15445929E+09   3.15445929E+09
   1.64000000E-02   2.84127383E+09   2.88070377E+09   2.88070377E+09   2.64858686E+09   3.11664421E+09   3.11664421E+09
   1.66000000E-02   2.79794120E+09   2.83522820E+09   2.83522820E+09   2.61670476E+09   3.07973251E+09   3.07973251E+09
   1.68000000E-02   2.75574800E+09   2.79096281E+09   2.79096281E+09   2.58558142E+09   3.04369211E+09   3.04369211E+09
   1.70000000E-02   2.71465149E+09   2.74786191E+09   2.74786191E+09   2.55519006E+09   3.00849242E+09   3.00849242E+09
   1.72000000E-02   2.67461100E+09   2.70588203E+09   2.70588203E+09   2.52550517E+09   2.97410431E+09   2.97410431E+09
   1.74000000E-02   2.63558783E+09   2.66498181E+09   2.66498181E+09   2.49650238E+09   2.94049993E+09   2.94049993E+09
   1.76000000E-02   2.59754512E+09   2.62512185E+09   2.62512185E+09   2.46815845E+09   2.90765272E+09   2.90765272E+09
   1.78000000E-02   2.56044772E+09   2.58626460E+09   2.58626460E+09   2.44045118E+09   2.87553731E+09   2.87553731E+09
   1.80000000E-02   2.52128716E+09   2.54562974E+09   2.54562974E+09   2.40907327E+09   2.83871578E+09   2.83871578E+09
   1.82000000E-02   2.47303928E+09   2.49673247E+09   2.49673247E+09   2.36393052E+09   2.78443829E+09   2.78443829E+09
   1.84000000E-02   2.42606233E+09   2.44912437E+09   2.44912437E+09   2.31997095E+09   2.73159028E+09   2.73159028E+09
   1.86000000E-02   2.38031056E+09   2.40275901E+09   2.40275901E+09   2.27715209E+09   2.68012029E+09   2.68012029E+09
   1.88000000E-02   2.33574032E+09   2.35759211E+09   2.35759211E+09   2.23543339E+09   2.62997925E+09   2.62997925E+09
   1.90000000E-02   2.29230994E+09   2.31358138E+09   2.31358138E+09   2.19477615E+09   2.58112028E+09   2.58112028E+09
   1.92000000E-02   2.24997962E+09   2.27068644E+09   2.27068644E+09   2.15514341E+09   2.53349863E+09   2.53349863E+09
   1.94000000E-02   2.20871134E+09   2.22886869E+09   2.22886869E+09   2.11649984E+09   2.48707152E+09   2.48707152E+09
   1.96000000E-02   2.16846874E+09   2.18809124E+09   2.18809124E+09   2.07881166E+09   2.44179808E+09   2.44179808E+09
   1.98000000E-02   2.12921706E+09   2.14831883E+09   2.14831883E+09   2.04204657E+09   2.39763920E+09   2.39763920E+09
   2.00000000E-02   2.09092301E+09   2.10951768E+09   2.10951768E+09   2.00617367E+09   2.35455747E+09   2.35455747E+09
   2.02000000E-02   2.05355477E+09   2.07165548E+09   2.07165548E+09   1.97116336E+09   2.31251706E+09   2.31251706E+09
   2.04000000E-02   2.01708183E+09   2.03470130E+09   2.03470130E+09   1.93698729E+09   2.27148367E+09   2.27148367E+09
   2.06000000E-02   1.98147497E+09   1.99862547E+09   1.99862547E+09   1.90361833E+09   2.23142446E+09   2.23142446E+09
   2.08000000E-02   1.94670619E+09   1.96339959E+09   1.96339959E+09   1.87103043E+09   2.19230791E+09   2.19230791E+09
   2.10000000E-02   1.91274863E+09   1.92899642E+09   1.92899642E+09   1.83919864E+09   2.15410384E+09   2.15410384E+09
   2.12000000E-02   1.87957654E+09   1.89538981E+09   1.89538981E+09   1.80809902E+09   2.11678327E+09   2.11678327E+09
   2.14000000E-02   1.84716521E+09   1.86255470E+09   1.86255470E+09   1.77770859E+09   2.08031840E+09   2.08031840E+09
   2.16000000E-02   1.81549091E+09   1.83046700E+09   1.83046700E+09   1.74800529E+09   2.04468255E+09   2.04468255E+09
   2.18000000E-02   1.78453085E+09   1.79910361E+09   1.79910361E+09   1.71896795E+09   2.00985010E+09   2.00985010E+09
   2.20000000E-02   1.75426314E+09   1.76844232E+09   1.76844232E+09   1.69057621E+09   1.97579643E+09   1.97579643E+09
   2.22000000E-02   1.72450622E+09   1.73827181E+09   1.73827181E+09   1.66281051E+09   1.94249788E+09   1.94249788E+09
   2.24000000E-02   1.69398439E+09   1.70708600E+09   1.70708600E+09   1.63565205E+09   1.90993170E+09   1.90993170E+09
   2.26000000E-02   1.66413603E+09   1.67659017E+09   1.67659017E+09   1.60908275E+09   1.87807604E+09   1.87807604E+09
   2.28000000E-02   1.63494107E+09   1.64676376E+09   1.64676376E+09   1.58308519E+09   1.84690984E+09   1.84690984E+09
   2.30000000E-02   1.60638024E+09   1.61758696E+09   1.61758696E+09   1.55764265E+09   1.81641286E+09   1.81641286E+09
   2.32000000E-02   1.57843495E+09   1.58904074E+09   1.58904074E+09   1.53273900E+09   1.78656561E+09   1.78656561E+09
   2.34000000E-02   1.55108733E+09   1.56110675E+09   1.56110675E+09   1.50835871E+09   1.75734932E+09   1.75734932E+09
   2.36000000E-02   1.52432017E+09   1.53376734E+09   1.53376734E+09   1.48448684E+09   1.72874591E+09   1.72874591E+09
   2.38000000E-02   1.49811686E+09   1.50700548E+09   1.50700548E+09   1.46110896E+09   1.70073796E+09   1.70073796E+09
   2.40000000E-02   1.47246143E+09   1.48080478E+09   1.48080478E+09   1.43821120E+09   1.67330868E+09   1.67330868E+09
   2.42000000E-02   1.44733845E+09   1.45514943E+09   1.45514943E+09   1.41578016E+09   1.64644188E+09   1.64644188E+09
   2.44000000E-02   1.42273307E+09   1.43002418E+09   1.43002418E+09   1.39380292E+09   1.62012195E+09   1.62012195E+09
   2.46000000E-02   1.39863095E+09   1.40541434E+09   1.40541434E+09   1.37226702E+09   1.59433383E+09   1.59433383E+09
   2.48000000E-02   1.37501826E+09   1.38130571E+09   1.38130571E+09   1.35116044E+09   1.56906297E+09   1.56906297E+09
   2.50000000E-02   1.35188164E+09   1.35768461E+09   1.35768461E+09   1.33047155E+09   1.54429536E+09   1.54429536E+09
   2.52000000E-02   1.32920820E+09   1.33453782E+09   1.33453782E+09   1.31018916E+09   1.52001745E+09   1.52001745E+09
   2.54000000E-02   1.30698551E+09   1.31185257E+09   1.31185257E+09   1.29030244E+09   1.49621615E+09   1.49621615E+09
   2.56000000E-02   1.28520153E+09   1.28961655E+09   1.28961655E+09   1.27080092E+09   1.47287883E+09   1.47287883E+09
   2.58000000E-02   1.26384466E+09   1.26781783E+09   1.26781783E+09   1.25167449E+09   1.44999327E+09   1.44999327E+09
   2.60000000E-02   1.24290366E+09   1.24644490E+09   1.24644490E+09   1.23291340E+09   1.42754767E+09   1.42754767E+09
   2.62000000E-02   1.22236769E+09   1.22548665E+09   1.22548665E+09   1.21450818E+09   1.40553062E+09   1.40553062E+09
   2.64000000E-02   1.20161697E+09   1.20437022E+09   1.20437022E+09   1.19557878E+09   1.38297282E+09   1.38297282E+09
   2.66000000E-02   1.17923441E+09   1.18178723E+09   1.18178723E+09   1.17410498E+09   1.35764468E+09   1.35764468E+09
   2.68000000E-02   1.15728516E+09   1.15964188E+09   1.15964188E+09   1.15304450E+09   1.33280558E+09   1.33280558E+09
   2.70000000E-02   1.13575812E+09   1.13792295E+09   1.13792295E+09   1.13238679E+09   1.30844300E+09   1.30844300E+09
   2.72000000E-02   1.11464256E+09   1.11661960E+09   1.11661960E+09   1.11212164E+09   1.28454485E+09   1.28454485E+09
   2.74000000E-02   1.09392809E+09   1.09572132E+09   1.09572132E+09   1.09223915E+09   1.26109941E+09   1.26109941E+09
   2.76000000E-02   1.07360464E+09   1.07521796E+09   1.07521796E+09   1.07272976E+09   1.23809534E+09   1.23809534E+09
   2.78000000E-02   1.05366248E+09   1.05509967E+09   1.05509967E+09   1.05358419E+09   1.21552166E+09   1.21552166E+09
   2.80000000E-02   1.03409217E+09   1.03535692E+09   1.03535692E+09   1.03479347E+09   1.19336772E+09   1.19336772E+09
   2.82000000E-02   1.01488456E+09   1.01598047E+09   1.01598047E+09   1.01634889E+09   1.17162323E+09   1.17162323E+09
   2.84000000E-02   9.96030813E+08   9.96961371E+08   9.96961371E+08   9.98242032E+08   1.15027820E+09   1.15027820E+09
   2.86000000E-02   9.77522329E+08   9.78290950E+08   9.78290950E+08   9.80464716E+08   1.12932295E+09   1.12932295E+09
   2.88000000E-02   9.59350791E+08   9.59960799E+08   9.59960799E+08   9.63009023E+08   1.10874810E+09   1.10874810E+09
   2.90000000E-02   9.41508128E+08   9.41962765E+08   9.41962765E+08   9.45867272E+08   1.08854454E+09   1.08854454E+09
   2.92000000E-02   9.23986516E+08   9.24288940E+08   9.24288940E+08   9.29032013E+08   1.06870345E+09   1.06870345E+09
