# TBinMid=-0.0235 ssec TBinWidth=0.01 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   3.81642075E+16   4.51284275E+16   4.51284275E+16   1.66891610E+14   1.36052573E+14   1.36052573E+14
   2.00000000E-04   6.82424420E+07   8.06953503E+07   8.06953503E+07   2.98423359E+05   2.43279250E+05   2.43279250E+05
   4.00000000E-04   3.48080677E+07   4.11598579E+07   4.11598579E+07   1.52215251E+05   1.24088183E+05   1.24088183E+05
   6.00000000E-04   2.34732315E+07   2.77566362E+07   2.77566362E+07   1.02648152E+05   8.36803314E+04   8.36803314E+04
   8.00000000E-04   1.77474572E+07   2.09860203E+07   2.09860203E+07   7.76094117E+04   6.32683701E+04   6.32683701E+04
   1.00000000E-03   1.42864118E+07   1.68934020E+07   1.68934020E+07   6.24743031E+04   5.09299999E+04   5.09299999E+04
   1.20000000E-03   1.19655646E+07   1.41490457E+07   1.41490457E+07   5.23252668E+04   4.26563515E+04   4.26563515E+04
   1.40000000E-03   1.62776757E+07   1.92508377E+07   1.92508377E+07   5.65824696E+04   5.81410380E+04   5.81410380E+04
   1.60000000E-03   2.12449130E+07   2.51281591E+07   2.51281591E+07   5.88931964E+04   6.81403286E+04   6.81403286E+04
   1.80000000E-03   2.43741023E+07   2.88308376E+07   2.88308376E+07   5.95440867E+04   7.58983173E+04   7.58983173E+04
   2.00000000E-03   2.63552345E+07   3.11754544E+07   3.11754544E+07   5.83712130E+04   9.17787604E+04   9.17787604E+04
   2.20000000E-03   3.61800318E+07   4.28013895E+07   4.28013895E+07   5.69969432E+04   1.02736551E+05   1.02736551E+05
   2.40000000E-03   4.51177329E+07   5.33776200E+07   5.33776200E+07   5.55378673E+04   1.10327499E+05   1.10327499E+05
   2.60000000E-03   5.17967580E+07   6.12811669E+07   6.12811669E+07   5.40599905E+04   1.15556491E+05   1.15556491E+05
   2.80000000E-03   5.68207741E+07   6.72268825E+07   6.72268825E+07   4.99320186E+04   1.22350038E+05   1.22350038E+05
   3.00000000E-03   6.06128645E+07   7.17147652E+07   7.17147652E+07   4.62896342E+04   1.27368410E+05   1.27368410E+05
   3.20000000E-03   6.34721380E+07   7.50987522E+07   7.50987522E+07   4.31215282E+04   1.30962036E+05   1.30962036E+05
   3.40000000E-03   7.60493752E+07   8.99818149E+07   8.99818149E+07   4.03418369E+04   1.33473405E+05   1.33473405E+05
   3.60000000E-03   9.23398330E+07   1.09258622E+08   1.09258622E+08   3.78841289E+04   1.35154137E+05   1.35154137E+05
   3.80000000E-03   1.05864403E+08   1.25262526E+08   1.25262526E+08   3.56962191E+04   1.36191922E+05   1.36191922E+05
   4.00000000E-03   1.17139609E+08   1.38604955E+08   1.38604955E+08   3.23166259E+04   1.30771326E+05   1.30771326E+05
   4.20000000E-03   1.26570826E+08   1.49765371E+08   1.49765371E+08   2.91362652E+04   1.24976943E+05   1.24976943E+05
   4.40000000E-03   1.34478039E+08   1.59122384E+08   1.59122384E+08   2.63179324E+04   1.19690098E+05   1.19690098E+05
   4.60000000E-03   1.41116739E+08   1.66978324E+08   1.66978324E+08   2.38082046E+04   1.14846227E+05   1.14846227E+05
   4.80000000E-03   1.46692893E+08   1.73576919E+08   1.73576919E+08   2.15633221E+04   1.10391324E+05   1.10391324E+05
   5.00000000E-03   1.51373939E+08   1.79116300E+08   1.79116300E+08   1.95471363E+04   1.06279865E+05   1.06279865E+05
   5.20000000E-03   1.55297034E+08   1.83758771E+08   1.83758771E+08   1.77295543E+04   1.02473199E+05   1.02473199E+05
   5.40000000E-03   1.53186647E+08   1.81261857E+08   1.81261857E+08   1.60853456E+04   9.89382940E+04   9.89382940E+04
   5.60000000E-03   1.48286241E+08   1.75463518E+08   1.75463518E+08   1.45932168E+04   9.56467493E+04   9.56467493E+04
   5.80000000E-03   1.43704717E+08   1.70042419E+08   1.70042419E+08   1.33889995E+04   8.83189138E+04   8.83189138E+04
   6.00000000E-03   1.39411220E+08   1.64962118E+08   1.64962118E+08   1.23005216E+04   8.12666307E+04   8.12666307E+04
   6.20000000E-03   1.35378962E+08   1.60190925E+08   1.60190925E+08   1.13026475E+04   7.47997112E+04   7.47997112E+04
   6.40000000E-03   1.31584420E+08   1.55701010E+08   1.55701010E+08   1.03856295E+04   6.88552561E+04   6.88552561E+04
