# TBinMid=-0.065 ssec TBinWidth=0.01 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   3.46682182E-15   7.63261907E-14   7.63261907E-14   8.91941263E-32   2.34891146E-31   2.34891146E-31
   2.00000000E-04   4.55007910E+05   1.00173308E+07   1.00173308E+07   3.17545930E+00   8.30552863E+00   8.30552863E+00
   4.00000000E-04   1.78537808E+06   3.93053844E+07   3.93053844E+07   2.85616795E+01   7.33567865E+01   7.33567865E+01
   6.00000000E-04   3.69498622E+06   8.13435355E+07   8.13435355E+07   9.58708692E+01   2.39771126E+02   2.39771126E+02
   8.00000000E-04   5.88426862E+06   1.29536209E+08   1.29536209E+08   2.15519707E+02   5.21835820E+02   5.21835820E+02
   1.00000000E-03   8.11700736E+06   1.78683089E+08   1.78683089E+08   3.89176108E+02   9.08976650E+02   9.08976650E+02
   1.20000000E-03   1.02243718E+07   2.25067843E+08   2.25067843E+08   6.11611037E+02   1.37535342E+03   1.37535342E+03
   1.40000000E-03   1.20959492E+07   2.66260439E+08   2.66260439E+08   8.72668714E+02   1.88828762E+03   1.88828762E+03
   1.60000000E-03   1.36679899E+07   3.00858177E+08   3.00858177E+08   1.15915591E+03   2.41441600E+03   2.41441600E+03
   1.80000000E-03   1.49121145E+07   3.28236991E+08   3.28236991E+08   1.45656100E+03   2.92364542E+03   2.92364542E+03
   2.00000000E-03   1.58255587E+07   3.48336601E+08   3.48336601E+08   1.75051916E+03   3.39132909E+03   3.39132909E+03
   2.20000000E-03   1.64231984E+07   3.61484938E+08   3.61484938E+08   2.02795913E+03   3.79913623E+03   3.79913623E+03
   2.40000000E-03   1.67312733E+07   3.68259960E+08   3.68259960E+08   2.27790227E+03   4.13503414E+03   4.13503414E+03
   2.60000000E-03   1.67825961E+07   3.69384195E+08   3.69384195E+08   2.49192316E+03   4.39271917E+03   4.39271917E+03
   2.80000000E-03   1.66130032E+07   3.65646629E+08   3.65646629E+08   2.66431116E+03   4.57074907E+03   4.57074907E+03
   3.00000000E-03   1.62588109E+07   3.57846720E+08   3.57846720E+08   2.79199139E+03   4.67155667E+03   4.67155667E+03
   3.20000000E-03   1.57550640E+07   3.46755871E+08   3.46755871E+08   2.87427077E+03   4.70046541E+03   4.70046541E+03
   3.40000000E-03   1.51343973E+07   3.33092384E+08   3.33092384E+08   2.91247298E+03   4.66478205E+03   4.66478205E+03
   3.60000000E-03   1.44263598E+07   3.17506598E+08   3.17506598E+08   2.90951831E+03   4.57300793E+03   4.57300793E+03
   3.80000000E-03   1.36570806E+07   3.00573557E+08   3.00573557E+08   2.86949350E+03   4.43418649E+03   4.43418649E+03
   4.00000000E-03   1.28491805E+07   2.82791068E+08   2.82791068E+08   2.79724475E+03   4.25738839E+03   4.25738839E+03
   4.20000000E-03   1.20218540E+07   2.64581514E+08   2.64581514E+08   2.69801596E+03   4.05132569E+03   4.05132569E+03
   4.40000000E-03   1.11910638E+07   2.46296143E+08   2.46296143E+08   2.57714450E+03   3.82408030E+03   3.82408030E+03
   4.60000000E-03   1.03698044E+07   2.28220880E+08   2.28220880E+08   2.43981917E+03   3.58292960E+03   3.58292960E+03
   4.80000000E-03   9.56840273E+06   2.10582940E+08   2.10582940E+08   2.29089942E+03   3.33425130E+03   3.33425130E+03
   5.00000000E-03   8.79483230E+06   1.93557749E+08   1.93557749E+08   2.13479068E+03   3.08349049E+03   3.08349049E+03
   5.20000000E-03   8.05502444E+06   1.77275793E+08   1.77275793E+08   1.97536893E+03   2.83517355E+03   2.83517355E+03
   5.40000000E-03   7.35316572E+06   1.61829165E+08   1.61829165E+08   1.81594586E+03   2.59295552E+03   2.59295552E+03
   5.60000000E-03   6.69197452E+06   1.47277652E+08   1.47277652E+08   1.65926640E+03   2.35968973E+03   2.35968973E+03
   5.80000000E-03   6.07295277E+06   1.33654277E+08   1.33654277E+08   1.50753055E+03   2.13751078E+03   2.13751078E+03
   6.00000000E-03   5.49661109E+06   1.20970252E+08   1.20970252E+08   1.36243219E+03   1.92792368E+03   1.92792368E+03
   6.20000000E-03   4.96266704E+06   1.09219339E+08   1.09219339E+08   1.22520895E+03   1.73189384E+03   1.73189384E+03
   6.40000000E-03   4.47021729E+06   9.83816416E+07   9.83816416E+07   1.09669799E+03   1.54993416E+03   1.54993416E+03
   6.60000000E-03   4.01788528E+06   8.84268534E+07   8.84268534E+07   9.77393618E+02   1.38218638E+03   1.38218638E+03
   6.80000000E-03   3.60394633E+06   7.93170086E+07   7.93170086E+07   8.67504100E+02   1.22849532E+03   1.22849532E+03
   7.00000000E-03   3.22643224E+06   7.10087857E+07   7.10087857E+07   7.67005181E+02   1.08847485E+03   1.08847485E+03
   7.20000000E-03   2.88321778E+06   6.34554086E+07   6.34554086E+07   6.75689191E+02   9.61565535E+02   9.61565535E+02
   7.40000000E-03   2.57209105E+06   5.66081969E+07   5.66081969E+07   5.93208822E+02   8.47083950E+02   8.47083950E+02
   7.60000000E-03   2.29081009E+06   5.04178089E+07   5.04178089E+07   5.19115245E+02   7.44264085E+02   7.44264085E+02
   7.80000000E-03   2.03714739E+06   4.48352224E+07   4.48352224E+07   4.52890584E+02   6.52291527E+02   6.52291527E+02
   8.00000000E-03   1.80892431E+06   3.98124917E+07   3.98124917E+07   3.93974955E+02   5.70331061E+02   5.70331061E+02
   8.20000000E-03   1.60403696E+06   3.53033159E+07   3.53033159E+07   3.41788499E+02   4.97548502E+02   4.97548502E+02
   8.40000000E-03   1.42047486E+06   3.12634509E+07   3.12634509E+07   2.95748869E+02   4.33127494E+02   4.33127494E+02
   8.60000000E-03   1.25633383E+06   2.76509917E+07   2.76509917E+07   2.55284751E+02   3.76282038E+02   3.76282038E+02
   8.80000000E-03   1.10982404E+06   2.44265499E+07   2.44265499E+07   2.19845935E+02   3.26265417E+02   3.26265417E+02
   9.00000000E-03   9.79274194E+05   2.15533461E+07   2.15533461E+07   1.88910495E+02   2.82376167E+02   2.82376167E+02
   9.20000000E-03   8.63132755E+05   1.89972360E+07   1.89972360E+07   1.61989554E+02   2.43961636E+02   2.43961636E+02
   9.40000000E-03   7.59966698E+05   1.67266834E+07   1.67266834E+07   1.38630107E+02   2.10419625E+02   2.10419625E+02
