# TBinMid=1.45 ssec TBinWidth=0.1 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   8.02825369E-06   4.19645302E-06   4.19645302E-06   2.62027332E-06   6.90044321E-06   6.90044321E-06
   2.00000000E-04   5.23526609E+07   2.94665756E+07   2.94665756E+07   1.74438895E+07   4.50052524E+07   4.50052524E+07
   4.00000000E-04   1.34517698E+08   8.19605656E+07   8.19605656E+07   4.63201561E+07   1.15762552E+08   1.15762552E+08
   6.00000000E-04   2.31019853E+08   1.51666382E+08   1.51666382E+08   8.26402580E+07   1.99136741E+08   1.99136741E+08
   8.00000000E-04   3.36406053E+08   2.36523041E+08   2.36523041E+08   1.25341254E+08   2.90580034E+08   2.90580034E+08
   1.00000000E-03   4.47503461E+08   3.34896967E+08   3.34896967E+08   1.73864711E+08   3.87476226E+08   3.87476226E+08
   1.20000000E-03   5.62167452E+08   4.45227980E+08   4.45227980E+08   2.27804657E+08   4.88066867E+08   4.88066867E+08
   1.40000000E-03   6.78832576E+08   5.65966406E+08   5.65966406E+08   2.86799711E+08   5.91068117E+08   5.91068117E+08
   1.60000000E-03   7.96302821E+08   6.95574262E+08   6.95574262E+08   3.50493706E+08   6.95493247E+08   6.95493247E+08
   1.80000000E-03   9.13637582E+08   8.32541626E+08   8.32541626E+08   4.18521451E+08   8.00557247E+08   8.00557247E+08
   2.00000000E-03   1.03008306E+09   9.75404610E+08   9.75404610E+08   4.90505001E+08   9.05620271E+08   9.05620271E+08
   2.20000000E-03   1.14502785E+09   1.12276092E+09   1.12276092E+09   5.66054583E+08   1.01015167E+09   1.01015167E+09
   2.40000000E-03   1.25797250E+09   1.27328202E+09   1.27328202E+09   6.44771550E+08   1.11370582E+09   1.11370582E+09
   2.60000000E-03   1.36850780E+09   1.42572194E+09   1.42572194E+09   7.26252094E+08   1.21590525E+09   1.21590525E+09
   2.80000000E-03   1.47629855E+09   1.57892314E+09   1.57892314E+09   8.10091110E+08   1.31642836E+09   1.31642836E+09
   3.00000000E-03   1.58107125E+09   1.73181986E+09   1.73181986E+09   8.95885866E+08   1.41500021E+09   1.41500021E+09
   3.20000000E-03   1.68260445E+09   1.88343944E+09   1.88343944E+09   9.83239351E+08   1.51138557E+09   1.51138557E+09
   3.40000000E-03   1.78072092E+09   2.03290201E+09   2.03290201E+09   1.07176322E+09   1.60538334E+09   1.60538334E+09
   3.60000000E-03   1.87528141E+09   2.17941885E+09   2.17941885E+09   1.16108034E+09   1.69682217E+09   1.69682217E+09
   3.80000000E-03   1.96617939E+09   2.32228979E+09   2.32228979E+09   1.25082691E+09   1.78555688E+09   1.78555688E+09
   4.00000000E-03   2.05333666E+09   2.46089982E+09   2.46089982E+09   1.34065419E+09   1.87146541E+09   1.87146541E+09
   4.20000000E-03   2.13669966E+09   2.59471514E+09   2.59471514E+09   1.43022994E+09   1.95444639E+09   1.95444639E+09
   4.40000000E-03   2.21623625E+09   2.72327887E+09   2.72327887E+09   1.51923946E+09   2.03441694E+09   2.03441694E+09
   4.60000000E-03   2.29193303E+09   2.84620642E+09   2.84620642E+09   1.60738640E+09   2.11131085E+09   2.11131085E+09
   4.80000000E-03   2.36379285E+09   2.96318081E+09   2.96318081E+09   1.69439330E+09   2.18507695E+09   2.18507695E+09
   5.00000000E-03   2.43183281E+09   3.07394783E+09   3.07394783E+09   1.78000187E+09   2.25567768E+09   2.25567768E+09
   5.20000000E-03   2.49608240E+09   3.17831136E+09   3.17831136E+09   1.86397318E+09   2.32308783E+09   2.32308783E+09
   5.40000000E-03   2.55658185E+09   3.27612857E+09   3.27612857E+09   1.94608753E+09   2.38729339E+09   2.38729339E+09
   5.60000000E-03   2.61338072E+09   3.36730545E+09   3.36730545E+09   2.02614430E+09   2.44829053E+09   2.44829053E+09
   5.80000000E-03   2.66653664E+09   3.45179231E+09   3.45179231E+09   2.10396167E+09   2.50608465E+09   2.50608465E+09
   6.00000000E-03   2.71611412E+09   3.52957956E+09   3.52957956E+09   2.17937610E+09   2.56068954E+09   2.56068954E+09
   6.20000000E-03   2.76218359E+09   3.60069365E+09   3.60069365E+09   2.25224195E+09   2.61212657E+09   2.61212657E+09
   6.40000000E-03   2.80482046E+09   3.66519326E+09   3.66519326E+09   2.32243077E+09   2.66042399E+09   2.66042399E+09
   6.60000000E-03   2.84410433E+09   3.72316560E+09   3.72316560E+09   2.38983081E+09   2.70561629E+09   2.70561629E+09
   6.80000000E-03   2.88011824E+09   3.77472307E+09   3.77472307E+09   2.45434621E+09   2.74774351E+09   2.74774351E+09
   7.00000000E-03   2.91294805E+09   3.82000002E+09   3.82000002E+09   2.51589639E+09   2.78685072E+09   2.78685072E+09
   7.20000000E-03   2.94268181E+09   3.85914982E+09   3.85914982E+09   2.57441525E+09   2.82298748E+09   2.82298748E+09
   7.40000000E-03   2.96940931E+09   3.89234203E+09   3.89234203E+09   2.62985046E+09   2.85620736E+09   2.85620736E+09
