# TBinMid=0.065 ssec TBinWidth=0.01 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   1.53344820E-18   8.01549577E-19   8.01549577E-19   5.00489093E-19   1.31802913E-18   1.31802913E-18
   2.00000000E-04   5.17965507E+05   2.93612212E+05   2.93612212E+05   1.69578367E+05   4.44491392E+05   4.44491392E+05
   4.00000000E-04   2.95458671E+06   1.98757762E+06   1.98757762E+06   9.83232183E+05   2.52781188E+06   2.52781188E+06
   6.00000000E-04   8.05827555E+06   6.60535529E+06   6.60535529E+06   2.77194852E+06   6.87231051E+06   6.87231051E+06
   8.00000000E-04   1.62561633E+07   1.61554371E+07   1.61554371E+07   5.87552569E+06   1.38270407E+07   1.38270407E+07
   1.00000000E-03   2.78025477E+07   3.29292978E+07   3.29292978E+07   1.07057328E+07   2.36089885E+07   2.36089885E+07
   1.20000000E-03   4.28320224E+07   5.92506273E+07   5.92506273E+07   1.77562087E+07   3.63571420E+07   3.63571420E+07
   1.40000000E-03   6.13865661E+07   9.72583038E+07   9.72583038E+07   2.75896780E+07   5.21591287E+07   5.21591287E+07
   1.60000000E-03   8.34323795E+07   1.48743702E+08   1.48743702E+08   4.08139075E+07   7.10650132E+07   7.10650132E+07
   1.80000000E-03   1.08872148E+08   2.15044027E+08   2.15044027E+08   5.80529373E+07   9.30942753E+07   9.30942753E+07
   2.00000000E-03   1.37555109E+08   2.96985842E+08   2.96985842E+08   7.99177151E+07   1.18239061E+08   1.18239061E+08
   2.20000000E-03   1.69285979E+08   3.94870162E+08   3.94870162E+08   1.06978751E+08   1.46465477E+08   1.46465477E+08
   2.40000000E-03   2.03833174E+08   5.08489901E+08   5.08489901E+08   1.39742383E+08   1.77713983E+08   1.77713983E+08
   2.60000000E-03   2.40936492E+08   6.37170972E+08   6.37170972E+08   1.78631496E+08   2.11899546E+08   2.11899546E+08
   2.80000000E-03   2.80314296E+08   7.79829387E+08   7.79829387E+08   2.23971036E+08   2.48911915E+08   2.48911915E+08
   3.00000000E-03   3.21670148E+08   9.35037894E+08   9.35037894E+08   2.75978281E+08   2.88616243E+08   2.88616243E+08
   3.20000000E-03   3.64698884E+08   1.10109693E+09   1.10109693E+09   3.34757584E+08   3.30854139E+08   3.30854139E+08
   3.40000000E-03   4.09092075E+08   1.27610580E+09   1.27610580E+09   4.00299167E+08   3.75445175E+08   3.75445175E+08
   3.60000000E-03   4.54542863E+08   1.45803107E+09   1.45803107E+09   4.72481431E+08   4.22188808E+08   4.22188808E+08
   3.80000000E-03   5.00750149E+08   1.64476999E+09   1.64476999E+09   5.51076210E+08   4.70866671E+08   4.70866671E+08
   4.00000000E-03   5.47422165E+08   1.83420739E+09   1.83420739E+09   6.35756415E+08   5.21245143E+08   5.21245143E+08
   4.20000000E-03   5.94279425E+08   2.02426550E+09   2.02426550E+09   7.26105503E+08   5.73078134E+08   5.73078134E+08
   4.40000000E-03   6.41057105E+08   2.21294595E+09   2.21294595E+09   8.21628267E+08   6.26109981E+08   6.26109981E+08
   4.60000000E-03   6.87506887E+08   2.39836430E+09   2.39836430E+09   9.21762475E+08   6.80078404E+08   6.80078404E+08
   4.80000000E-03   7.33398309E+08   2.57877707E+09   2.57877707E+09   1.02589095E+09   7.34717431E+08   7.34717431E+08
   5.00000000E-03   7.78519670E+08   2.75260204E+09   2.75260204E+09   1.13335376E+09   7.89760244E+08   7.89760244E+08
   5.20000000E-03   8.22678551E+08   2.91843207E+09   2.91843207E+09   1.24346016E+09   8.44941890E+08   8.44941890E+08
   5.40000000E-03   8.65701989E+08   3.07504343E+09   3.07504343E+09   1.35550011E+09   9.00001818E+08   9.00001818E+08
   5.60000000E-03   9.07436352E+08   3.22139911E+09   3.22139911E+09   1.46875515E+09   9.54686207E+08   9.54686207E+08
   5.80000000E-03   9.47746984E+08   3.35664795E+09   3.35664795E+09   1.58250846E+09   1.00875007E+09   1.00875007E+09
   6.00000000E-03   9.86517626E+08   3.48012024E+09   3.48012024E+09   1.69605407E+09   1.06195910E+09   1.06195910E+09
   6.20000000E-03   1.02364969E+09   3.59132046E+09   3.59132046E+09   1.80870500E+09   1.11409129E+09   1.11409129E+09
   6.40000000E-03   1.05906140E+09   3.68991769E+09   3.68991769E+09   1.91980054E+09   1.16493824E+09   1.16493824E+09
   6.60000000E-03   1.09268683E+09   3.77573441E+09   3.77573441E+09   2.02871238E+09   1.21430631E+09   1.21430631E+09
   6.80000000E-03   1.12447490E+09   3.84873399E+09   3.84873399E+09   2.13484981E+09   1.26201742E+09   1.26201742E+09
   7.00000000E-03   1.15438830E+09   3.90900743E+09   3.90900743E+09   2.23766395E+09   1.30790969E+09   1.30790969E+09
   7.20000000E-03   1.18240241E+09   3.95675974E+09   3.95675974E+09   2.33665099E+09   1.35183784E+09   1.35183784E+09
   7.40000000E-03   1.20850425E+09   3.99229610E+09   3.99229610E+09   2.43135460E+09   1.39367338E+09   1.39367338E+09
   7.60000000E-03   1.23269134E+09   4.01600836E+09   4.01600836E+09   2.52136753E+09   1.43330462E+09   1.43330462E+09
   7.80000000E-03   1.25497074E+09   4.02836178E+09   4.02836178E+09   2.60633245E+09   1.47063653E+09   1.47063653E+09
   8.00000000E-03   1.27535800E+09   4.02988245E+09   4.02988245E+09   2.68594209E+09   1.50559040E+09   1.50559040E+09
   8.20000000E-03   1.29387620E+09   4.02114533E+09   4.02114533E+09   2.75993887E+09   1.53810343E+09   1.53810343E+09
   8.40000000E-03   1.31055504E+09   4.00276310E+09   4.00276310E+09   2.82811389E+09   1.56812815E+09   1.56812815E+09
   8.60000000E-03   1.32542999E+09   3.97537590E+09   3.97537590E+09   2.89030555E+09   1.59563184E+09   1.59563184E+09
   8.80000000E-03   1.33854147E+09   3.93964188E+09   3.93964188E+09   2.94639775E+09   1.62059571E+09   1.62059571E+09
   9.00000000E-03   1.34993410E+09   3.89622879E+09   3.89622879E+09   2.99631774E+09   1.64301419E+09   1.64301419E+09
   9.20000000E-03   1.35965605E+09   3.84580637E+09   3.84580637E+09   3.04003382E+09   1.66289408E+09   1.66289408E+09
   9.40000000E-03   1.36775834E+09   3.78903966E+09   3.78903966E+09   3.07755269E+09   1.68025365E+09   1.68025365E+09
   9.60000000E-03   1.37429434E+09   3.72658320E+09   3.72658320E+09   3.10891677E+09   1.69512178E+09   1.69512178E+09
   9.80000000E-03   1.37931916E+09   3.65907606E+09   3.65907606E+09   3.13420135E+09   1.70753707E+09   1.70753707E+09
   1.00000000E-02   1.38288926E+09   3.58713759E+09   3.58713759E+09   3.15351170E+09   1.71754689E+09   1.71754689E+09
   1.02000000E-02   1.38506198E+09   3.51136395E+09   3.51136395E+09   3.16698022E+09   1.72520654E+09   1.72520654E+09
   1.04000000E-02   1.38589516E+09   3.43232529E+09   3.43232529E+09   3.17476350E+09   1.73057835E+09   1.73057835E+09
   1.06000000E-02   1.38544683E+09   3.35056359E+09   3.35056359E+09   3.17703948E+09   1.73373082E+09   1.73373082E+09
   1.08000000E-02   1.38377489E+09   3.26659098E+09   3.26659098E+09   3.17400470E+09   1.73473778E+09   1.73473778E+09
   1.10000000E-02   1.38093689E+09   3.18088862E+09   3.18088862E+09   3.16587160E+09   1.73367766E+09   1.73367766E+09
   1.12000000E-02   1.37698976E+09   3.09390606E+09   3.09390606E+09   3.15286596E+09   1.73063266E+09   1.73063266E+09
   1.14000000E-02   1.37198964E+09   3.00606087E+09   3.00606087E+09   3.13522442E+09   1.72568805E+09   1.72568805E+09
   1.16000000E-02   1.36599175E+09   2.91773881E+09   2.91773881E+09   3.11319217E+09   1.71893152E+09   1.71893152E+09
   1.18000000E-02   1.35905018E+09   2.82929411E+09   2.82929411E+09   3.08702080E+09   1.71045252E+09   1.71045252E+09
   1.20000000E-02   1.35121785E+09   2.74105012E+09   2.74105012E+09   3.05696620E+09   1.70034170E+09   1.70034170E+09
   1.22000000E-02   1.34254638E+09   2.65330013E+09   2.65330013E+09   3.02328675E+09   1.68869030E+09   1.68869030E+09
   1.24000000E-02   1.33308600E+09   2.56630839E+09   2.56630839E+09   2.98624153E+09   1.67558972E+09   1.67558972E+09
   1.26000000E-02   1.32288553E+09   2.48031126E+09   2.48031126E+09   2.94608878E+09   1.66113102E+09   1.66113102E+09
   1.28000000E-02   1.31199232E+09   2.39551844E+09   2.39551844E+09   2.90308443E+09   1.64540453E+09   1.64540453E+09
   1.30000000E-02   1.30045222E+09   2.31211436E+09   2.31211436E+09   2.85748084E+09   1.62849943E+09   1.62849943E+09
   1.32000000E-02   1.28830955E+09   2.23025954E+09   2.23025954E+09   2.80952566E+09   1.61050348E+09   1.61050348E+09
   1.34000000E-02   1.27560713E+09   2.15009205E+09   2.15009205E+09   2.75946079E+09   1.59150267E+09   1.59150267E+09
   1.36000000E-02   1.26238622E+09   2.07172895E+09   2.07172895E+09   2.70752152E+09   1.57158098E+09   1.57158098E+09
   1.38000000E-02   1.24868658E+09   1.99526778E+09   1.99526778E+09   2.65393579E+09   1.55082015E+09   1.55082015E+09
   1.40000000E-02   1.23454645E+09   1.92078793E+09   1.92078793E+09   2.59892353E+09   1.52929953E+09   1.52929953E+09
   1.42000000E-02   1.22000259E+09   1.84835213E+09   1.84835213E+09   2.54269613E+09   1.50709583E+09   1.50709583E+09
   1.44000000E-02   1.20509029E+09   1.77800779E+09   1.77800779E+09   2.48545603E+09   1.48428309E+09   1.48428309E+09
   1.46000000E-02   1.18984339E+09   1.70978834E+09   1.70978834E+09   2.42739640E+09   1.46093250E+09   1.46093250E+09
   1.48000000E-02   1.17429433E+09   1.64371453E+09   1.64371453E+09   2.36870085E+09   1.43711236E+09   1.43711236E+09
   1.50000000E-02   1.15847416E+09   1.57979563E+09   1.57979563E+09   2.30954335E+09   1.41288800E+09   1.41288800E+09
   1.52000000E-02   1.14241259E+09   1.51803063E+09   1.51803063E+09   2.25008807E+09   1.38832176E+09   1.38832176E+09
   1.54000000E-02   1.12613801E+09   1.45840932E+09   1.45840932E+09   2.19048939E+09   1.36347297E+09   1.36347297E+09
   1.56000000E-02   1.10967754E+09   1.40091336E+09   1.40091336E+09   2.13089193E+09   1.33839794E+09   1.33839794E+09
   1.58000000E-02   1.09305704E+09   1.34551725E+09   1.34551725E+09   2.07143068E+09   1.31314997E+09   1.31314997E+09
   1.60000000E-02   1.07630119E+09   1.29218922E+09   1.29218922E+09   2.01223108E+09   1.28777943E+09   1.28777943E+09
   1.62000000E-02   1.05943349E+09   1.24089211E+09   1.24089211E+09   1.95340926E+09   1.26233371E+09   1.26233371E+09
   1.64000000E-02   1.04247629E+09   1.19158417E+09   1.19158417E+09   1.89507221E+09   1.23685736E+09   1.23685736E+09
   1.66000000E-02   1.02545088E+09   1.14421973E+09   1.14421973E+09   1.83731808E+09   1.21139210E+09   1.21139210E+09
   1.68000000E-02   1.00837745E+09   1.09874993E+09   1.09874993E+09   1.78023642E+09   1.18597691E+09   1.18597691E+09
   1.70000000E-02   9.91275202E+08   1.05512328E+09   1.05512328E+09   1.72390848E+09   1.16064809E+09   1.16064809E+09
   1.72000000E-02   9.74162315E+08   1.01328626E+09   1.01328626E+09   1.66840753E+09   1.13543936E+09   1.13543936E+09
