# TBinMid=-0.035 ssec TBinWidth=0.01 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   3.14063441E-19   6.91447883E-18   6.91447883E-18   8.87026508E-30   2.33596854E-29   2.33596854E-29
   2.00000000E-04   2.76129349E+05   6.07880776E+06   6.07880776E+06   7.75899964E+00   2.02916584E+01   2.02916584E+01
   4.00000000E-04   1.50660185E+06   3.31655957E+07   3.31655957E+07   6.30501908E+01   1.61570640E+02   1.61570640E+02
   6.00000000E-04   3.80888368E+06   8.38446785E+07   8.38446785E+07   2.00990233E+02   4.99190727E+02   4.99190727E+02
   8.00000000E-04   7.02443187E+06   1.54625270E+08   1.54625270E+08   4.38534741E+02   1.04714800E+03   1.04714800E+03
   1.00000000E-03   1.08966847E+07   2.39859655E+08   2.39859655E+08   7.78249068E+02   1.77705055E+03   1.77705055E+03
   1.20000000E-03   1.51504119E+07   3.33489667E+08   3.33489667E+08   1.21170195E+03   2.63761624E+03   2.63761624E+03
   1.40000000E-03   1.95308878E+07   4.29908744E+08   4.29908744E+08   1.72221518E+03   3.56932156E+03   3.56932156E+03
   1.60000000E-03   2.38220291E+07   5.24361006E+08   5.24361006E+08   2.28742716E+03   4.51411974E+03   4.51411974E+03
   1.80000000E-03   2.78527565E+07   6.13081172E+08   6.13081172E+08   2.88181260E+03   5.42119798E+03   5.42119798E+03
   2.00000000E-03   3.14967386E+07   6.93288853E+08   6.93288853E+08   3.47906444E+03   6.24984030E+03   6.24984030E+03
   2.20000000E-03   3.46685756E+07   7.63104526E+08   7.63104526E+08   4.05417050E+03   6.97030760E+03   6.97030760E+03
   2.40000000E-03   3.73182807E+07   8.21428058E+08   8.21428058E+08   4.58504578E+03   7.56344394E+03   7.56344394E+03
   2.60000000E-03   3.94251869E+07   8.67804591E+08   8.67804591E+08   5.05365023E+03   8.01953352E+03   8.01953352E+03
   2.80000000E-03   4.09919452E+07   9.02292451E+08   9.02292451E+08   5.44659311E+03   8.33678076E+03   8.33678076E+03
   3.00000000E-03   4.20389897E+07   9.25341341E+08   9.25341341E+08   5.75527987E+03   8.51966781E+03   8.51966781E+03
   3.20000000E-03   4.25996563E+07   9.37684917E+08   9.37684917E+08   5.97569014E+03   8.57735496E+03   8.57735496E+03
   3.40000000E-03   4.27160249E+07   9.40249272E+08   9.40249272E+08   6.10788889E+03   8.52222393E+03   8.52222393E+03
   3.60000000E-03   4.24354797E+07   9.34077259E+08   9.34077259E+08   6.15537045E+03   8.36861719E+03   8.36861719E+03
   3.80000000E-03   4.18079441E+07   9.20267619E+08   9.20267619E+08   6.12432318E+03   8.13179414E+03   8.13179414E+03
   4.00000000E-03   4.08837195E+07   8.99927432E+08   8.99927432E+08   6.02288559E+03   7.82710303E+03   7.82710303E+03
   4.20000000E-03   3.97118519E+07   8.74136153E+08   8.74136153E+08   5.86044642E+03   7.46935405E+03   7.46935405E+03
   4.40000000E-03   3.83389450E+07   8.43919503E+08   8.43919503E+08   5.64702315E+03   7.07237102E+03   7.07237102E+03
   4.60000000E-03   3.68083451E+07   8.10231526E+08   8.10231526E+08   5.39273886E+03   6.64869568E+03   6.64869568E+03
   4.80000000E-03   3.51596283E+07   7.73943296E+08   7.73943296E+08   5.10740461E+03   6.20941769E+03   6.20941769E+03
   5.00000000E-03   3.34283277E+07   7.35836908E+08   7.35836908E+08   4.80020562E+03   5.76410470E+03   5.76410470E+03
   5.20000000E-03   3.16458467E+07   6.96603580E+08   6.96603580E+08   4.47948344E+03   5.32080901E+03   5.32080901E+03
   5.40000000E-03   2.98395143E+07   6.56844862E+08   6.56844862E+08   4.15260209E+03   4.88613034E+03   4.88613034E+03
   5.60000000E-03   2.80327434E+07   6.17076108E+08   6.17076108E+08   3.82588475E+03   4.46531737E+03   4.46531737E+03
   5.80000000E-03   2.62452603E+07   5.77731543E+08   5.77731543E+08   3.50460676E+03   4.06239366E+03   4.06239366E+03
   6.00000000E-03   2.44933821E+07   5.39170353E+08   5.39170353E+08   3.19303171E+03   3.68029655E+03   3.68029655E+03
   6.20000000E-03   2.27903205E+07   5.01683374E+08   5.01683374E+08   2.89447823E+03   3.32102032E+03   3.32102032E+03
   6.40000000E-03   2.11464968E+07   4.65500030E+08   4.65500030E+08   2.61140720E+03   2.98575695E+03   2.98575695E+03
   6.60000000E-03   1.95698574E+07   4.30795263E+08   4.30795263E+08   2.34552052E+03   2.67502984E+03   2.67502984E+03
   6.80000000E-03   1.80661794E+07   3.97696273E+08   3.97696273E+08   2.09786447E+03   2.38881750E+03   2.38881750E+03
   7.00000000E-03   1.66393620E+07   3.66288921E+08   3.66288921E+08   1.86893235E+03   2.12666522E+03   2.12666522E+03
   7.20000000E-03   1.52916984E+07   3.36623715E+08   3.36623715E+08   1.65876253E+03   1.88778396E+03   1.88778396E+03
   7.40000000E-03   1.40241258E+07   3.08721315E+08   3.08721315E+08   1.46702916E+03   1.67113630E+03   1.67113630E+03
   7.60000000E-03   1.28364527E+07   2.82577536E+08   2.82577536E+08   1.29312404E+03   1.47550975E+03   1.47550975E+03
