# TBinMid=-0.0035 ssec TBinWidth=0.01 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   2.78673099E+15   5.89397960E+16   5.89397960E+16   7.14427764E+13   1.04665495E+14   1.04665495E+14
   2.00000000E-04   4.98302835E+06   1.05391828E+08   1.05391828E+08   1.27748743E+05   1.87155176E+05   1.87155176E+05
   4.00000000E-04   2.54166737E+06   5.37566621E+07   5.37566621E+07   6.51601372E+04   9.54612679E+04   9.54612679E+04
   6.00000000E-04   1.71400341E+06   3.62514399E+07   3.62514399E+07   4.39415080E+04   6.43754333E+04   6.43754333E+04
   8.00000000E-04   1.29591028E+06   2.74087050E+07   2.74087050E+07   3.32229515E+04   4.86724739E+04   4.86724739E+04
   1.00000000E-03   1.04318652E+06   2.20635578E+07   2.20635578E+07   2.67439309E+04   3.91805429E+04   3.91805429E+04
   1.20000000E-03   8.73719435E+05   1.84793026E+07   1.84793026E+07   2.23993426E+04   3.28156099E+04   3.28156099E+04
   1.40000000E-03   1.17645697E+06   2.50773522E+07   2.50773522E+07   3.28863874E+04   3.77169872E+04   3.77169872E+04
   1.60000000E-03   1.52484128E+06   3.27101060E+07   3.27101060E+07   3.97443170E+04   4.06845235E+04   4.06845235E+04
   1.80000000E-03   1.74362008E+06   3.75177779E+07   3.75177779E+07   4.51687112E+04   4.22837539E+04   4.22837539E+04
   2.00000000E-03   1.88022482E+06   4.05617470E+07   4.05617470E+07   5.64203673E+04   4.35926247E+04   4.35926247E+04
   2.20000000E-03   2.64976280E+06   5.75382475E+07   5.75382475E+07   6.42588503E+04   4.41833392E+04   4.41833392E+04
   2.40000000E-03   3.35555547E+06   7.31089360E+07   7.31089360E+07   6.97559026E+04   4.43121467E+04   4.43121467E+04
   2.60000000E-03   3.88426207E+06   8.47785406E+07   8.47785406E+07   7.36049860E+04   4.41394145E+04   4.41394145E+04
   2.80000000E-03   4.28094316E+06   9.35892203E+07   9.35892203E+07   7.87755544E+04   4.25359589E+04   4.25359589E+04
   3.00000000E-03   4.58122797E+06   1.00267404E+08   1.00267404E+08   8.26685793E+04   4.10053356E+04   4.10053356E+04
   3.20000000E-03   4.80852747E+06   1.05328955E+08   1.05328955E+08   8.55214702E+04   3.95870455E+04   3.95870455E+04
