# TBinMid=2.0515 ssec TBinWidth=0.1 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   9.71424320E+17   8.56235884E+17   8.56235884E+17   7.67582780E+17   9.27848727E+17   9.27848727E+17
   2.00000000E-04   1.73702985E+09   1.53105833E+09   1.53105833E+09   1.37253533E+09   1.65911117E+09   1.65911117E+09
   4.00000000E-04   8.85997788E+08   7.80938962E+08   7.80938962E+08   7.00081964E+08   8.46254210E+08   8.46254210E+08
   6.00000000E-04   5.97483071E+08   5.26635411E+08   5.26635411E+08   4.72108540E+08   5.70681520E+08   5.70681520E+08
   8.00000000E-04   4.51740325E+08   3.98174381E+08   3.98174381E+08   3.56948130E+08   4.31476418E+08   4.31476418E+08
   1.00000000E-03   3.63643550E+08   3.20523844E+08   3.20523844E+08   2.87337388E+08   3.47331437E+08   3.47331437E+08
   1.20000000E-03   3.04569156E+08   2.68454305E+08   2.68454305E+08   2.40659035E+08   2.90906968E+08   2.90906968E+08
   1.40000000E-03   3.69587231E+08   4.01678743E+08   4.01678743E+08   2.81247163E+08   3.47714846E+08   3.47714846E+08
   1.60000000E-03   4.18879680E+08   5.49997564E+08   5.49997564E+08   3.10437190E+08   3.88688485E+08   3.88688485E+08
   1.80000000E-03   4.56236400E+08   6.49263661E+08   6.49263661E+08   3.33094053E+08   4.20344744E+08   4.20344744E+08
   2.00000000E-03   7.16250657E+08   8.37906760E+08   8.37906760E+08   5.22451637E+08   6.66400124E+08   6.66400124E+08
   2.20000000E-03   9.13993040E+08   1.22361988E+09   1.22361988E+09   6.58071300E+08   8.42735542E+08   8.42735542E+08
   2.40000000E-03   1.06190178E+09   1.59852352E+09   1.59852352E+09   7.56472238E+08   9.70772041E+08   9.70772041E+08
   2.60000000E-03   1.17048982E+09   1.88049525E+09   1.88049525E+09   8.28405755E+08   1.06445323E+09   1.06445323E+09
   2.80000000E-03   1.47395720E+09   2.21112771E+09   2.21112771E+09   1.12047916E+09   1.36426068E+09   1.36426068E+09
   3.00000000E-03   1.75161930E+09   2.48841865E+09   2.48841865E+09   1.39338828E+09   1.64082240E+09   1.64082240E+09
   3.20000000E-03   1.97181984E+09   2.70534230E+09   2.70534230E+09   1.61114399E+09   1.86056936E+09   1.86056936E+09
   3.40000000E-03   2.15102784E+09   2.95761602E+09   2.95761602E+09   1.78588187E+09   2.03606789E+09   2.03606789E+09
   3.60000000E-03   2.29856566E+09   3.25171635E+09   3.25171635E+09   1.92665123E+09   2.17668003E+09   2.17668003E+09
   3.80000000E-03   2.41689148E+09   3.49137210E+09   3.49137210E+09   2.04030718E+09   2.28949125E+09   2.28949125E+09
   4.00000000E-03   2.60851453E+09   3.73763493E+09   3.73763493E+09   2.27757382E+09   2.48982069E+09   2.48982069E+09
   4.20000000E-03   2.81016705E+09   3.96325827E+09   3.96325827E+09   2.54079538E+09   2.70502917E+09   2.70502917E+09
   4.40000000E-03   2.97901449E+09   4.15044470E+09   4.15044470E+09   2.76358007E+09   2.88584916E+09   2.88584916E+09
   4.60000000E-03   3.12056697E+09   4.30573264E+09   4.30573264E+09   2.95260655E+09   3.03802718E+09   3.03802718E+09
   4.80000000E-03   3.23926552E+09   4.43438407E+09   4.43438407E+09   3.11326843E+09   3.16619761E+09   3.16619761E+09
   5.00000000E-03   3.33871958E+09   4.54066917E+09   4.54066917E+09   3.24995831E+09   3.27412934E+09   3.27412934E+09
   5.20000000E-03   3.42188514E+09   4.62807959E+09   4.62807959E+09   3.36628106E+09   3.36491093E+09   3.36491093E+09
   5.40000000E-03   3.49104565E+09   4.69609088E+09   4.69609088E+09   3.46521600E+09   3.44109121E+09   3.44109121E+09
   5.60000000E-03   3.54815579E+09   4.74557008E+09   4.74557008E+09   3.54924146E+09   3.50478718E+09   3.50478718E+09
   5.80000000E-03   3.60659933E+09   4.79025285E+09   4.79025285E+09   3.65505997E+09   3.57483478E+09   3.57483478E+09
   6.00000000E-03   3.66136796E+09   4.82834202E+09   4.82834202E+09   3.76496595E+09   3.64313297E+09   3.64313297E+09
   6.20000000E-03   3.70704985E+09   4.85769778E+09   4.85769778E+09   3.86042691E+09   3.70107580E+09   3.70107580E+09
   6.40000000E-03   3.74483856E+09   4.87952500E+09   4.87952500E+09   3.94324952E+09   3.75000009E+09   3.75000009E+09
   6.60000000E-03   3.77575236E+09   4.89484795E+09   4.89484795E+09   4.01498099E+09   3.79104785E+09   3.79104785E+09
   6.80000000E-03   3.80066358E+09   4.90454084E+09   4.90454084E+09   4.07695183E+09   3.82519873E+09   3.82519873E+09
   7.00000000E-03   3.82032241E+09   4.90935261E+09   4.90935261E+09   4.13031079E+09   3.85329637E+09   3.85329637E+09
   7.20000000E-03   3.83537630E+09   4.90992708E+09   4.90992708E+09   4.17605331E+09   3.87606991E+09   3.87606991E+09
   7.40000000E-03   3.84638595E+09   4.90681951E+09   4.90681951E+09   4.21504502E+09   3.89415170E+09   3.89415170E+09
   7.60000000E-03   3.85383844E+09   4.90051022E+09   4.90051022E+09   4.24804108E+09   3.90809190E+09   3.90809190E+09
   7.80000000E-03   3.85815812E+09   4.89141586E+09   4.89141586E+09   4.27570233E+09   3.91837057E+09   3.91837057E+09
   8.00000000E-03   3.85971579E+09   4.87989879E+09   4.87989879E+09   4.29860875E+09   3.92540782E+09   3.92540782E+09
   8.20000000E-03   3.85883621E+09   4.86627495E+09   4.86627495E+09   4.31727071E+09   3.92957226E+09   3.92957226E+09
   8.40000000E-03   3.84518648E+09   4.84527018E+09   4.84527018E+09   4.32012619E+09   3.92005862E+09   3.92005862E+09
   8.60000000E-03   3.81265562E+09   4.80621269E+09   4.80621269E+09   4.30077432E+09   3.89085414E+09   3.89085414E+09
   8.80000000E-03   3.77877056E+09   4.73304943E+09   4.73304943E+09   4.28047955E+09   3.86158503E+09   3.86158503E+09
   9.00000000E-03   3.74523200E+09   4.66234528E+09   4.66234528E+09   4.25938486E+09   3.83231678E+09   3.83231678E+09
   9.20000000E-03   3.71206720E+09   4.59397395E+09   4.59397395E+09   4.23761560E+09   3.80310523E+09   3.80310523E+09
