# TBinMid=-0.0335 ssec TBinWidth=0.01 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   2.78871559E+15   5.77592476E+16   5.77592476E+16   1.23827690E+14   1.61542746E+14   1.61542746E+14
   2.00000000E-04   4.98657707E+06   1.03280858E+08   1.03280858E+08   2.21419611E+05   2.88858911E+05   2.88858911E+05
   4.00000000E-04   2.54347745E+06   5.26799305E+07   5.26799305E+07   1.12938350E+05   1.47336764E+05   1.47336764E+05
   6.00000000E-04   1.71522405E+06   3.55253333E+07   3.55253333E+07   7.61613100E+04   9.93582864E+04   9.93582864E+04
   8.00000000E-04   1.29683318E+06   2.68597160E+07   2.68597160E+07   5.75834473E+04   7.51220357E+04   7.51220357E+04
   1.00000000E-03   1.04392943E+06   2.16216307E+07   2.16216307E+07   4.63537303E+04   6.04720062E+04   6.04720062E+04
   1.20000000E-03   8.74341664E+05   1.81091671E+07   1.81091671E+07   3.88235032E+04   5.06482458E+04   5.06482458E+04
   1.40000000E-03   1.15441838E+06   2.41933573E+07   2.41933573E+07   5.87057807E+04   5.82962862E+04   5.82962862E+04
   1.60000000E-03   1.47706840E+06   3.12537730E+07   3.12537730E+07   7.17181354E+04   6.29162736E+04   6.29162736E+04
   1.80000000E-03   1.67879209E+06   3.56878636E+07   3.56878636E+07   8.22467723E+04   6.56422491E+04   6.56422491E+04
   2.00000000E-03   1.80373947E+06   3.84837176E+07   3.84837176E+07   1.04716857E+05   6.92692995E+04   6.92692995E+04
   2.20000000E-03   2.38496156E+06   5.13239556E+07   5.13239556E+07   1.20439679E+05   7.13531178E+04   7.13531178E+04
   2.40000000E-03   2.91125805E+06   6.29530183E+07   6.29530183E+07   1.31527284E+05   7.24206965E+04   7.24206965E+04
   2.60000000E-03   3.30298451E+06   7.16170838E+07   7.16170838E+07   1.39347420E+05   7.28055223E+04   7.28055223E+04
   2.80000000E-03   3.59327326E+06   7.81119006E+07   7.81119006E+07   1.50417058E+05   7.16194827E+04   7.16194827E+04
   3.00000000E-03   3.81086238E+06   8.29927460E+07   8.29927460E+07   1.58829050E+05   7.02988932E+04   7.02988932E+04
   3.20000000E-03   3.97358337E+06   8.66528676E+07   8.66528676E+07   1.65073432E+05   6.89343134E+04   6.89343134E+04
   3.40000000E-03   4.59830742E+06   1.00474210E+08   1.00474210E+08   1.69660176E+05   6.75573801E+04   6.75573801E+04
   3.60000000E-03   5.39685423E+06   1.18113991E+08   1.18113991E+08   1.72965268E+05   6.61888300E+04   6.61888300E+04
   3.80000000E-03   6.05734160E+06   1.32707196E+08   1.32707196E+08   1.75270203E+05   6.48421614E+04   6.48421614E+04
   4.00000000E-03   6.60459825E+06   1.44826217E+08   1.44826217E+08   1.69090487E+05   6.08248562E+04   6.08248562E+04
   4.20000000E-03   7.06006547E+06   1.54919325E+08   1.54919325E+08   1.62311092E+05   5.68513874E+04   5.68513874E+04
   4.40000000E-03   7.43992916E+06   1.63340303E+08   1.63340303E+08   1.56091488E+05   5.32869789E+04   5.32869789E+04
   4.60000000E-03   7.75695974E+06   1.70371447E+08   1.70371447E+08   1.50363466E+05   5.00742056E+04   5.00742056E+04
   4.80000000E-03   8.02144313E+06   1.76240143E+08   1.76240143E+08   1.45069597E+05   4.71657116E+04   4.71657116E+04
   5.00000000E-03   8.24173347E+06   1.81131084E+08   1.81131084E+08   1.40161169E+05   4.45221180E+04   4.45221180E+04
   5.20000000E-03   8.42466777E+06   1.85195435E+08   1.85195435E+08   1.35596580E+05   4.21104283E+04   4.21104283E+04
   5.40000000E-03   8.28708206E+06   1.82199538E+08   1.82199538E+08   1.31340078E+05   3.99027998E+04   3.99027998E+04
