# TBinMid=3.7515 ssec TBinWidth=0.1 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   8.70376657E+17   7.03244990E+17   7.03244990E+17   7.08902311E+17   8.38622528E+17   8.38622528E+17
   2.00000000E-04   1.55634382E+09   1.25749121E+09   1.25749121E+09   1.26760722E+09   1.49956341E+09   1.49956341E+09
   4.00000000E-04   7.93836203E+08   6.41402004E+08   6.41402004E+08   6.46561824E+08   7.64874515E+08   7.64874515E+08
   6.00000000E-04   5.35332818E+08   4.32537016E+08   4.32537016E+08   4.36016601E+08   5.15802161E+08   5.15802161E+08
   8.00000000E-04   4.04750248E+08   3.27029202E+08   3.27029202E+08   3.29660020E+08   3.89983662E+08   3.89983662E+08
   1.00000000E-03   3.25817309E+08   2.63253142E+08   2.63253142E+08   2.65370907E+08   3.13930449E+08   3.13930449E+08
   1.20000000E-03   2.72887840E+08   2.20487308E+08   2.20487308E+08   2.22261039E+08   2.62932017E+08   2.62932017E+08
   1.40000000E-03   3.44821433E+08   3.29069796E+08   3.29069796E+08   2.65224113E+08   3.26740962E+08   3.26740962E+08
   1.60000000E-03   3.99297468E+08   4.46310292E+08   4.46310292E+08   2.96646419E+08   3.73527582E+08   3.73527582E+08
   1.80000000E-03   4.37567219E+08   5.24098143E+08   5.24098143E+08   3.19024809E+08   4.06633369E+08   4.06633369E+08
   2.00000000E-03   6.83404693E+08   6.90836190E+08   6.90836190E+08   5.03204335E+08   6.40902444E+08   6.40902444E+08
   2.20000000E-03   8.67111480E+08   9.77340814E+08   9.77340814E+08   6.35158442E+08   8.08735512E+08   8.08735512E+08
   2.40000000E-03   1.00344811E+09   1.25138029E+09   1.25138029E+09   7.30936976E+08   9.30550348E+08   9.30550348E+08
   2.60000000E-03   1.10338870E+09   1.45697943E+09   1.45697943E+09   8.00986566E+08   1.01963647E+09   1.01963647E+09
   2.80000000E-03   1.34867361E+09   1.70223504E+09   1.70223504E+09   1.03298339E+09   1.26180827E+09   1.26180827E+09
   3.00000000E-03   1.57360887E+09   1.90965768E+09   1.90965768E+09   1.25035695E+09   1.48560938E+09   1.48560938E+09
   3.20000000E-03   1.75137038E+09   2.07172896E+09   2.07172896E+09   1.42323353E+09   1.66279768E+09   1.66279768E+09
   3.40000000E-03   1.89518191E+09   2.25861587E+09   2.25861587E+09   1.56144398E+09   1.80372727E+09   1.80372727E+09
   3.60000000E-03   2.01293571E+09   2.47961699E+09   2.47961699E+09   1.67231382E+09   1.91610634E+09   1.91610634E+09
   3.80000000E-03   2.10686687E+09   2.65960302E+09   2.65960302E+09   1.76138830E+09   2.00576423E+09   2.00576423E+09
   4.00000000E-03   2.24035528E+09   2.83713616E+09   2.83713616E+09   1.92621663E+09   2.14499283E+09   2.14499283E+09
   4.20000000E-03   2.37820489E+09   2.99805689E+09   2.99805689E+09   2.10838210E+09   2.29238774E+09   2.29238774E+09
   4.40000000E-03   2.49266206E+09   3.13120096E+09   3.13120096E+09   2.26182255E+09   2.41530019E+09   2.41530019E+09
