# TBinMid=2.4515 ssec TBinWidth=0.1 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   9.40434622E+17   8.05394718E+17   8.05394718E+17   7.50515292E+17   9.00845029E+17   9.00845029E+17
   2.00000000E-04   1.68161634E+09   1.44014787E+09   1.44014787E+09   1.34201650E+09   1.61082513E+09   1.61082513E+09
   4.00000000E-04   8.57733308E+08   7.34568741E+08   7.34568741E+08   6.84515381E+08   8.21625203E+08   8.21625203E+08
   6.00000000E-04   5.78422585E+08   4.95365105E+08   4.95365105E+08   4.61611031E+08   5.54072658E+08   5.54072658E+08
   8.00000000E-04   4.37329222E+08   3.74531772E+08   3.74531772E+08   3.49011256E+08   4.18918920E+08   4.18918920E+08
   1.00000000E-03   3.52042848E+08   3.01491931E+08   3.01491931E+08   2.80948335E+08   3.37222857E+08   3.37222857E+08
   1.20000000E-03   2.94853005E+08   2.52514154E+08   2.52514154E+08   2.35307892E+08   2.82440541E+08   2.82440541E+08
   1.40000000E-03   3.58094794E+08   3.72671915E+08   3.72671915E+08   2.73341122E+08   3.37700979E+08   3.37700979E+08
   1.60000000E-03   4.06791989E+08   5.07840098E+08   5.07840098E+08   3.01284606E+08   3.78384135E+08   3.78384135E+08
   1.80000000E-03   4.40193891E+08   5.96700096E+08   5.96700096E+08   3.20402717E+08   4.06418111E+08   4.06418111E+08
   2.00000000E-03   6.92871153E+08   7.76006511E+08   7.76006511E+08   5.01587798E+08   6.45013539E+08   6.45013539E+08
   2.20000000E-03   8.84094061E+08   1.12690443E+09   1.12690443E+09   6.31339630E+08   8.16013043E+08   8.16013043E+08
   2.40000000E-03   1.02705321E+09   1.47147291E+09   1.47147291E+09   7.25470439E+08   9.40184014E+08   9.40184014E+08
   2.60000000E-03   1.13200326E+09   1.73061491E+09   1.73061491E+09   7.94271141E+08   1.03104477E+09   1.03104477E+09
   2.80000000E-03   1.41156156E+09   2.03282871E+09   2.03282871E+09   1.06045899E+09   1.30664423E+09   1.30664423E+09
   3.00000000E-03   1.67125522E+09   2.28855181E+09   2.28855181E+09   1.31370064E+09   1.56497046E+09   1.56497046E+09
   3.20000000E-03   1.87707274E+09   2.48862851E+09   2.48862851E+09   1.51567993E+09   1.77009760E+09   1.77009760E+09
   3.40000000E-03   2.04439981E+09   2.72115872E+09   2.72115872E+09   1.67768218E+09   1.93380134E+09   1.93380134E+09
   3.60000000E-03   2.18235520E+09   3.00025391E+09   3.00025391E+09   1.80812191E+09   2.06485350E+09   2.06485350E+09
