# TBinMid=-0.0035 ssec TBinWidth=0.01 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   3.59338739E+15   7.58140477E+16   7.58140477E+16   1.18161367E+14   1.47864780E+14   1.47864780E+14
   2.00000000E-04   6.42543226E+06   1.35565130E+08   1.35565130E+08   2.11287507E+05   2.64400975E+05   2.64400975E+05
   4.00000000E-04   3.27738684E+06   6.91470012E+07   6.91470012E+07   1.07770320E+05   1.34861631E+05   1.34861631E+05
   6.00000000E-04   2.21014451E+06   4.66300968E+07   4.66300968E+07   7.26761882E+04   9.09455335E+04   9.09455335E+04
   8.00000000E-04   1.67102877E+06   3.52557187E+07   3.52557187E+07   5.49484437E+04   6.87613873E+04   6.87613873E+04
   1.00000000E-03   1.34515074E+06   2.83802751E+07   2.83802751E+07   4.42325956E+04   5.53517886E+04   5.53517886E+04
   1.20000000E-03   1.12662916E+06   2.37698605E+07   2.37698605E+07   3.70469497E+04   4.63598146E+04   4.63598146E+04
   1.40000000E-03   1.57659561E+06   3.36101350E+07   3.36101350E+07   5.65675187E+04   5.33489186E+04   5.33489186E+04
   1.60000000E-03   2.08662943E+06   4.48055558E+07   4.48055558E+07   6.93512981E+04   5.75681950E+04   5.75681950E+04
   1.80000000E-03   2.40898460E+06   5.18989100E+07   5.18989100E+07   7.97796845E+04   6.01461276E+04   6.01461276E+04
   2.00000000E-03   2.61296362E+06   5.64270331E+07   5.64270331E+07   1.02329450E+05   6.40725950E+04   6.40725950E+04
   2.20000000E-03   3.93156123E+06   8.54946595E+07   8.54946595E+07   1.18131950E+05   6.64230871E+04   6.64230871E+04
   2.40000000E-03   5.14512742E+06   1.12248726E+08   1.12248726E+08   1.29296916E+05   6.77293164E+04   6.77293164E+04
   2.60000000E-03   6.05805285E+06   1.32382188E+08   1.32382188E+08   1.37191009E+05   6.83288068E+04   6.83288068E+04
   2.80000000E-03   6.74803372E+06   1.47657540E+08   1.47657540E+08   1.48255490E+05   6.78396101E+04   6.78396101E+04
   3.00000000E-03   7.27361805E+06   1.59302934E+08   1.59302934E+08   1.56669205E+05   6.71143443E+04   6.71143443E+04
   3.20000000E-03   7.67446276E+06   1.68191969E+08   1.68191969E+08   1.62923712E+05   6.62498918E+04   6.62498918E+04
   3.40000000E-03   1.00711082E+07   2.21012722E+08   2.21012722E+08   1.67526517E+05   6.52970618E+04   6.52970618E+04
   3.60000000E-03   1.32474129E+07   2.90991837E+08   2.90991837E+08   1.70851846E+05   6.42911182E+04   6.42911182E+04
   3.80000000E-03   1.58979663E+07   3.49390281E+08   3.49390281E+08   1.73179924E+05   6.32567426E+04   6.32567426E+04
   4.00000000E-03   1.81191265E+07   3.98355467E+08   3.98355467E+08   1.67044234E+05   5.94977156E+04   5.94977156E+04
   4.20000000E-03   1.99884105E+07   4.39569564E+08   4.39569564E+08   1.60314633E+05   5.57494812E+04   5.57494812E+04
   4.40000000E-03   2.15664165E+07   4.74363947E+08   4.74363947E+08   1.54142412E+05   5.23826345E+04   5.23826345E+04
   4.60000000E-03   2.29014597E+07   5.03803356E+08   5.03803356E+08   1.48459497E+05   4.93439722E+04   4.93439722E+04
   4.80000000E-03   2.40325391E+07   5.28747236E+08   5.28747236E+08   1.43208593E+05   4.65895814E+04   4.65895814E+04
   5.00000000E-03   2.49913990E+07   5.49895167E+08   5.49895167E+08   1.38341118E+05   4.40829151E+04   4.40829151E+04
   5.20000000E-03   2.58040772E+07   5.67820976E+08   5.67820976E+08   1.33815594E+05   4.17933247E+04   4.17933247E+04
   5.40000000E-03   2.54869247E+07   5.60868945E+08   5.60868945E+08   1.29596388E+05   3.96949271E+04   3.96949271E+04
   5.60000000E-03   2.46463544E+07   5.42390380E+08   5.42390380E+08   1.25652708E+05   3.77657225E+04   3.77657225E+04
   5.80000000E-03   2.38615673E+07   5.25133684E+08   5.25133684E+08   1.16037268E+05   3.47354790E+04   3.47354790E+04
   6.00000000E-03   2.31269802E+07   5.08980036E+08   5.08980036E+08   1.06759086E+05   3.18630832E+04   3.18630832E+04
   6.20000000E-03   2.24378563E+07   4.93825691E+08   4.93825691E+08   9.82511912E+04   2.92304145E+04   2.92304145E+04
   6.40000000E-03   2.17900522E+07   4.79579602E+08   4.79579602E+08   9.04308064E+04   2.68116508E+04   2.68116508E+04
   6.60000000E-03   2.11799161E+07   4.66161520E+08   4.66161520E+08   8.32261330E+04   2.45843998E+04   2.45843998E+04
   6.80000000E-03   2.06042166E+07   4.53500439E+08   4.53500439E+08   7.65746280E+04   2.25291598E+04   2.25291598E+04
   7.00000000E-03   2.00600839E+07   4.41533292E+08   4.41533292E+08   7.04215902E+04   2.06288778E+04   2.06288778E+04
   7.20000000E-03   1.95449603E+07   4.30203869E+08   4.30203869E+08   6.47189953E+04   1.88685853E+04   1.88685853E+04
   7.40000000E-03   1.90565588E+07   4.19461910E+08   4.19461910E+08   5.94245295E+04   1.72350965E+04   1.72350965E+04
   7.60000000E-03   1.85928280E+07   4.09262331E+08   4.09262331E+08   5.45007844E+04   1.57167566E+04   1.57167566E+04
   7.80000000E-03   1.81519226E+07   3.99564574E+08   3.99564574E+08   4.99145822E+04   1.43032310E+04   1.43032310E+04
   8.00000000E-03   1.77321779E+07   3.90332051E+08   3.90332051E+08   4.56364082E+04   1.29853278E+04   1.29853278E+04
   8.20000000E-03   1.73320882E+07   3.81531668E+08   3.81531668E+08   4.16399306E+04   1.17548484E+04   1.17548484E+04
   8.40000000E-03   1.69504933E+07   3.73133522E+08   3.73133522E+08   3.83976081E+04   1.08813729E+04   1.08813729E+04
   8.60000000E-03   1.61819890E+07   3.56215769E+08   3.56215769E+08   3.54874619E+04   1.01345402E+04   1.01345402E+04
   8.80000000E-03   1.52047071E+07   3.34701435E+08   3.34701435E+08   3.27549171E+04   9.43274872E+03   9.43274872E+03
   9.00000000E-03   1.42842536E+07   3.14438158E+08   3.14438158E+08   3.01861417E+04   8.77250802E+03   8.77250802E+03
   9.20000000E-03   1.34163462E+07   2.95331666E+08   2.95331666E+08   2.77686350E+04   8.15066274E+03   8.15066274E+03
   9.40000000E-03   1.25971036E+07   2.77296511E+08   2.77296511E+08   2.54910750E+04   7.56435420E+03   7.56435420E+03
   9.60000000E-03   1.18230004E+07   2.60255085E+08   2.60255085E+08   2.33431864E+04   7.01098715E+03   7.01098715E+03
   9.80000000E-03   1.10908285E+07   2.44136760E+08   2.44136760E+08   2.13156253E+04   6.48820088E+03   6.48820088E+03
   1.00000000E-02   1.03976627E+07   2.28877139E+08   2.28877139E+08   1.93998788E+04   5.99384397E+03   5.99384397E+03
   1.02000000E-02   9.74083113E+06   2.14417402E+08   2.14417402E+08   1.75881769E+04   5.52595217E+03   5.52595217E+03
   1.04000000E-02   9.11788897E+06   2.00703727E+08   2.00703727E+08   1.58734157E+04   5.08272902E+03   5.08272902E+03
   1.06000000E-02   8.52659548E+06   1.87686785E+08   1.87686785E+08   1.42490888E+04   4.66252874E+03   4.66252874E+03
   1.08000000E-02   7.96489369E+06   1.75321292E+08   1.75321292E+08   1.27092282E+04   4.26384121E+03   4.26384121E+03
   1.10000000E-02   7.43089232E+06   1.63565613E+08   1.63565613E+08   1.12483507E+04   3.88527861E+03   3.88527861E+03
   1.12000000E-02   6.92284993E+06   1.52381409E+08   1.52381409E+08   9.86141154E+03   3.52556365E+03   3.52556365E+03
   1.14000000E-02   6.43916070E+06   1.41733330E+08   1.41733330E+08   8.54376218E+03   3.18351906E+03   3.18351906E+03
   1.16000000E-02   5.97834187E+06   1.31588733E+08   1.31588733E+08   7.29111360E+03   2.85805824E+03   2.85805824E+03
   1.18000000E-02   5.53902242E+06   1.21917435E+08   1.21917435E+08   6.09950309E+03   2.54817700E+03   2.54817700E+03
   1.20000000E-02   5.11993307E+06   1.12691494E+08   1.12691494E+08   4.96526472E+03   2.25294605E+03   2.25294605E+03
   1.22000000E-02   4.71989404E+06   1.03885006E+08   1.03885006E+08   4.30239290E+03   2.06680715E+03   2.06680715E+03
   1.24000000E-02   4.33781371E+06   9.54739319E+07   9.54739319E+07   4.06548957E+03   1.97931454E+03   1.97931454E+03
   1.26000000E-02   3.97268066E+06   8.74359384E+07   8.74359384E+07   3.83874471E+03   1.89545226E+03   1.89545226E+03
   1.28000000E-02   3.62355112E+06   7.97502486E+07   7.97502486E+07   3.62160036E+03   1.81502371E+03   1.81502371E+03
   1.30000000E-02   3.28954622E+06   7.23975149E+07   7.23975149E+07   3.41353663E+03   1.73784558E+03   1.73784558E+03
   1.32000000E-02   2.96984669E+06   6.53597017E+07   6.53597017E+07   3.21406862E+03   1.66374679E+03   1.66374679E+03
   1.34000000E-02   2.66368802E+06   5.86199790E+07   5.86199790E+07   3.02274357E+03   1.59256753E+03   1.59256753E+03
   1.36000000E-02   2.37035613E+06   5.21626263E+07   5.21626263E+07   2.83913833E+03   1.52415833E+03   1.52415833E+03
   1.38000000E-02   2.23218889E+06   4.91213824E+07   4.91213824E+07   2.66285705E+03   1.45837928E+03   1.45837928E+03
   1.40000000E-02   2.13209049E+06   4.69182453E+07   4.69182453E+07   2.49352904E+03   1.39509931E+03   1.39509931E+03
   1.42000000E-02   2.03576570E+06   4.47981657E+07   4.47981657E+07   2.33080691E+03   1.33419548E+03   1.33419548E+03
   1.44000000E-02   1.94303095E+06   4.27571036E+07   4.27571036E+07   2.17436474E+03   1.27555242E+03   1.27555242E+03
   1.46000000E-02   1.85371383E+06   4.07912641E+07   4.07912641E+07   2.02389658E+03   1.21906173E+03   1.21906173E+03
   1.48000000E-02   1.76765225E+06   3.88970795E+07   3.88970795E+07   1.87911493E+03   1.16462151E+03   1.16462151E+03
   1.50000000E-02   1.68469370E+06   3.70711928E+07   3.70711928E+07   1.73974941E+03   1.11213586E+03   1.11213586E+03
   1.52000000E-02   1.60469456E+06   3.53104431E+07   3.53104431E+07   1.60554558E+03   1.06151449E+03   1.06151449E+03
   1.54000000E-02   1.52751950E+06   3.36118517E+07   3.36118517E+07   1.47626377E+03   1.01267230E+03   1.01267230E+03
   1.56000000E-02   1.45304089E+06   3.19726094E+07   3.19726094E+07   1.35167809E+03   9.65529019E+02   9.65529019E+02
   1.58000000E-02   1.38113828E+06   3.03900652E+07   3.03900652E+07   1.23157545E+03   9.20008908E+02   9.20008908E+02
   1.60000000E-02   1.31169792E+06   2.88617151E+07   2.88617151E+07   1.11575472E+03   8.76040421E+02   8.76040421E+02
   1.62000000E-02   1.24461230E+06   2.73851931E+07   2.73851931E+07   1.00402592E+03   8.33555940E+02   8.33555940E+02
   1.64000000E-02   1.17977975E+06   2.59582614E+07   2.59582614E+07   8.96209480E+02   7.92491516E+02   7.92491516E+02
