# TBinMid=0.0465 ssec TBinWidth=0.01 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   1.38391980E+18   2.51153044E+17   2.51153044E+17   1.02458706E+17   2.51153044E+17   2.51153044E+17
   2.00000000E-04   2.47462407E+09   4.49093487E+08   4.49093487E+08   1.83209157E+08   4.49093487E+08   4.49093487E+08
   4.00000000E-04   1.26221864E+09   2.29066781E+08   2.29066781E+08   9.34485425E+07   2.29066781E+08   2.29066781E+08
   6.00000000E-04   8.51192042E+08   1.54473889E+08   1.54473889E+08   6.30181282E+07   1.54473889E+08   1.54473889E+08
   8.00000000E-04   6.43562619E+08   1.16793409E+08   1.16793409E+08   4.76462532E+07   1.16793409E+08   1.16793409E+08
   1.00000000E-03   5.18057349E+08   9.40167779E+07   9.40167779E+07   3.83544521E+07   9.40167779E+07   9.40167779E+07
   1.20000000E-03   4.33898222E+08   7.87436234E+07   7.87436234E+07   3.21237187E+07   7.87436234E+07   7.87436234E+07
   1.40000000E-03   6.01645091E+08   9.86356729E+07   9.86356729E+07   5.29929290E+07   9.86356729E+07   9.86356729E+07
   1.60000000E-03   7.93546784E+08   1.11211303E+08   1.11211303E+08   6.67339644E+07   1.11211303E+08   1.11211303E+08
   1.80000000E-03   9.14801907E+08   1.24910112E+08   1.24910112E+08   8.77194952E+07   1.24910112E+08   1.24910112E+08
   2.00000000E-03   9.91926659E+08   1.73743825E+08   1.73743825E+08   1.78646962E+08   1.73743825E+08   1.73743825E+08
   2.20000000E-03   2.23962618E+09   2.08380715E+08   2.08380715E+08   2.44396413E+08   2.08380715E+08   2.08380715E+08
   2.40000000E-03   3.41254182E+09   2.33219548E+08   2.33219548E+08   2.92643537E+08   2.33219548E+08   2.33219548E+08
   2.60000000E-03   4.30449937E+09   2.51116953E+08   2.51116953E+08   3.28395537E+08   2.51116953E+08   2.51116953E+08
   2.80000000E-03   4.98955143E+09   3.22865977E+08   3.22865977E+08   4.71618216E+08   3.22865977E+08   3.22865977E+08
   3.00000000E-03   5.51932454E+09   3.81030518E+08   3.81030518E+08   5.88490758E+08   3.81030518E+08   3.81030518E+08
   3.20000000E-03   5.93067666E+09   4.27101133E+08   4.27101133E+08   6.81777198E+08   4.27101133E+08   4.27101133E+08
   3.40000000E-03   7.06754243E+09   4.63762844E+08   4.63762844E+08   7.56664913E+08   4.63762844E+08   4.63762844E+08
   3.60000000E-03   8.46494781E+09   4.93014715E+08   4.93014715E+08   8.17022357E+08   4.93014715E+08   4.93014715E+08
   3.80000000E-03   9.62354526E+09   5.16368685E+08   5.16368685E+08   8.65780234E+08   5.16368685E+08   5.16368685E+08
   4.00000000E-03   1.05880983E+10   5.79752144E+08   5.79752144E+08   9.54972824E+08   5.79752144E+08   5.79752144E+08
   4.20000000E-03   1.13935966E+10   6.39087252E+08   6.39087252E+08   1.03633384E+09   6.39087252E+08   6.39087252E+08
   4.40000000E-03   1.20676992E+10   6.89166812E+08   6.89166812E+08   1.10466513E+09   6.89166812E+08   6.89166812E+08
   4.60000000E-03   1.26324931E+10   7.31526557E+08   7.31526557E+08   1.16214543E+09   7.31526557E+08   7.31526557E+08
   4.80000000E-03   1.31057780E+10   7.67406049E+08   7.67406049E+08   1.21053170E+09   7.67406049E+08   7.67406049E+08
   5.00000000E-03   1.35020196E+10   7.97814225E+08   7.97814225E+08   1.25125266E+09   7.97814225E+08   7.97814225E+08
   5.20000000E-03   1.38330633E+10   8.23578620E+08   8.23578620E+08   1.28547903E+09   8.23578620E+08   8.23578620E+08
   5.40000000E-03   1.38974697E+10   8.45382767E+08   8.45382767E+08   1.31417689E+09   8.45382767E+08   8.45382767E+08
   5.60000000E-03   1.38276244E+10   8.63794920E+08   8.63794920E+08   1.33814856E+09   8.63794920E+08   8.63794920E+08
   5.80000000E-03   1.37481445E+10   8.94734206E+08   8.94734206E+08   1.36229945E+09   8.94734206E+08   8.94734206E+08
   6.00000000E-03   1.36609406E+10   9.22840867E+08   9.22840867E+08   1.38287053E+09   9.22840867E+08   9.22840867E+08
