# TBinMid=-0.0335 ssec TBinWidth=0.01 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   1.17961037E+17   1.73087118E+14   1.73087118E+14   1.00738945E+14   1.73087118E+14   1.73087118E+14
   2.00000000E-04   2.10929290E+08   3.09501714E+05   3.09501714E+05   1.80134007E+05   3.09501714E+05   3.09501714E+05
   4.00000000E-04   1.07587607E+08   1.57865930E+05   1.57865930E+05   9.18800165E+04   1.57865930E+05   1.57865930E+05
   6.00000000E-04   7.25529731E+07   1.06458754E+05   1.06458754E+05   6.19603741E+04   1.06458754E+05   1.06458754E+05
   8.00000000E-04   5.48552841E+07   8.04905019E+04   8.04905019E+04   4.68465148E+04   8.04905019E+04   8.04905019E+04
   1.00000000E-03   4.41576037E+07   6.47935334E+04   6.47935334E+04   3.77106758E+04   6.47935334E+04   6.47935334E+04
   1.20000000E-03   3.69841404E+07   5.42677350E+04   5.42677350E+04   3.15845248E+04   5.42677350E+04   5.42677350E+04
   1.40000000E-03   4.94247911E+07   5.81709422E+04   5.81709422E+04   5.89564687E+04   5.81709422E+04   5.81709422E+04
   1.60000000E-03   6.38641703E+07   6.02220718E+04   6.02220718E+04   7.71065392E+04   6.02220718E+04   6.02220718E+04
   1.80000000E-03   7.29333999E+07   6.05596951E+04   6.05596951E+04   9.24118803E+04   6.05596951E+04   6.05596951E+04
   2.00000000E-03   7.86543366E+07   5.84189955E+04   5.84189955E+04   1.26417465E+05   5.84189955E+04   5.84189955E+04
   2.20000000E-03   1.04920217E+08   5.63279890E+04   5.63279890E+04   1.50489937E+05   5.63279890E+04   5.63279890E+04
   2.40000000E-03   1.28708638E+08   5.43284926E+04   5.43284926E+04   1.67711691E+05   5.43284926E+04   5.43284926E+04
   2.60000000E-03   1.46432277E+08   5.24374105E+04   5.24374105E+04   1.80083643E+05   5.24374105E+04   5.24374105E+04
   2.80000000E-03   1.59722075E+08   4.74999747E+04   4.74999747E+04   1.98656074E+05   4.74999747E+04   4.74999747E+04
   3.00000000E-03   1.69709954E+08   4.32002949E+04   4.32002949E+04   2.13026247E+05   4.32002949E+04   4.32002949E+04
   3.20000000E-03   1.77200305E+08   3.95066535E+04   3.95066535E+04   2.23928752E+05   3.95066535E+04   3.95066535E+04
   3.40000000E-03   2.05474118E+08   3.63042712E+04   3.63042712E+04   2.32166394E+05   3.63042712E+04   3.63042712E+04
   3.60000000E-03   2.41557826E+08   3.35051448E+04   3.35051448E+04   2.38332638E+05   3.35051448E+04   3.35051448E+04
   3.80000000E-03   2.71409651E+08   3.10407402E+04   3.10407402E+04   2.42873045E+05   3.10407402E+04   3.10407402E+04
   4.00000000E-03   2.96201662E+08   2.76853373E+04   2.76853373E+04   2.35369524E+05   2.76853373E+04   2.76853373E+04
   4.20000000E-03   3.16849573E+08   2.45707471E+04   2.45707471E+04   2.26872373E+05   2.45707471E+04   2.45707471E+04
   4.40000000E-03   3.34076897E+08   2.18190795E+04   2.18190795E+04   2.19027287E+05   2.18190795E+04   2.18190795E+04
   4.60000000E-03   3.48461101E+08   1.93762101E+04   1.93762101E+04   2.11759457E+05   1.93762101E+04   1.93762101E+04
   4.80000000E-03   3.60467333E+08   1.71978663E+04   1.71978663E+04   2.05005288E+05   1.71978663E+04   1.71978663E+04
   5.00000000E-03   3.70473407E+08   1.52475260E+04   1.52475260E+04   1.98710353E+05   1.52475260E+04   1.52475260E+04
   5.20000000E-03   3.78788548E+08   1.34948272E+04   1.34948272E+04   1.92827782E+05   1.34948272E+04   1.34948272E+04
   5.40000000E-03   3.72662329E+08   1.19143479E+04   1.19143479E+04   1.87316981E+05   1.19143479E+04   1.19143479E+04
   5.60000000E-03   3.59901090E+08   1.04846621E+04   1.04846621E+04   1.82142607E+05   1.04846621E+04   1.04846621E+04
   5.80000000E-03   3.48001363E+08   9.66151628E+03   9.66151628E+03   1.68278992E+05   9.66151628E+03   9.66151628E+03
   6.00000000E-03   3.36878215E+08   8.94692658E+03   8.94692658E+03   1.54856509E+05   8.94692658E+03   8.94692658E+03
   6.20000000E-03   3.26457554E+08   8.29089668E+03   8.29089668E+03   1.42547945E+05   8.29089668E+03   8.29089668E+03
   6.40000000E-03   3.16674455E+08   7.68717018E+03   7.68717018E+03   1.31233613E+05   7.68717018E+03   7.68717018E+03
   6.60000000E-03   3.07471776E+08   7.13031766E+03   7.13031766E+03   1.20809704E+05   7.13031766E+03   7.13031766E+03
   6.80000000E-03   2.98799028E+08   6.61560711E+03   6.61560711E+03   1.11185785E+05   6.61560711E+03   6.61560711E+03
   7.00000000E-03   2.90611431E+08   6.13889766E+03   6.13889766E+03   1.02282764E+05   6.13889766E+03   6.13889766E+03
   7.20000000E-03   2.82869127E+08   5.69655202E+03   5.69655202E+03   9.40311984E+04   5.69655202E+03   5.69655202E+03
   7.40000000E-03   2.75536522E+08   5.28536375E+03   5.28536375E+03   8.63699055E+04   5.28536375E+03   5.28536375E+03
   7.60000000E-03   2.68581728E+08   4.90249665E+03   4.90249665E+03   7.92447924E+04   4.90249665E+03   4.90249665E+03
   7.80000000E-03   2.61976094E+08   4.54543402E+03   4.54543402E+03   7.26078839E+04   4.54543402E+03   4.54543402E+03
   8.00000000E-03   2.55693804E+08   4.21193587E+03   4.21193587E+03   6.64165006E+04   4.21193587E+03   4.21193587E+03
   8.20000000E-03   2.49711531E+08   3.90000275E+03   3.90000275E+03   6.06325654E+04   3.90000275E+03   3.90000275E+03
   8.40000000E-03   2.44008149E+08   3.77106302E+03   3.77106302E+03   5.58723065E+04   3.77106302E+03   3.77106302E+03
   8.60000000E-03   2.32189517E+08   3.69186874E+03   3.69186874E+03   5.15806918E+04   3.69186874E+03   3.69186874E+03
   8.80000000E-03   2.17049977E+08   3.61608310E+03   3.61608310E+03   4.75513806E+04   3.61608310E+03   3.61608310E+03
   9.00000000E-03   2.02800028E+08   3.54348727E+03   3.54348727E+03   4.37639313E+04   3.54348727E+03   3.54348727E+03
   9.20000000E-03   1.89372333E+08   3.47388089E+03   3.47388089E+03   4.01998704E+04   3.47388089E+03   3.47388089E+03
   9.40000000E-03   1.76705875E+08   3.40708018E+03   3.40708018E+03   3.68424668E+04   3.40708018E+03   3.40708018E+03
   9.60000000E-03   1.64745247E+08   3.34291622E+03   3.34291622E+03   3.36765371E+04   3.34291622E+03   3.34291622E+03
   9.80000000E-03   1.53440043E+08   3.28123349E+03   3.28123349E+03   3.06882744E+04   3.28123349E+03   3.28123349E+03
   1.00000000E-02   1.42744314E+08   3.22188859E+03   3.22188859E+03   2.78651002E+04   3.22188859E+03   3.22188859E+03
   1.02000000E-02   1.32616103E+08   3.16474902E+03   3.16474902E+03   2.51955343E+04   3.16474902E+03   3.16474902E+03
   1.04000000E-02   1.23017026E+08   3.10969219E+03   3.10969219E+03   2.26690808E+04   3.10969219E+03   3.10969219E+03
   1.06000000E-02   1.13911916E+08   3.05660451E+03   3.05660451E+03   2.02761274E+04   3.05660451E+03   3.05660451E+03
   1.08000000E-02   1.05268496E+08   3.00538056E+03   3.00538056E+03   1.80078572E+04   3.00538056E+03   3.00538056E+03
   1.10000000E-02   9.70570973E+07   2.95592238E+03   2.95592238E+03   1.58561701E+04   2.95592238E+03   2.95592238E+03
   1.12000000E-02   8.92504100E+07   2.90813880E+03   2.90813880E+03   1.38136134E+04   2.90813880E+03   2.90813880E+03
   1.14000000E-02   8.18232573E+07   2.86194487E+03   2.86194487E+03   1.18733208E+04   2.86194487E+03   2.86194487E+03
   1.16000000E-02   7.47523975E+07   2.81726135E+03   2.81726135E+03   1.00289566E+04   2.81726135E+03   2.81726135E+03
   1.18000000E-02   6.80163467E+07   2.77401421E+03   2.77401421E+03   8.27466784E+03   2.77401421E+03   2.77401421E+03
   1.20000000E-02   6.15952203E+07   2.73213421E+03   2.73213421E+03   6.60503981E+03   2.73213421E+03   2.73213421E+03
   1.22000000E-02   5.54705909E+07   2.66770209E+03   2.66770209E+03   5.63916123E+03   2.66770209E+03   2.66770209E+03
   1.24000000E-02   4.96253610E+07   2.58293474E+03   2.58293474E+03   5.31281063E+03   2.58293474E+03   2.58293474E+03
   1.26000000E-02   4.40436487E+07   2.50151570E+03   2.50151570E+03   5.00052708E+03   2.50151570E+03   2.50151570E+03
   1.28000000E-02   3.87106846E+07   2.42326761E+03   2.42326761E+03   4.70153627E+03   2.42326761E+03   2.42326761E+03
   1.30000000E-02   3.36127188E+07   2.34802500E+03   2.34802500E+03   4.41511678E+03   2.34802500E+03   2.34802500E+03
   1.32000000E-02   2.87369371E+07   2.27563328E+03   2.27563328E+03   4.14059580E+03   2.27563328E+03   2.27563328E+03
   1.34000000E-02   2.40713852E+07   2.20594788E+03   2.20594788E+03   3.87734517E+03   2.20594788E+03   2.20594788E+03
   1.36000000E-02   1.96048998E+07   2.13883348E+03   2.13883348E+03   3.62477788E+03   2.13883348E+03   2.13883348E+03
   1.38000000E-02   1.80935712E+07   2.07416330E+03   2.07416330E+03   3.38234482E+03   2.07416330E+03   2.07416330E+03
   1.40000000E-02   1.72814951E+07   2.01181843E+03   2.01181843E+03   3.14953185E+03   2.01181843E+03   2.01181843E+03
   1.42000000E-02   1.65000365E+07   1.95168727E+03   1.95168727E+03   2.92585716E+03   1.95168727E+03   1.95168727E+03
   1.44000000E-02   1.57477060E+07   1.89366494E+03   1.89366494E+03   2.71086880E+03   1.89366494E+03   1.89366494E+03
   1.46000000E-02   1.50231048E+07   1.83765286E+03   1.83765286E+03   2.50414252E+03   1.83765286E+03   1.83765286E+03
   1.48000000E-02   1.43249176E+07   1.78355825E+03   1.78355825E+03   2.30527968E+03   1.78355825E+03   1.78355825E+03
   1.50000000E-02   1.36519068E+07   1.73129370E+03   1.73129370E+03   2.11390546E+03   1.73129370E+03   1.73129370E+03
   1.52000000E-02   1.30029074E+07   1.68077685E+03   1.68077685E+03   1.92966712E+03   1.68077685E+03   1.68077685E+03
   1.54000000E-02   1.23768211E+07   1.63192999E+03   1.63192999E+03   1.75223244E+03   1.63192999E+03   1.63192999E+03
   1.56000000E-02   1.17726124E+07   1.58467979E+03   1.58467979E+03   1.58128834E+03   1.58467979E+03   1.58467979E+03
   1.58000000E-02   1.11893039E+07   1.53895695E+03   1.53895695E+03   1.41653950E+03   1.53895695E+03   1.53895695E+03
   1.60000000E-02   1.06259728E+07   1.49469596E+03   1.49469596E+03   1.25770721E+03   1.49469596E+03   1.49469596E+03
   1.62000000E-02   1.00817468E+07   1.45183487E+03   1.45183487E+03   1.10452822E+03   1.45183487E+03   1.45183487E+03
   1.64000000E-02   9.55580082E+06   1.41031501E+03   1.41031501E+03   9.56753725E+02   1.41031501E+03   1.41031501E+03
   1.66000000E-02   9.04735436E+06   1.37008082E+03   1.37008082E+03   8.14148422E+02   1.37008082E+03   1.37008082E+03
   1.68000000E-02   8.55566817E+06   1.33107963E+03   1.33107963E+03   6.76489631E+02   1.33107963E+03   1.33107963E+03
   1.70000000E-02   8.08004185E+06   1.29326149E+03   1.29326149E+03   5.43566486E+02   1.29326149E+03   1.29326149E+03
   1.72000000E-02   7.61981135E+06   1.25657900E+03   1.25657900E+03   4.15179187E+02   1.25657900E+03   1.25657900E+03
   1.74000000E-02   7.17434668E+06   1.22098714E+03   1.22098714E+03   2.91138308E+02   1.22098714E+03   1.22098714E+03
   1.76000000E-02   6.74304989E+06   1.18644314E+03   1.18644314E+03   1.71264151E+02   1.18644314E+03   1.18644314E+03
   1.78000000E-02   6.32535305E+06   1.15375428E+03   1.15375428E+03   7.83839929E+01   1.15375428E+03   1.15375428E+03
   1.80000000E-02   5.92071646E+06   1.12520173E+03   1.12520173E+03   7.52460772E+01   1.12520173E+03   1.12520173E+03
   1.82000000E-02   5.52862698E+06   1.09744864E+03   1.09744864E+03   7.22019015E+01   1.09744864E+03   1.09744864E+03
   1.84000000E-02   5.14859647E+06   1.07046523E+03   1.07046523E+03   6.92478734E+01   1.07046523E+03   1.07046523E+03
   1.86000000E-02   4.78016032E+06   1.04422311E+03   1.04422311E+03   6.63805721E+01   1.04422311E+03   1.04422311E+03
   1.88000000E-02   4.42287607E+06   1.01869523E+03   1.01869523E+03   6.35967387E+01   1.01869523E+03   1.01869523E+03
   1.90000000E-02   4.07632218E+06   9.93855748E+02   9.93855748E+02   6.08932672E+01   9.93855748E+02   9.93855748E+02
   1.92000000E-02   3.74009683E+06   9.69680038E+02   9.69680038E+02   5.82671953E+01   9.69680038E+02   9.69680038E+02
   1.94000000E-02   3.41381681E+06   9.46144566E+02   9.46144566E+02   5.57156969E+01   9.46144566E+02   9.46144566E+02
   1.96000000E-02   3.09711651E+06   9.23226854E+02   9.23226854E+02   5.32360743E+01   9.23226854E+02   9.23226854E+02
   1.98000000E-02   2.78964692E+06   9.00905421E+02   9.00905421E+02   5.08257514E+01   9.00905421E+02   9.00905421E+02
   2.00000000E-02   2.49107474E+06   8.79159724E+02   8.79159724E+02   4.84822671E+01   8.79159724E+02   8.79159724E+02
   2.02000000E-02   2.20108155E+06   8.57970115E+02   8.57970115E+02   4.62032688E+01   8.57970115E+02   8.57970115E+02
   2.04000000E-02   1.91936300E+06   8.37317790E+02   8.37317790E+02   4.39865072E+01   8.37317790E+02   8.37317790E+02
   2.06000000E-02   1.64562805E+06   8.17184747E+02   8.17184747E+02   4.18298304E+01   8.17184747E+02   8.17184747E+02
   2.08000000E-02   1.37959831E+06   7.97553742E+02   7.97553742E+02   3.97311791E+01   7.97553742E+02   7.97553742E+02
   2.10000000E-02   1.12100736E+06   7.78408255E+02   7.78408255E+02   3.76885816E+01   7.78408255E+02   7.78408255E+02
   2.12000000E-02   8.69600129E+05   7.59732448E+02   7.59732448E+02   3.57001496E+01   7.59732448E+02   7.59732448E+02
   2.14000000E-02   6.25132328E+05   7.41511136E+02   7.41511136E+02   3.37640736E+01   7.41511136E+02   7.41511136E+02
