# TBinMid=-0.0135 ssec TBinWidth=0.01 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   1.39534730E+17   1.63036024E+14   1.63036024E+14   1.02523269E+14   1.63036024E+14   1.63036024E+14
   2.00000000E-04   2.49505789E+08   2.91529082E+05   2.91529082E+05   1.83324605E+05   2.91529082E+05   2.91529082E+05
   4.00000000E-04   1.27264121E+08   1.48698724E+05   1.48698724E+05   9.35074284E+04   1.48698724E+05   1.48698724E+05
   6.00000000E-04   8.58220629E+07   1.00276740E+05   1.00276740E+05   6.30578386E+04   1.00276740E+05   1.00276740E+05
   8.00000000E-04   6.48876738E+07   7.58164532E+04   7.58164532E+04   4.76762771E+04   7.58164532E+04   7.58164532E+04
   1.00000000E-03   5.22335127E+07   6.10310009E+04   6.10310009E+04   3.83786209E+04   6.10310009E+04   6.10310009E+04
   1.20000000E-03   4.37481069E+07   5.11164310E+04   5.11164310E+04   3.21439612E+04   5.11164310E+04   5.11164310E+04
   1.40000000E-03   6.07035162E+07   5.45911331E+04   5.45911331E+04   6.00129590E+04   5.45911331E+04   5.45911331E+04
   1.60000000E-03   8.01114142E+07   5.63858479E+04   5.63858479E+04   7.84898732E+04   5.63858479E+04   5.63858479E+04
   1.80000000E-03   9.23763826E+07   5.66441531E+04   5.66441531E+04   9.40915834E+04   5.66441531E+04   5.66441531E+04
   2.00000000E-03   1.00179204E+08   5.47780433E+04   5.47780433E+04   1.28819256E+05   5.47780433E+04   5.47780433E+04
   2.20000000E-03   1.43278550E+08   5.29218442E+04   5.29218442E+04   1.53405342E+05   5.29218442E+04   5.29218442E+04
   2.40000000E-03   1.82699232E+08   5.11256978E+04   5.11256978E+04   1.70996687E+05   5.11256978E+04   5.11256978E+04
   2.60000000E-03   2.12258186E+08   4.94126321E+04   4.94126321E+04   1.83636085E+05   4.94126321E+04   4.94126321E+04
   2.80000000E-03   2.34591758E+08   4.50617605E+04   4.50617605E+04   2.02347841E+05   4.50617605E+04   4.50617605E+04
   3.00000000E-03   2.51532071E+08   4.12603580E+04   4.12603580E+04   2.16809789E+05   4.12603580E+04   4.12603580E+04
   3.20000000E-03   2.64382879E+08   3.79823883E+04   3.79823883E+04   2.27772146E+05   3.79823883E+04   3.79823883E+04
   3.40000000E-03   3.30184494E+08   3.51299702E+04   3.51299702E+04   2.36045686E+05   3.51299702E+04   3.51299702E+04
   3.60000000E-03   4.16473975E+08   3.26278672E+04   3.26278672E+04   2.42229692E+05   3.26278672E+04   3.26278672E+04
   3.80000000E-03   4.88319501E+08   3.04173451E+04   3.04173451E+04   2.46774039E+05   3.04173451E+04   3.04173451E+04
   4.00000000E-03   5.48410369E+08   2.72316923E+04   2.72316923E+04   2.39047553E+05   2.72316923E+04   2.72316923E+04
   4.20000000E-03   5.98850713E+08   2.42579671E+04   2.42579671E+04   2.30324164E+05   2.42579671E+04   2.42579671E+04
   4.40000000E-03   6.41305463E+08   2.16290617E+04   2.16290617E+04   2.22275677E+05   2.16290617E+04   2.16290617E+04
   4.60000000E-03   6.77105457E+08   1.92936635E+04   1.92936635E+04   2.14824111E+05   1.92936635E+04   1.92936635E+04
   4.80000000E-03   7.07324322E+08   1.72097879E+04   1.72097879E+04   2.07903251E+05   1.72097879E+04   1.72097879E+04
   5.00000000E-03   7.32835464E+08   1.53427906E+04   1.53427906E+04   2.01456489E+05   1.53427906E+04   1.53427906E+04
   5.20000000E-03   7.54354867E+08   1.36638623E+04   1.36638623E+04   1.95435124E+05   1.36638623E+04   1.36638623E+04
   5.40000000E-03   7.45273070E+08   1.21488744E+04   1.21488744E+04   1.89797017E+05   1.21488744E+04   1.21488744E+04
   5.60000000E-03   7.21992919E+08   1.07774855E+04   1.07774855E+04   1.84505506E+05   1.07774855E+04   1.07774855E+04
   5.80000000E-03   7.00205231E+08   9.79583072E+03   9.79583072E+03   1.70468598E+05   9.79583072E+03   9.79583072E+03
   6.00000000E-03   6.79768171E+08   8.92090355E+03   8.92090355E+03   1.56886735E+05   8.92090355E+03   8.92090355E+03
   6.20000000E-03   6.60557500E+08   8.11982675E+03   8.11982675E+03   1.44431814E+05   8.11982675E+03   8.11982675E+03
   6.40000000E-03   6.42463914E+08   7.38460615E+03   7.38460615E+03   1.32982762E+05   7.38460615E+03   7.38460615E+03
   6.60000000E-03   6.25390847E+08   6.70831238E+03   6.70831238E+03   1.22434560E+05   6.70831238E+03   6.70831238E+03
   6.80000000E-03   6.09252662E+08   6.08491328E+03   6.08491328E+03   1.12695726E+05   6.08491328E+03   6.08491328E+03
   7.00000000E-03   5.93973137E+08   5.50913643E+03   5.50913643E+03   1.03686245E+05   5.50913643E+03   5.50913643E+03
   7.20000000E-03   5.79484196E+08   4.97635591E+03   4.97635591E+03   9.53358702E+04   4.97635591E+03   4.97635591E+03
   7.40000000E-03   5.65724846E+08   4.48249851E+03   4.48249851E+03   8.75827033E+04   4.48249851E+03   4.48249851E+03
   7.60000000E-03   5.52640271E+08   4.02396551E+03   4.02396551E+03   8.03720218E+04   4.02396551E+03   4.02396551E+03
   7.80000000E-03   5.40181066E+08   3.59756722E+03   3.59756722E+03   7.36552910E+04   3.59756722E+03   3.59756722E+03
   8.00000000E-03   5.28302582E+08   3.20046792E+03   3.20046792E+03   6.73893335E+04   3.20046792E+03   3.20046792E+03
   8.20000000E-03   5.16964363E+08   2.83013930E+03   2.83013930E+03   6.15356277E+04   2.83013930E+03   2.83013930E+03
   8.40000000E-03   5.06129660E+08   2.70246882E+03   2.70246882E+03   5.67121869E+04   2.70246882E+03   2.70246882E+03
   8.60000000E-03   4.82647339E+08   2.63925837E+03   2.63925837E+03   5.23611747E+04   2.63925837E+03   2.63925837E+03
   8.80000000E-03   4.52296565E+08   2.57892926E+03   2.57892926E+03   4.82760616E+04   2.57892926E+03   2.57892926E+03
   9.00000000E-03   4.23720610E+08   2.52128905E+03   2.52128905E+03   4.44361269E+04   2.52128905E+03   2.52128905E+03
   9.20000000E-03   3.96785412E+08   2.46616204E+03   2.46616204E+03   4.08226448E+04   2.46616204E+03   2.46616204E+03
   9.40000000E-03   3.71369469E+08   2.41338752E+03   2.41338752E+03   3.74186559E+04   2.41338752E+03   2.41338752E+03
   9.60000000E-03   3.47362448E+08   2.36281819E+03   2.36281819E+03   3.42087690E+04   2.36281819E+03   2.36281819E+03
   9.80000000E-03   3.24663949E+08   2.31431878E+03   2.31431878E+03   3.11789887E+04   2.31431878E+03   2.31431878E+03
   1.00000000E-02   3.03182447E+08   2.26776486E+03   2.26776486E+03   2.83165646E+04   2.26776486E+03   2.26776486E+03
   1.02000000E-02   2.82834353E+08   2.22304178E+03   2.22304178E+03   2.56098595E+04   2.22304178E+03   2.22304178E+03
   1.04000000E-02   2.63543193E+08   2.18004372E+03   2.18004372E+03   2.30482340E+04   2.18004372E+03   2.18004372E+03
   1.06000000E-02   2.45238888E+08   2.13867284E+03   2.13867284E+03   2.06219443E+04   2.13867284E+03   2.13867284E+03
   1.08000000E-02   2.27857112E+08   2.09883859E+03   2.09883859E+03   1.83220528E+04   2.09883859E+03   2.09883859E+03
   1.10000000E-02   2.11338732E+08   2.06045698E+03   2.06045698E+03   1.61403485E+04   2.06045698E+03   2.06045698E+03
   1.12000000E-02   1.95629307E+08   2.02345005E+03   2.02345005E+03   1.40692769E+04   2.02345005E+03   2.02345005E+03
   1.14000000E-02   1.80678643E+08   1.98774532E+03   1.98774532E+03   1.21018774E+04   1.98774532E+03   1.98774532E+03
   1.16000000E-02   1.66440398E+08   1.95327530E+03   1.95327530E+03   1.02317278E+04   1.95327530E+03   1.95327530E+03
   1.18000000E-02   1.52871730E+08   1.91997709E+03   1.91997709E+03   8.45289472E+03   1.91997709E+03   1.91997709E+03
   1.20000000E-02   1.39932982E+08   1.88779200E+03   1.88779200E+03   6.75988942E+03   1.88779200E+03   1.88779200E+03
   1.22000000E-02   1.27587398E+08   1.84383525E+03   1.84383525E+03   5.77980282E+03   1.84383525E+03   1.84383525E+03
   1.24000000E-02   1.15800869E+08   1.78932651E+03   1.78932651E+03   5.44520083E+03   1.78932651E+03   1.78932651E+03
   1.26000000E-02   1.04541711E+08   1.73693824E+03   1.73693824E+03   5.12502205E+03   1.73693824E+03   1.73693824E+03
   1.28000000E-02   9.37804523E+07   1.68655896E+03   1.68655896E+03   4.81847256E+03   1.68655896E+03   1.68655896E+03
   1.30000000E-02   8.34896539E+07   1.63808458E+03   1.63808458E+03   4.52481265E+03   1.63808458E+03   1.63808458E+03
   1.32000000E-02   7.36437406E+07   1.59141786E+03   1.59141786E+03   4.24335247E+03   1.59141786E+03   1.59141786E+03
   1.34000000E-02   6.42188505E+07   1.54646781E+03   1.54646781E+03   3.97344797E+03   1.54646781E+03   1.54646781E+03
   1.36000000E-02   5.51926978E+07   1.50314925E+03   1.50314925E+03   3.71449725E+03   1.50314925E+03   1.50314925E+03
   1.38000000E-02   5.15813822E+07   1.46138234E+03   1.46138234E+03   3.46593729E+03   1.46138234E+03   1.46138234E+03
   1.40000000E-02   4.92675304E+07   1.42109219E+03   1.42109219E+03   3.22724093E+03   1.42109219E+03   1.42109219E+03
   1.42000000E-02   4.70409116E+07   1.38220847E+03   1.38220847E+03   2.99791416E+03   1.38220847E+03   1.38220847E+03
   1.44000000E-02   4.48972828E+07   1.34466509E+03   1.34466509E+03   2.77749359E+03   1.34466509E+03   1.34466509E+03
   1.46000000E-02   4.28326582E+07   1.30839989E+03   1.30839989E+03   2.56554420E+03   1.30839989E+03   1.30839989E+03
   1.48000000E-02   4.08432908E+07   1.27335434E+03   1.27335434E+03   2.36165729E+03   1.27335434E+03   1.27335434E+03
   1.50000000E-02   3.89256548E+07   1.23947332E+03   1.23947332E+03   2.16544851E+03   1.23947332E+03   1.23947332E+03
   1.52000000E-02   3.70764303E+07   1.20670485E+03   1.20670485E+03   1.97655621E+03   1.20670485E+03   1.20670485E+03
   1.54000000E-02   3.52924889E+07   1.17499988E+03   1.17499988E+03   1.79463975E+03   1.17499988E+03   1.17499988E+03
