# TBinMid=1.7515 ssec TBinWidth=0.1 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   9.93360581E+17   1.08776272E+18   1.08776272E+18   7.24162088E+17   1.08776272E+18   1.08776272E+18
   2.00000000E-04   1.77625467E+09   1.94505766E+09   1.94505766E+09   1.29489363E+09   1.94505766E+09   1.94505766E+09
   4.00000000E-04   9.06004987E+08   9.92105449E+08   9.92105449E+08   6.60479664E+08   9.92105449E+08   9.92105449E+08
   6.00000000E-04   6.10975162E+08   6.69038026E+08   6.69038026E+08   4.45402261E+08   6.69038026E+08   6.69038026E+08
   8.00000000E-04   4.61941319E+08   5.05841035E+08   5.05841035E+08   3.36756256E+08   5.05841035E+08   5.05841035E+08
   1.00000000E-03   3.71855183E+08   4.07193734E+08   4.07193734E+08   2.71083261E+08   4.07193734E+08   4.07193734E+08
   1.20000000E-03   3.11446798E+08   3.41044553E+08   3.41044553E+08   2.27045413E+08   3.41044553E+08   3.41044553E+08
   1.40000000E-03   5.43438314E+08   4.06889793E+08   4.06889793E+08   2.61745747E+08   4.06889793E+08   4.06889793E+08
   1.60000000E-03   8.35678354E+08   4.54831948E+08   4.54831948E+08   2.86915744E+08   4.54831948E+08   4.54831948E+08
   1.80000000E-03   1.02521836E+09   4.89459793E+08   4.89459793E+08   3.05431472E+08   4.89459793E+08   4.89459793E+08
   2.00000000E-03   1.15004489E+09   7.59036617E+08   7.59036617E+08   4.77866625E+08   7.59036617E+08   7.59036617E+08
   2.20000000E-03   1.79546798E+09   9.51977765E+08   9.51977765E+08   6.01348030E+08   9.51977765E+08   9.51977765E+08
   2.40000000E-03   2.48070107E+09   1.09185481E+09   1.09185481E+09   6.90926081E+08   1.09185481E+09   1.09185481E+09
   2.60000000E-03   2.99879411E+09   1.19400656E+09   1.19400656E+09   7.56395797E+08   1.19400656E+09   1.19400656E+09
   2.80000000E-03   3.39406599E+09   1.50637705E+09   1.50637705E+09   1.06513401E+09   1.50637705E+09   1.50637705E+09
   3.00000000E-03   3.69737232E+09   1.79619241E+09   1.79619241E+09   1.35840161E+09   1.79619241E+09   1.79619241E+09
   3.20000000E-03   3.93071146E+09   2.02616064E+09   2.02616064E+09   1.59296207E+09   2.02616064E+09   2.02616064E+09
   3.40000000E-03   4.29348380E+09   2.20954028E+09   2.20954028E+09   1.78169332E+09   2.20954028E+09   2.20954028E+09
   3.60000000E-03   4.79859573E+09   2.35620630E+09   2.35620630E+09   1.93420335E+09   2.35620630E+09   2.35620630E+09
   3.80000000E-03   5.21243782E+09   2.47363022E+09   2.47363022E+09   2.05777451E+09   2.47363022E+09   2.47363022E+09
   4.00000000E-03   5.55241545E+09   2.67448114E+09   2.67448114E+09   2.34488994E+09   2.67448114E+09   2.67448114E+09
   4.20000000E-03   5.83210048E+09   2.89115065E+09   2.89115065E+09   2.67395243E+09   2.89115065E+09   2.89115065E+09
   4.40000000E-03   6.06219465E+09   3.07284342E+09   3.07284342E+09   2.95352590E+09   3.07284342E+09   3.07284342E+09
   4.60000000E-03   6.25122200E+09   3.22542143E+09   3.22542143E+09   3.19173058E+09   3.22542143E+09   3.22542143E+09
   4.80000000E-03   6.40603423E+09   3.35361055E+09   3.35361055E+09   3.39512949E+09   3.35361055E+09   3.35361055E+09
   5.00000000E-03   6.53218469E+09   3.46125271E+09   3.46125271E+09   3.56907183E+09   3.46125271E+09   3.46125271E+09
   5.20000000E-03   6.63420849E+09   3.55149517E+09   3.55149517E+09   3.71795118E+09   3.55149517E+09   3.55149517E+09
   5.40000000E-03   6.70950456E+09   3.62693426E+09   3.62693426E+09   3.84540167E+09   3.62693426E+09   3.62693426E+09
   5.60000000E-03   6.75760945E+09   3.68972562E+09   3.68972562E+09   3.95444892E+09   3.68972562E+09   3.68972562E+09
   5.80000000E-03   6.79264706E+09   3.75620016E+09   3.75620016E+09   4.10112479E+09   3.75620016E+09   3.75620016E+09
   6.00000000E-03   6.81656328E+09   3.82035473E+09   3.82035473E+09   4.25985854E+09   3.82035473E+09   3.82035473E+09
   6.20000000E-03   6.83099203E+09   3.87436091E+09   3.87436091E+09   4.39897567E+09   3.87436091E+09   3.87436091E+09
   6.40000000E-03   6.83731156E+09   3.91953983E+09   3.91953983E+09   4.52089207E+09   3.91953983E+09   3.91953983E+09
   6.60000000E-03   6.83668925E+09   3.95701939E+09   3.95701939E+09   4.62767915E+09   3.95701939E+09   3.95701939E+09
   6.80000000E-03   6.83011778E+09   3.98776649E+09   3.98776649E+09   4.72112048E+09   3.98776649E+09   3.98776649E+09
   7.00000000E-03   6.81844421E+09   4.01261323E+09   4.01261323E+09   4.80275788E+09   4.01261323E+09   4.01261323E+09
   7.20000000E-03   6.80239382E+09   4.03227831E+09   4.03227831E+09   4.87392916E+09   4.03227831E+09   4.03227831E+09
   7.40000000E-03   6.78258946E+09   4.04738454E+09   4.04738454E+09   4.93579917E+09   4.04738454E+09   4.04738454E+09
   7.60000000E-03   6.75956753E+09   4.05847343E+09   4.05847343E+09   4.98938551E+09   4.05847343E+09   4.05847343E+09
   7.80000000E-03   6.73379119E+09   4.06601712E+09   4.06601712E+09   5.03557989E+09   4.06601712E+09   4.06601712E+09
   8.00000000E-03   6.70566132E+09   4.07042846E+09   4.07042846E+09   5.07516601E+09   4.07042846E+09   4.07042846E+09
   8.20000000E-03   6.67552564E+09   4.07206942E+09   4.07206942E+09   5.10883452E+09   4.07206942E+09   4.07206942E+09
   8.40000000E-03   6.64368635E+09   4.06093726E+09   4.06093726E+09   5.12457329E+09   4.06093726E+09   4.06093726E+09
   8.60000000E-03   6.59552194E+09   4.02938536E+09   4.02938536E+09   5.11322623E+09   4.02938536E+09   4.02938536E+09
   8.80000000E-03   6.46709998E+09   3.99785465E+09   3.99785465E+09   5.09997224E+09   3.99785465E+09   3.99785465E+09
   9.00000000E-03   6.34391373E+09   3.96640583E+09   3.96640583E+09   5.08504492E+09   3.96640583E+09   3.96640583E+09
   9.20000000E-03   6.22564203E+09   3.93509029E+09   3.93509029E+09   5.06865071E+09   3.93509029E+09   3.93509029E+09
   9.40000000E-03   6.11198978E+09   3.90395149E+09   3.90395149E+09   5.05097231E+09   3.90395149E+09   3.90395149E+09
   9.60000000E-03   6.00268529E+09   3.87302604E+09   3.87302604E+09   5.03217170E+09   3.87302604E+09   3.87302604E+09
   9.80000000E-03   5.89747804E+09   3.84234468E+09   3.84234468E+09   5.01239269E+09   3.84234468E+09   3.84234468E+09
   1.00000000E-02   5.79613663E+09   3.81193307E+09   3.81193307E+09   4.99176311E+09   3.81193307E+09   3.81193307E+09
   1.02000000E-02   5.69844694E+09   3.78181253E+09   3.78181253E+09   4.97039674E+09   3.78181253E+09   3.78181253E+09
   1.04000000E-02   5.60421058E+09   3.75200062E+09   3.75200062E+09   4.94839498E+09   3.75200062E+09   3.75200062E+09
   1.06000000E-02   5.51324345E+09   3.72251162E+09   3.72251162E+09   4.92584826E+09   3.72251162E+09   3.72251162E+09
   1.08000000E-02   5.42537444E+09   3.69335704E+09   3.69335704E+09   4.90283731E+09   3.69335704E+09   3.69335704E+09
   1.10000000E-02   5.34044433E+09   3.66454592E+09   3.66454592E+09   4.87943428E+09   3.66454592E+09   3.66454592E+09
   1.12000000E-02   5.25830476E+09   3.63608525E+09   3.63608525E+09   4.85570367E+09   3.63608525E+09   3.63608525E+09
   1.14000000E-02   5.17881730E+09   3.60798018E+09   3.60798018E+09   4.83170317E+09   3.60798018E+09   3.60798018E+09
   1.16000000E-02   5.10185262E+09   3.58023429E+09   3.58023429E+09   4.80748445E+09   3.58023429E+09   3.58023429E+09
   1.18000000E-02   5.02728979E+09   3.55284982E+09   3.55284982E+09   4.78309374E+09   3.55284982E+09   3.55284982E+09
   1.20000000E-02   4.95501555E+09   3.52582785E+09   3.52582785E+09   4.75857248E+09   3.52582785E+09   3.52582785E+09
   1.22000000E-02   4.88492377E+09   3.49916845E+09   3.49916845E+09   4.73395776E+09   3.49916845E+09   3.49916845E+09
   1.24000000E-02   4.81691481E+09   3.44678035E+09   3.44678035E+09   4.66644233E+09   3.44678035E+09   3.44678035E+09
   1.26000000E-02   4.75089512E+09   3.39177561E+09   3.39177561E+09   4.59400887E+09   3.39177561E+09   3.39177561E+09
   1.28000000E-02   4.68677671E+09   3.33849432E+09   3.33849432E+09   4.52381357E+09   3.33849432E+09   3.33849432E+09
   1.30000000E-02   4.62447676E+09   3.28685681E+09   3.28685681E+09   4.45575392E+09   3.28685681E+09   3.28685681E+09
   1.32000000E-02   4.56391727E+09   3.23678822E+09   3.23678822E+09   4.38973356E+09   3.23678822E+09   3.23678822E+09
   1.34000000E-02   4.50502468E+09   3.18821818E+09   3.18821818E+09   4.32566187E+09   3.18821818E+09   3.18821818E+09
   1.36000000E-02   4.44772955E+09   3.14108047E+09   3.14108047E+09   4.26345352E+09   3.14108047E+09   3.14108047E+09
   1.38000000E-02   4.38770110E+09   3.09531269E+09   3.09531269E+09   4.20302811E+09   3.09531269E+09   3.09531269E+09
   1.40000000E-02   4.28037947E+09   3.05085604E+09   3.05085604E+09   4.14430980E+09   3.05085604E+09   3.05085604E+09
   1.42000000E-02   4.17670528E+09   3.00765501E+09   3.00765501E+09   4.08722699E+09   3.00765501E+09   3.00765501E+09
   1.44000000E-02   4.07650934E+09   2.96565720E+09   2.96565720E+09   4.03171206E+09   2.96565720E+09   2.96565720E+09
   1.46000000E-02   3.97963242E+09   2.92481308E+09   2.92481308E+09   3.97770105E+09   2.92481308E+09   2.92481308E+09
   1.48000000E-02   3.88592455E+09   2.88507578E+09   2.88507578E+09   3.92513345E+09   2.88507578E+09   2.88507578E+09
   1.50000000E-02   3.79524440E+09   2.84640097E+09   2.84640097E+09   3.87395195E+09   2.84640097E+09   2.84640097E+09
   1.52000000E-02   3.70745860E+09   2.80874662E+09   2.80874662E+09   3.82410226E+09   2.80874662E+09   2.80874662E+09
   1.54000000E-02   3.62244130E+09   2.77207291E+09   2.77207291E+09   3.77553287E+09   2.77207291E+09   2.77207291E+09
   1.56000000E-02   3.54007357E+09   2.73634205E+09   2.73634205E+09   3.72819491E+09   2.73634205E+09   2.73634205E+09
   1.58000000E-02   3.46024297E+09   2.70151818E+09   2.70151818E+09   3.68204197E+09   2.70151818E+09   2.70151818E+09
   1.60000000E-02   3.38284314E+09   2.66756722E+09   2.66756722E+09   3.63702994E+09   2.66756722E+09   2.66756722E+09
   1.62000000E-02   3.30777337E+09   2.63445679E+09   2.63445679E+09   3.59311689E+09   2.63445679E+09   2.63445679E+09
   1.64000000E-02   3.23493827E+09   2.60215609E+09   2.60215609E+09   3.55026290E+09   2.60215609E+09   2.60215609E+09
   1.66000000E-02   3.16424739E+09   2.57063579E+09   2.57063579E+09   3.50842999E+09   2.57063579E+09   2.57063579E+09
   1.68000000E-02   3.09561494E+09   2.53986797E+09   2.53986797E+09   3.46758196E+09   2.53986797E+09   2.53986797E+09
   1.70000000E-02   3.02895949E+09   2.50982603E+09   2.50982603E+09   3.42768431E+09   2.50982603E+09   2.50982603E+09
   1.72000000E-02   2.96420371E+09   2.48048461E+09   2.48048461E+09   3.38870414E+09   2.48048461E+09   2.48048461E+09
   1.74000000E-02   2.90127410E+09   2.45181949E+09   2.45181949E+09   3.35061005E+09   2.45181949E+09   2.45181949E+09
   1.76000000E-02   2.84010078E+09   2.42380760E+09   2.42380760E+09   3.31337205E+09   2.42380760E+09   2.42380760E+09
   1.78000000E-02   2.78061726E+09   2.39642687E+09   2.39642687E+09   3.27696152E+09   2.39642687E+09   2.39642687E+09
   1.80000000E-02   2.72276024E+09   2.36476120E+09   2.36476120E+09   3.23370415E+09   2.36476120E+09   2.36476120E+09
   1.82000000E-02   2.66646946E+09   2.31983670E+09   2.31983670E+09   3.16960855E+09   2.31983670E+09   2.31983670E+09
   1.84000000E-02   2.61168746E+09   2.27609355E+09   2.27609355E+09   3.10721508E+09   2.27609355E+09   2.27609355E+09
   1.86000000E-02   2.55835948E+09   2.23348926E+09   2.23348926E+09   3.04646223E+09   2.23348926E+09   2.23348926E+09
   1.88000000E-02   2.50643327E+09   2.19198329E+09   2.19198329E+09   2.98729131E+09   2.19198329E+09   2.19198329E+09
   1.90000000E-02   2.45585898E+09   2.15153694E+09   2.15153694E+09   2.92964632E+09   2.15153694E+09   2.15153694E+09
   1.92000000E-02   2.40658899E+09   2.11211325E+09   2.11211325E+09   2.87347375E+09   2.11211325E+09   2.11211325E+09
