# TBinMid=2.5515 ssec TBinWidth=0.1 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   6.25224369E+17   9.02033738E+17   9.02033738E+17   6.34682087E+17   9.02033738E+17   9.02033738E+17
   2.00000000E-04   1.11798045E+09   1.61295070E+09   1.61295070E+09   1.13489205E+09   1.61295070E+09   1.61295070E+09
   4.00000000E-04   5.70242475E+08   8.22709378E+08   8.22709378E+08   5.78868487E+08   8.22709378E+08   8.22709378E+08
   6.00000000E-04   3.84549747E+08   5.54803784E+08   5.54803784E+08   3.90366800E+08   5.54803784E+08   5.54803784E+08
   8.00000000E-04   2.90747363E+08   4.19471704E+08   4.19471704E+08   2.95145475E+08   4.19471704E+08   4.19471704E+08
   1.00000000E-03   2.34046857E+08   3.37667839E+08   3.37667839E+08   2.37587265E+08   3.37667839E+08   3.37667839E+08
   1.20000000E-03   1.96025624E+08   2.82813235E+08   2.82813235E+08   1.98990888E+08   2.82813235E+08   2.82813235E+08
   1.40000000E-03   3.59864242E+08   3.39236133E+08   3.39236133E+08   2.26845392E+08   3.39236133E+08   3.39236133E+08
   1.60000000E-03   5.65908041E+08   3.80566339E+08   3.80566339E+08   2.47149765E+08   3.80566339E+08   3.80566339E+08
   1.80000000E-03   6.99848353E+08   4.10011169E+08   4.10011169E+08   2.61321263E+08   4.10011169E+08   4.10011169E+08
   2.00000000E-03   7.88318040E+08   6.54311356E+08   6.54311356E+08   3.99114888E+08   6.54311356E+08   6.54311356E+08
   2.20000000E-03   1.28979567E+09   8.29452527E+08   8.29452527E+08   4.97639788E+08   8.29452527E+08   8.29452527E+08
   2.40000000E-03   1.82796226E+09   9.56676853E+08   9.56676853E+08   5.68984090E+08   9.56676853E+08   9.56676853E+08
   2.60000000E-03   2.23560211E+09   1.04981269E+09   1.04981269E+09   6.21012158E+08   1.04981269E+09   1.04981269E+09
   2.80000000E-03   2.54726131E+09   1.32211378E+09   1.32211378E+09   8.66047032E+08   1.32211378E+09   1.32211378E+09
   3.00000000E-03   2.78700152E+09   1.57542573E+09   1.57542573E+09   1.10005172E+09   1.57542573E+09   1.57542573E+09
   3.20000000E-03   2.97198479E+09   1.77640646E+09   1.77640646E+09   1.28714751E+09   1.77640646E+09   1.77640646E+09
   3.40000000E-03   3.26926619E+09   1.93665096E+09   1.93665096E+09   1.43762892E+09   1.93665096E+09   1.93665096E+09
   3.60000000E-03   3.69347069E+09   2.06479500E+09   2.06479500E+09   1.55917592E+09   2.06479500E+09   2.06479500E+09
   3.80000000E-03   4.04198249E+09   2.16737233E+09   2.16737233E+09   1.65760904E+09   2.16737233E+09   2.16737233E+09
   4.00000000E-03   4.32918199E+09   2.33441763E+09   2.33441763E+09   1.88317397E+09   2.33441763E+09   2.33441763E+09
   4.20000000E-03   4.56628826E+09   2.51381892E+09   2.51381892E+09   2.14330826E+09   2.51381892E+09   2.51381892E+09
   4.40000000E-03   4.76215262E+09   2.66400593E+09   2.66400593E+09   2.36425760E+09   2.66400593E+09   2.66400593E+09
   4.60000000E-03   4.92382917E+09   2.78988702E+09   2.78988702E+09   2.55245472E+09   2.78988702E+09   2.78988702E+09
   4.80000000E-03   5.05699131E+09   2.89541812E+09   2.89541812E+09   2.71309843E+09   2.89541812E+09   2.89541812E+09
   5.00000000E-03   5.16624003E+09   2.98381426E+09   2.98381426E+09   2.85042579E+09   2.98381426E+09   2.98381426E+09
   5.20000000E-03   5.25533500E+09   3.05770834E+09   3.05770834E+09   2.96791667E+09   3.05770834E+09   3.05770834E+09
