# TBinMid=-0.065 ssec TBinWidth=0.01 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   3.46026672E-51   7.61818724E-50   7.61818724E-50   0.00000000E+00   0.00000000E+00   0.00000000E+00
   2.00000000E-04   2.49102412E+01   5.48428479E+02   5.48428479E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
   4.00000000E-04   1.04399986E+03   2.29848941E+04   2.29848941E+04   0.00000000E+00   0.00000000E+00   0.00000000E+00
   6.00000000E-04   8.39185673E+03   1.84756671E+05   1.84756671E+05   0.00000000E+00   0.00000000E+00   0.00000000E+00
   8.00000000E-04   3.42923663E+04   7.54987083E+05   7.54987083E+05   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.00000000E-03   9.67128419E+04   2.12924782E+06   2.12924782E+06   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.20000000E-03   2.15715489E+05   4.74923211E+06   4.74923211E+06   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.40000000E-03   4.09221416E+05   9.00949442E+06   9.00949442E+06   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.60000000E-03   6.89546881E+05   1.51811917E+07   1.51811917E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   1.80000000E-03   1.06134762E+06   2.33668257E+07   2.33668257E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   2.00000000E-03   1.52105145E+06   3.34877502E+07   3.34877502E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   2.20000000E-03   2.05752990E+06   4.52989590E+07   4.52989590E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   2.40000000E-03   2.65361909E+06   5.84225688E+07   5.84225688E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   2.60000000E-03   3.28808646E+06   7.23911199E+07   7.23911199E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   2.80000000E-03   3.93769899E+06   8.66931096E+07   8.66931096E+07   0.00000000E+00   0.00000000E+00   0.00000000E+00
   3.00000000E-03   4.57913761E+06   1.00815141E+08   1.00815141E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   3.20000000E-03   5.19059579E+06   1.14277117E+08   1.14277117E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   3.40000000E-03   5.75298219E+06   1.26658720E+08   1.26658720E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   3.60000000E-03   6.25071106E+06   1.37616811E+08   1.37616811E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   3.80000000E-03   6.67210876E+06   1.46894381E+08   1.46894381E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
   4.00000000E-03   7.00949235E+06   1.54322281E+08   1.54322281E+08   0.00000000E+00   0.00000000E+00   0.00000000E+00
