# TBinMid=0.035 ssec TBinWidth=0.01 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   3.27190592E-25   1.71025979E-25   1.71025979E-25   2.19085774E-25   5.76958493E-25   5.76958493E-25
   2.00000000E-04   1.36932631E+05   1.20279968E+05   1.20279968E+05   4.61065339E+04   1.08400323E+05   1.08400323E+05
   4.00000000E-04   1.23659653E+06   1.47902263E+06   1.47902263E+06   4.60034297E+05   9.56716941E+05   9.56716941E+05
   6.00000000E-04   4.38438030E+06   6.47364137E+06   6.47364137E+06   1.80600672E+06   3.35822565E+06   3.35822565E+06
   8.00000000E-04   1.05916930E+07   1.82523557E+07   1.82523557E+07   4.79806085E+06   8.07915271E+06   8.07915271E+06
   1.00000000E-03   2.07241057E+07   4.01998697E+07   4.01998697E+07   1.02383180E+07   1.57974544E+07   1.57974544E+07
   1.20000000E-03   3.54739978E+07   7.55310688E+07   7.55310688E+07   1.89579251E+07   2.70857051E+07   2.70857051E+07
   1.40000000E-03   5.53533503E+07   1.27003690E+08   1.27003690E+08   3.17652365E+07   4.24041234E+07   4.24041234E+07
   1.60000000E-03   8.06980429E+07   1.96738207E+08   1.96738207E+08   4.94034823E+07   6.20994888E+07   6.20994888E+07
   1.80000000E-03   1.11679131E+08   2.86126240E+08   2.86126240E+08   7.25184490E+07   8.64079523E+07   8.64079523E+07
   2.00000000E-03   1.48318294E+08   3.95807914E+08   3.95807914E+08   1.01635731E+08   1.15460548E+08   1.15460548E+08
   2.20000000E-03   1.90505564E+08   5.25700107E+08   5.25700107E+08   1.37146604E+08   1.49290582E+08   1.49290582E+08
   2.40000000E-03   2.38018019E+08   6.75060068E+08   6.75060068E+08   1.79301342E+08   1.87842288E+08   1.87842288E+08
   2.60000000E-03   2.90538491E+08   8.42571547E+08   8.42571547E+08   2.28208737E+08   2.30980268E+08   2.30980268E+08
   2.80000000E-03   3.47673661E+08   1.02644324E+09   1.02644324E+09   2.83840588E+08   2.78499327E+08   2.78499327E+08
   3.00000000E-03   4.08971083E+08   1.22451164E+09   1.22451164E+09   3.46040058E+08   3.30134422E+08   3.30134422E+08
   3.20000000E-03   4.73934857E+08   1.43434246E+09   1.43434246E+09   4.14532863E+08   3.85570448E+08   3.85570448E+08
   3.40000000E-03   5.42039794E+08   1.65332641E+09   1.65332641E+09   4.88940413E+08   4.44451717E+08   4.44451717E+08
   3.60000000E-03   6.12743984E+08   1.87876656E+09   1.87876656E+09   5.68794157E+08   5.06390943E+08   5.06390943E+08
   3.80000000E-03   6.85499777E+08   2.10795561E+09   2.10795561E+09   6.53550493E+08   5.70977671E+08   5.70977671E+08
   4.00000000E-03   7.59763203E+08   2.33824211E+09   2.33824211E+09   7.42605735E+08   6.37786042E+08   6.37786042E+08
