# TBinMid=0.15 ssec TBinWidth=0.1 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   1.35817186E-15   7.09955449E-16   7.09955449E-16   1.23452315E-15   3.25109476E-15   3.25109476E-15
   2.00000000E-04   7.93409095E+06   7.39619663E+06   7.39619663E+06   2.82614060E+06   6.73646231E+06   6.73646231E+06
   4.00000000E-04   4.25428059E+07   4.70305280E+07   4.70305280E+07   1.62506077E+07   3.51098425E+07   3.51098425E+07
   6.00000000E-04   1.11937829E+08   1.38267452E+08   1.38267452E+08   4.62693492E+07   9.12972270E+07   9.12972270E+07
   8.00000000E-04   2.19764065E+08   2.94595621E+08   2.94595621E+08   9.81938889E+07   1.78392146E+08   1.78392146E+08
   1.00000000E-03   3.67296895E+08   5.24914293E+08   5.24914293E+08   1.76739701E+08   2.97902183E+08   2.97902183E+08
   1.20000000E-03   5.54279102E+08   8.34324380E+08   8.34324380E+08   2.85952071E+08   4.50287817E+08   4.50287817E+08
   1.40000000E-03   7.79399627E+08   1.22477877E+09   1.22477877E+09   4.29146804E+08   6.35252319E+08   6.35252319E+08
   1.60000000E-03   1.04060901E+09   1.69564757E+09   1.69564757E+09   6.08882004E+08   8.51927238E+08   8.51927238E+08
   1.80000000E-03   1.33534342E+09   2.24421477E+09   2.24421477E+09   8.26958145E+08   1.09900398E+09   1.09900398E+09
   2.00000000E-03   1.66069096E+09   2.86611405E+09   2.86611405E+09   1.08444062E+09   1.37483358E+09   1.37483358E+09
   2.20000000E-03   2.01351835E+09   3.55570910E+09   3.55570910E+09   1.38169904E+09   1.67750584E+09   1.67750584E+09
   2.40000000E-03   2.39056900E+09   4.30642329E+09   4.30642329E+09   1.71845846E+09   2.00491405E+09   2.00491405E+09
   2.60000000E-03   2.78853961E+09   5.11102299E+09   5.11102299E+09   2.09385835E+09   2.35480891E+09   2.35480891E+09
   2.80000000E-03   3.20413995E+09   5.96185918E+09   5.96185918E+09   2.50651630E+09   2.72484417E+09   2.72484417E+09
   3.00000000E-03   3.63413962E+09   6.85107133E+09   6.85107133E+09   2.95459376E+09   3.11261542E+09   3.11261542E+09
   3.20000000E-03   4.07540415E+09   7.77075757E+09   7.77075757E+09   3.43586186E+09   3.51569324E+09   3.51569324E+09
   3.40000000E-03   4.52492261E+09   8.71311506E+09   8.71311506E+09   3.94776597E+09   3.93165148E+09   3.93165148E+09
   3.60000000E-03   4.97982823E+09   9.67055385E+09   9.67055385E+09   4.48748754E+09   4.35809144E+09   4.35809144E+09
   3.80000000E-03   5.43741325E+09   1.06357876E+10   1.06357876E+10   5.05200279E+09   4.79266223E+09   4.79266223E+09
