# TBinMid=-0.0035 ssec TBinWidth=0.01 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   3.53883742E+15   7.66396752E+16   7.66396752E+16   4.59515571E+13   5.71103053E+13   5.71103053E+13
   2.00000000E-04   6.32789001E+06   1.37041457E+08   1.37041457E+08   8.21672104E+04   1.02120467E+05   1.02120467E+05
   4.00000000E-04   3.22763397E+06   6.99000235E+07   6.99000235E+07   4.19106019E+04   5.20880559E+04   5.20880559E+04
   6.00000000E-04   2.17659308E+06   4.71379063E+07   4.71379063E+07   2.82629093E+04   3.51261956E+04   3.51261956E+04
   8.00000000E-04   1.64566146E+06   3.56396593E+07   3.56396593E+07   2.13687993E+04   2.65579391E+04   2.65579391E+04
   1.00000000E-03   1.32473048E+06   2.86893410E+07   2.86893410E+07   1.72015329E+04   2.13787052E+04   2.13787052E+04
   1.20000000E-03   1.10952619E+06   2.40287182E+07   2.40287182E+07   1.44071202E+04   1.79057052E+04   1.79057052E+04
   1.40000000E-03   1.49769988E+06   3.25248289E+07   3.25248289E+07   2.23811330E+04   2.15957793E+04   2.15957793E+04
   1.60000000E-03   1.94687766E+06   4.23843375E+07   4.23843375E+07   2.76317465E+04   2.39073061E+04   2.39073061E+04
   1.80000000E-03   2.22948563E+06   4.85930087E+07   4.85930087E+07   3.18571177E+04   2.53812970E+04   2.53812970E+04
   2.00000000E-03   2.40797153E+06   5.25234512E+07   5.25234512E+07   4.08569397E+04   2.74590151E+04   2.74590151E+04
   2.20000000E-03   3.34919476E+06   7.32504921E+07   7.32504921E+07   4.71637235E+04   2.87586884E+04   2.87586884E+04
   2.40000000E-03   4.21181057E+06   9.22492527E+07   9.22492527E+07   5.16195408E+04   2.95387739E+04   2.95387739E+04
   2.60000000E-03   4.85731098E+06   1.06469303E+08   1.06469303E+08   5.47698742E+04   2.99640018E+04   2.99640018E+04
   2.80000000E-03   5.34270415E+06   1.17189733E+08   1.17189733E+08   5.90658443E+04   2.97349132E+04   2.97349132E+04
   3.00000000E-03   5.70971760E+06   1.25300216E+08   1.25300216E+08   6.23338006E+04   2.93988669E+04   2.93988669E+04
   3.20000000E-03   5.98708138E+06   1.31433103E+08   1.31433103E+08   6.47571219E+04   2.90051815E+04   2.90051815E+04
   3.40000000E-03   7.60141837E+06   1.66997877E+08   1.66997877E+08   6.65346661E+04   2.85754073E+04   2.85754073E+04
   3.60000000E-03   9.75775567E+06   2.14492800E+08   2.14492800E+08   6.78130271E+04   2.81244614E+04   2.81244614E+04
   3.80000000E-03   1.15549941E+07   2.54079526E+08   2.54079526E+08   6.87019445E+04   2.76627512E+04   2.76627512E+04
   4.00000000E-03   1.30593466E+07   2.87227620E+08   2.87227620E+08   6.62955252E+04   2.60790565E+04   2.60790565E+04
   4.20000000E-03   1.43235801E+07   3.15087666E+08   3.15087666E+08   6.36308285E+04   2.44909992E+04   2.44909992E+04
   4.40000000E-03   1.53891139E+07   3.38570138E+08   3.38570138E+08   6.11865149E+04   2.30626868E+04   2.30626868E+04
   4.60000000E-03   1.62889915E+07   3.58402960E+08   3.58402960E+08   5.89356987E+04   2.17719748E+04   2.17719748E+04
   4.80000000E-03   1.70498768E+07   3.75173525E+08   3.75173525E+08   5.68557472E+04   2.06005699E+04   2.06005699E+04
   5.00000000E-03   1.76934667E+07   3.89359812E+08   3.89359812E+08   5.49274662E+04   1.95332342E+04   1.95332342E+04
   5.20000000E-03   1.82375523E+07   4.01353759E+08   4.01353759E+08   5.31344663E+04   1.85571784E+04   1.85571784E+04
   5.40000000E-03   1.81543684E+07   3.99536195E+08   3.99536195E+08   5.14626649E+04   1.76615930E+04   1.76615930E+04
   5.60000000E-03   1.77612825E+07   3.90894516E+08   3.90894516E+08   4.98998913E+04   1.68372830E+04   1.68372830E+04
   5.80000000E-03   1.73871062E+07   3.82658364E+08   3.82658364E+08   4.62645503E+04   1.59204014E+04   1.59204014E+04
   6.00000000E-03   1.70301071E+07   3.74799474E+08   3.74799474E+08   4.27334415E+04   1.50612421E+04   1.50612421E+04
   6.20000000E-03   1.66890769E+07   3.67292221E+08   3.67292221E+08   3.94932657E+04   1.42679367E+04   1.42679367E+04
   6.40000000E-03   1.63629531E+07   3.60113201E+08   3.60113201E+08   3.65128647E+04   1.35336701E+04   1.35336701E+04
   6.60000000E-03   1.60507630E+07   3.53240988E+08   3.53240988E+08   3.37652046E+04   1.28525106E+04   1.28525106E+04
   6.80000000E-03   1.57516152E+07   3.46655947E+08   3.46655947E+08   3.12267291E+04   1.22192735E+04   1.22192735E+04
   7.00000000E-03   1.54646915E+07   3.40340056E+08   3.40340056E+08   2.88768293E+04   1.16294088E+04   1.16294088E+04
   7.20000000E-03   1.51892401E+07   3.34276757E+08   3.34276757E+08   2.66974065E+04   1.10789084E+04   1.10789084E+04
   7.40000000E-03   1.49245689E+07   3.28450809E+08   3.28450809E+08   2.46725091E+04   1.05642288E+04   1.05642288E+04
   7.60000000E-03   1.46700405E+07   3.22848171E+08   3.22848171E+08   2.27880306E+04   1.00822273E+04   1.00822273E+04
   7.80000000E-03   1.44250662E+07   3.17455882E+08   3.17455882E+08   2.10314561E+04   9.63010718E+03   9.63010718E+03
   8.00000000E-03   1.41891022E+07   3.12261966E+08   3.12261966E+08   1.93916491E+04   9.20537231E+03   9.20537231E+03
   8.20000000E-03   1.39616454E+07   3.07255341E+08   3.07255341E+08   1.78586712E+04   8.80578864E+03   8.80578864E+03
   8.40000000E-03   1.37422066E+07   3.02425726E+08   3.02425726E+08   1.65829326E+04   8.44890810E+03   8.44890810E+03
   8.60000000E-03   1.31794434E+07   2.90037515E+08   2.90037515E+08   1.54316480E+04   8.11759911E+03   8.11759911E+03
   8.80000000E-03   1.24136432E+07   2.73179154E+08   2.73179154E+08   1.43498967E+04   7.80437883E+03   7.80437883E+03
   9.00000000E-03   1.16921245E+07   2.57295657E+08   2.57295657E+08   1.33322873E+04   7.50790820E+03   7.50790820E+03
   9.20000000E-03   1.10115587E+07   2.42313741E+08   2.42313741E+08   1.23739458E+04   7.22697320E+03   7.22697320E+03
   9.40000000E-03   1.03689285E+07   2.28166978E+08   2.28166978E+08   1.14704564E+04   6.96047082E+03   6.96047082E+03
   9.60000000E-03   9.76149269E+06   2.14795021E+08   2.14795021E+08   1.06178109E+04   6.70739684E+03   6.70739684E+03
   9.80000000E-03   9.18675651E+06   2.02142945E+08   2.02142945E+08   9.81236296E+03   6.46683522E+03   6.46683522E+03
   1.00000000E-02   8.64244486E+06   1.90160662E+08   1.90160662E+08   9.05078999E+03   6.23794878E+03   6.23794878E+03
   1.02000000E-02   8.12647935E+06   1.78802417E+08   1.78802417E+08   8.33005842E+03   6.01997104E+03   6.01997104E+03
   1.04000000E-02   7.63695797E+06   1.68026335E+08   1.68026335E+08   7.64739393E+03   5.81219902E+03   5.81219902E+03
   1.06000000E-02   7.17213719E+06   1.57794033E+08   1.57794033E+08   7.00025502E+03   5.61398695E+03   5.61398695E+03
   1.08000000E-02   6.73041623E+06   1.48070267E+08   1.48070267E+08   6.38630974E+03   5.42474060E+03   5.42474060E+03
   1.10000000E-02   6.31032307E+06   1.38822632E+08   1.38822632E+08   5.80341510E+03   5.24391242E+03   5.24391242E+03
   1.12000000E-02   5.91050208E+06   1.30021283E+08   1.30021283E+08   5.24959884E+03   5.07099703E+03   5.07099703E+03
   1.14000000E-02   5.52970308E+06   1.21638697E+08   1.21638697E+08   4.72304322E+03   4.90552739E+03   4.90552739E+03
   1.16000000E-02   5.16677146E+06   1.13649454E+08   1.13649454E+08   4.22207057E+03   4.74707125E+03   4.74707125E+03
   1.18000000E-02   4.82063952E+06   1.06030049E+08   1.06030049E+08   3.74513047E+03   4.59522803E+03   4.59522803E+03
   1.20000000E-02   4.49031862E+06   9.87587167E+07   9.87587167E+07   3.29078825E+03   4.44962605E+03   4.44962605E+03
   1.22000000E-02   4.17485235E+06   9.18152588E+07   9.18152588E+07   3.00098363E+03   4.31227858E+03   4.31227858E+03
   1.24000000E-02   3.87339038E+06   8.51809457E+07   8.51809457E+07   2.87294242E+03   4.18283470E+03   4.18283470E+03
   1.26000000E-02   3.58518534E+06   7.88383952E+07   7.88383952E+07   2.75022005E+03   4.05844324E+03   4.05844324E+03
   1.28000000E-02   3.30950151E+06   7.27714148E+07   7.27714148E+07   2.63252832E+03   3.93883813E+03   3.93883813E+03
   1.30000000E-02   3.04565365E+06   6.69649236E+07   6.69649236E+07   2.51959853E+03   3.82377099E+03   3.82377099E+03
   1.32000000E-02   2.79300293E+06   6.14048615E+07   6.14048615E+07   2.41117995E+03   3.71300977E+03   3.71300977E+03
   1.34000000E-02   2.55095313E+06   5.60781063E+07   5.60781063E+07   2.30703829E+03   3.60633739E+03   3.60633739E+03
   1.36000000E-02   2.31894723E+06   5.09723991E+07   5.09723991E+07   2.20695451E+03   3.50355062E+03   3.50355062E+03
   1.38000000E-02   2.19058583E+06   4.81484717E+07   4.81484717E+07   2.11072353E+03   3.40445899E+03   3.40445899E+03
   1.40000000E-02   2.09244582E+06   4.59898310E+07   4.59898310E+07   2.01815323E+03   3.30888383E+03   3.30888383E+03
