# TBinMid=0.025 ssec TBinWidth=0.01 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   2.23861078E-25   1.17014551E-25   1.17014551E-25   7.30641099E-26   1.92413035E-25   1.92413035E-25
   2.00000000E-04   1.10971483E+05   1.02645062E+05   1.02645062E+05   4.30592002E+04   9.53589923E+04   9.53589923E+04
   4.00000000E-04   1.00996849E+06   1.29068622E+06   1.29068622E+06   4.49924733E+05   8.68490558E+05   8.68490558E+05
   6.00000000E-04   3.60057622E+06   5.73636737E+06   5.73636737E+06   1.79467530E+06   3.09953865E+06   3.09953865E+06
   8.00000000E-04   8.73830682E+06   1.63842693E+07   1.63842693E+07   4.78197462E+06   7.53255585E+06   7.53255585E+06
   1.00000000E-03   1.71685751E+07   3.65165348E+07   3.65165348E+07   1.01683069E+07   1.48231355E+07   1.48231355E+07
   1.20000000E-03   2.95013084E+07   6.93897790E+07   6.93897790E+07   1.86993361E+07   2.55165945E+07   2.55165945E+07
   1.40000000E-03   4.62021464E+07   1.17960117E+08   1.17960117E+08   3.10620689E+07   4.00397213E+07   4.00397213E+07
   1.60000000E-03   6.75932474E+07   1.84692695E+08   1.84692695E+08   4.78504967E+07   5.87003092E+07   5.87003092E+07
   1.80000000E-03   9.38600991E+07   2.71444831E+08   2.71444831E+08   6.95429740E+07   8.16915752E+07   8.16915752E+07
   2.00000000E-03   1.25062108E+08   3.79409734E+08   3.79409734E+08   9.64894470E+07   1.09099711E+08   1.09099711E+08
   2.20000000E-03   1.61145459E+08   5.09107848E+08   5.09107848E+08   1.28906688E+08   1.40913395E+08   1.40913395E+08
   2.40000000E-03   2.01957177E+08   6.60414039E+08   6.60414039E+08   1.66879833E+08   1.77034441E+08   1.77034441E+08
   2.60000000E-03   2.47259606E+08   8.32610349E+08   8.32610349E+08   2.10368715E+08   2.17288974E+08   2.17288974E+08
   2.80000000E-03   2.96744751E+08   1.02445571E+09   1.02445571E+09   2.59217671E+08   2.61438693E+08   2.61438693E+08
   3.00000000E-03   3.50048079E+08   1.23426561E+09   1.23426561E+09   3.13167740E+08   3.09191894E+08   3.09191894E+08
   3.20000000E-03   4.06761497E+08   1.45999611E+09   1.45999611E+09   3.71870308E+08   3.60214019E+08   3.60214019E+08
   3.40000000E-03   4.66445327E+08   1.69932792E+09   1.69932792E+09   4.34901485E+08   4.14137567E+08   4.14137567E+08
   3.60000000E-03   5.28639165E+08   1.94974739E+09   1.94974739E+09   5.01776590E+08   4.70571246E+08   4.70571246E+08
   3.80000000E-03   5.92871576E+08   2.20862200E+09   2.20862200E+09   5.71964325E+08   5.29108322E+08   5.29108322E+08
   4.00000000E-03   6.58668612E+08   2.47326900E+09   2.47326900E+09   6.44900257E+08   5.89334111E+08   5.89334111E+08
   4.20000000E-03   7.25561175E+08   2.74101610E+09   2.74101610E+09   7.19999386E+08   6.50832614E+08   6.50832614E+08
   4.40000000E-03   7.93091271E+08   3.00925394E+09   3.00925394E+09   7.96667618E+08   7.13192321E+08   7.13192321E+08
   4.60000000E-03   8.60817232E+08   3.27548012E+09   3.27548012E+09   8.74312045E+08   7.76011192E+08   7.76011192E+08
   4.80000000E-03   9.28317958E+08   3.53733519E+09   3.53733519E+09   9.52349981E+08   8.38900874E+08   8.38900874E+08
   5.00000000E-03   9.95196279E+08   3.79263084E+09   3.79263084E+09   1.03021675E+09   9.01490196E+08   9.01490196E+08
   5.20000000E-03   1.06108151E+09   4.03937098E+09   4.03937098E+09   1.10737227E+09   9.63427984E+08   9.63427984E+08
   5.40000000E-03   1.12563129E+09   4.27576634E+09   4.27576634E+09   1.18330640E+09   1.02438528E+09   1.02438528E+09
   5.60000000E-03   1.18853280E+09   4.50024323E+09   4.50024323E+09   1.25754327E+09   1.08405697E+09   1.08405697E+09
   5.80000000E-03   1.24950339E+09   4.71144726E+09   4.71144726E+09   1.32964452E+09   1.14216296E+09   1.14216296E+09
   6.00000000E-03   1.30829077E+09   4.90824269E+09   4.90824269E+09   1.39921161E+09   1.19844888E+09   1.19844888E+09
   6.20000000E-03   1.36467276E+09   5.08970806E+09   5.08970806E+09   1.46588733E+09   1.25268638E+09   1.25268638E+09
   6.40000000E-03   1.41845673E+09   5.25512885E+09   5.25512885E+09   1.52935651E+09   1.30467312E+09   1.30467312E+09
   6.60000000E-03   1.46947871E+09   5.40398765E+09   5.40398765E+09   1.58934606E+09   1.35423243E+09   1.35423243E+09
   6.80000000E-03   1.51760231E+09   5.53595246E+09   5.53595246E+09   1.64562453E+09   1.40121277E+09   1.40121277E+09
   7.00000000E-03   1.56271747E+09   5.65086359E+09   5.65086359E+09   1.69800108E+09   1.44548697E+09   1.44548697E+09
   7.20000000E-03   1.60473903E+09   5.74871961E+09   5.74871961E+09   1.74632411E+09   1.48695122E+09   1.48695122E+09
   7.40000000E-03   1.64360520E+09   5.82966270E+09   5.82966270E+09   1.79047954E+09   1.52552407E+09   1.52552407E+09
   7.60000000E-03   1.67927604E+09   5.89396374E+09   5.89396374E+09   1.83038881E+09   1.56114519E+09   1.56114519E+09
   7.80000000E-03   1.71173181E+09   5.94200743E+09   5.94200743E+09   1.86600674E+09   1.59377416E+09   1.59377416E+09
   8.00000000E-03   1.74097136E+09   5.97427767E+09   5.97427767E+09   1.89731918E+09   1.62338910E+09   1.62338910E+09
   8.20000000E-03   1.76701051E+09   5.99134340E+09   5.99134340E+09   1.92434061E+09   1.64998537E+09   1.64998537E+09
   8.40000000E-03   1.78988047E+09   5.99384496E+09   5.99384496E+09   1.94711164E+09   1.67357418E+09   1.67357418E+09
   8.60000000E-03   1.80962627E+09   5.98248127E+09   5.98248127E+09   1.96569658E+09   1.69418128E+09   1.69418128E+09
   8.80000000E-03   1.82630529E+09   5.95799769E+09   5.95799769E+09   1.98018091E+09   1.71184555E+09   1.71184555E+09
   9.00000000E-03   1.83998579E+09   5.92117485E+09   5.92117485E+09   1.99066891E+09   1.72661775E+09   1.72661775E+09
   9.20000000E-03   1.85074557E+09   5.87281829E+09   5.87281829E+09   1.99728130E+09   1.73855922E+09   1.73855922E+09
   9.40000000E-03   1.85867065E+09   5.81374903E+09   5.81374903E+09   2.00015293E+09   1.74774065E+09   1.74774065E+09
   9.60000000E-03   1.86385405E+09   5.74479508E+09   5.74479508E+09   1.99943070E+09   1.75424092E+09   1.75424092E+09
   9.80000000E-03   1.86639465E+09   5.66678382E+09   5.66678382E+09   1.99527142E+09   1.75814593E+09   1.75814593E+09
   1.00000000E-02   1.86639611E+09   5.58053525E+09   5.58053525E+09   1.98783995E+09   1.75954759E+09   1.75954759E+09
   1.02000000E-02   1.86396590E+09   5.48685609E+09   5.48685609E+09   1.97730736E+09   1.75854282E+09   1.75854282E+09
   1.04000000E-02   1.85921438E+09   5.38653469E+09   5.38653469E+09   1.96384926E+09   1.75523254E+09   1.75523254E+09
   1.06000000E-02   1.85225396E+09   5.28033669E+09   5.28033669E+09   1.94764426E+09   1.74972090E+09   1.74972090E+09
   1.08000000E-02   1.84319831E+09   5.16900136E+09   5.16900136E+09   1.92887257E+09   1.74211437E+09   1.74211437E+09
   1.10000000E-02   1.83216174E+09   5.05323864E+09   5.05323864E+09   1.90771472E+09   1.73252107E+09   1.73252107E+09
   1.12000000E-02   1.81925851E+09   4.93372677E+09   4.93372677E+09   1.88435038E+09   1.72105005E+09   1.72105005E+09
