# TBinMid=0.95 ssec TBinWidth=0.1 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   1.38589050E-13   8.80133585E-16   4.60093844E-16   4.60093844E-16   2.87284608E-16   7.56496785E-16   7.56496785E-16
   2.00000000E-04   4.12122116E+06   3.54532251E+06   3.54532251E+06   2.10536933E+06   3.66976944E+06   3.66976944E+06
   4.00000000E-04   2.04390917E+07   1.97149453E+07   1.97149453E+07   1.16486204E+07   1.84053501E+07   1.84053501E+07
   6.00000000E-04   5.12147545E+07   5.30191909E+07   5.30191909E+07   3.13418576E+07   4.64916319E+07   4.64916319E+07
   8.00000000E-04   9.70196961E+07   1.05613171E+08   1.05613171E+08   6.26241462E+07   8.86457325E+07   8.86457325E+07
   1.00000000E-03   1.57664283E+08   1.78294572E+08   1.78294572E+08   1.06206838E+08   1.44853203E+08   1.44853203E+08
   1.20000000E-03   2.32524020E+08   2.70950706E+08   2.70950706E+08   1.62304500E+08   2.14667545E+08   2.14667545E+08
   1.40000000E-03   3.20709120E+08   3.82833628E+08   3.82833628E+08   2.30772942E+08   2.97368539E+08   2.97368539E+08
   1.60000000E-03   4.21167194E+08   5.12750290E+08   5.12750290E+08   3.11203488E+08   3.92059782E+08   3.92059782E+08
   1.80000000E-03   5.32750824E+08   6.59201719E+08   6.59201719E+08   4.02992013E+08   4.97733988E+08   4.97733988E+08
   2.00000000E-03   6.54264247E+08   8.20488094E+08   8.20488094E+08   5.05391631E+08   6.13318956E+08   6.13318956E+08
   2.20000000E-03   7.84496568E+08   9.94789375E+08   9.94789375E+08   6.17553903E+08   7.37710927E+08   7.37710927E+08
   2.40000000E-03   9.22245789E+08   1.18022767E+09   1.18022767E+09   7.38561597E+08   8.69799264E+08   8.69799264E+08
   2.60000000E-03   1.06633629E+09   1.37491546E+09   1.37491546E+09   8.67454931E+08   1.00848487E+09   1.00848487E+09
